type_real_state,url,title,location_string,location_latitude,location_longitude,date_publication,state,deliver,coin,views,price,expenses,discount,description_sup,description,pictures,advertiser_name,advertiser_codes,feature_rooms,feature_unities,feature_stotal,feature_scover,feature_bath,feature_parking,feature_toilete,feature_antique,general_features_xml,location_tree
casa,https://www.plusvalia.com/propiedades/4-dorm.-por-solo-$-50590686.html,4 Dorm. por Solo $,"Oeste de cuenca, Oeste, Cuenca",-2.9001285,-79.0058965,1/2/2021,Venta,house_default,USD,43,105000.0,none,0,Casa · 150m² · 4 Habitaciones · 2 Estacionamientos,"AMPLIA CASA, 4 DORM,ESPACIO VERDE,2 PARQUEOS,PATIO.|EXCELENTES TERMINADOS|PRIMERA PLANTA|2 parqueos.|Sala,|Cocina.|Comedor.|Patio posterior.|Bodega.|Jardinera.|1 Baño social|Lavandería.|SEGUNDA PLANTA.|4 dormitorios.|2 baños completos.|La vivineda está cerca a bancos, farmacias, escuelas y colegios, transporte, cuenta con todos los servicios básicos,|PARA MAYOR INFORMACION CONTACTENOS A LOS TELEFONOS",https://img10.naventcdn.com/avisos/9/00/50/59/06/86/1200x1200/50397684.jpg|https://img10.naventcdn.com/avisos/9/00/50/59/06/86/1200x1200/50397686.jpg|https://img10.naventcdn.com/avisos/9/00/50/59/06/86/1200x1200/50397687.jpg|https://img10.naventcdn.com/avisos/9/00/50/59/06/86/1200x1200/50397688.jpg|https://img10.naventcdn.com/avisos/9/00/50/59/06/86/1200x1200/50397689.jpg,ALBERTO GUEVARA,Cód. del anunciante: CSC141|Cód. Plusvalia: 50590686|Lic Prof: 348-A,4 Habitaciones,none,106 m² Total,150 m² Cubierta,2 Baños,2 Estacionamientos,1 Medio baño,En construcción Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Parqueadero visitantes|Iluminación|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Patio|Closets|: 4</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Azuay->Cuenca->Oeste->4 Dorm. por Solo $
casa,https://www.plusvalia.com/propiedades/4-dorm.-sector-sur-50542809.html,4 Dorm. ¨sector Sur¨,"Sur de Cuenca, San Sebastián, Cuenca",-2.874882789089462,-79.03655860929257,1/2/2021,Venta,house_default,USD,0,148000.0,none,0,Casa · 192m² · 3 Habitaciones · 2 Estacionamientos,"Hermosa casa minimalista con excelentes terminados, en zona residencial por el sector Sur de Cuenca.|PRIMERA PLANTA|hasta 2 parqueos.|Amplio Patio|Sala,|Cocina.|Comedor.|Patio posterior.|Bodega.|1 Baño social|Lavanderia.|SEGUNDA PLANTA.|4 dormitorios.|2 baños completos.|La vivineda está cerca a bancos, farmacias, escuelas y colegios,cuenta con todos los servicios básicos,Transporte.|PARA MAYOR INFORMACION CONTACTENOS A LOS TELEFONOS",https://img10.naventcdn.com/avisos/9/00/50/54/28/09/1200x1200/38419291.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/28/09/1200x1200/38419293.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/28/09/1200x1200/38419294.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/28/09/1200x1200/38419295.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/28/09/1200x1200/38419296.jpg,ALBERTO GUEVARA,Cód. del anunciante: CSC110|Cód. Plusvalia: 50542809|Lic Prof: 348-A,3 Habitaciones,none,150 m² Total,192 m² Cubierta,2 Baños,2 Estacionamientos,2 Medios Baños,1 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Condominio|Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Línea blanca|Línea telefónica|Parqueadero visitantes|Iluminación|Puertas eléctricas|Sistema de alarma de seguridad|Citofonía|Televisión por cable|Calefón|Extractor de olores|Cortinas/Persianas|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Patio|Atico|Closets|: 3|Cuarto de juegos</content></general_feature><general_feature><title>Exteriores</title><content>Cerramiento(s)</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Azuay->Cuenca->San Sebastián->4 Dorm. ¨sector Sur¨
casa,https://www.plusvalia.com/propiedades/4-dorm.-sector-sur-banos-50549476.html,4 Dorm. Sector Sur Baños,"San sebastian, San Sebastián, Cuenca",-2.874882789089462,-79.03655860929257,1/2/2021,Venta,house_default,USD,24,105000.0,none,0,Casa · 150m² · 5 Habitaciones · 3 Estacionamientos,"VILLA MUY AMPLIA Y COMODA SECTOR SUR|RIMERA PLANTA|2 parqueos.|Amplio Patio|Sala,|Cocina.|Comedor.|Patio posterior o hall.|Bodega.|1 Baño social|SEGUNDA PLANTA.|3 dormitorios.|2 baños completos.|TERCERA PLANTA.|Buhardilla.|Baño completo.|Terraza.|Lavandería.|El vivienda está cerca a bancos, farmacias, escuelas y colegios, cuenta con todos los servicios básicos, Transporte.|PARA MAYOR INFORMACION CONTACTENOS A LOS TELEFONOS",https://img10.naventcdn.com/avisos/9/00/50/54/94/76/1200x1200/43640555.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/94/76/1200x1200/43640557.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/94/76/1200x1200/43640558.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/94/76/1200x1200/43640559.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/94/76/1200x1200/43640560.jpg,ALBERTO GUEVARA,Cód. del anunciante: CSC116|Cód. Plusvalia: 50549476|Lic Prof: 348-A,5 Habitaciones,none,120 m² Total,150 m² Cubierta,3 Baños,3 Estacionamientos,2 Medios Baños,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Terraza</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Parqueadero visitantes|Iluminación|Calefón|Extractor de olores|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Patio|Closets|: 3</content></general_feature><general_feature><title>Exteriores</title><content>Cerramiento(s)|Balcón(es)|: 1|Cancha(s)</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Azuay->Cuenca->San Sebastián->4 Dorm. Sector Sur Baños
casa,https://www.plusvalia.com/propiedades/4-dorm.4-banos-$-50541524.html,"4 Dorm.,4 Baños $","Oeste de cuenca, Oeste, Cuenca",-2.9001285,-79.0058965,1/2/2021,Venta,house_default,USD,16,112000.0,none,0,Casa · 160m² · 4 Habitaciones · 2 Estacionamientos,"SECTOR OESTE DE LA CIUDAD|4 DORMITORIOS $Ver datos|Casa a buen precio y amplia, a pocos minutos de la ciudad.|PRIMERA PLANTA|2 parqueos.|Sala,|Cocina.|Comedor.|Patio posterior.|SEGUNDA PLANTA.|3 dormitorios.|2 baños completos.|TERCERA PLANTA.|Buhardilla.|Baño Completo.|La vivienda está cerca a bancos, farmacias, escuelas y colegios,cuenta con todos los servicios básicos,|PARA MAYOR INFORMACIÓN CONTÁCTENOS A LOS TELÉFONOS -",https://img10.naventcdn.com/avisos/9/00/50/54/15/24/1200x1200/51448959.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/15/24/1200x1200/55308129.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/15/24/1200x1200/55308130.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/15/24/1200x1200/51448962.jpg|https://img10.naventcdn.com/avisos/9/00/50/54/15/24/1200x1200/55308131.jpg,ALBERTO GUEVARA,Cód. del anunciante: CSC104|Cód. Plusvalia: 50541524|Lic Prof: 348-A,4 Habitaciones,none,80 m² Total,160 m² Cubierta,2 Baños,2 Estacionamientos,1 Medio baño,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Cerca eléctrica|Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Línea blanca|Altillos|Parqueadero visitantes|Iluminación|Sistema de alarma de seguridad|Citofonía|Televisión por cable|Calefón|Extractor de olores|Cortinas/Persianas|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Patio|Closets|: 4</content></general_feature><general_feature><title>Exteriores</title><content>Cerramiento(s)|Cancha(s)</content></general_feature></general_features_xml>,"Plusvalia->Casa->Comprar->Azuay->Cuenca->Oeste->4 Dorm.,4 Baños $"
hacienda-quinta,https://www.plusvalia.com/propiedades/4-has-de-terreno-con-bonita-casa-de-campo-en-atuntaqui-50293639.html,4 Has de Terreno con Bonita Casa de Campo en Atuntaqui,"ATUNTAQUI, Atuntaqui, Antonio Ante",0.32095,-78.1961452,1/2/2021,Venta,house_default,USD,78,450000.0,none,0,Hacienda-Quinta · 500m² · 4 Habitaciones · 10 Estacionamientos,"En la provincia de Imbabura, cantón Antonio Ante, se vende hermosa propiedad, con un área total de 4 hectáreas, incluye bonita casa de campo, con 1 dormitorio máster con baño, tres dormitorios con 1 baño compartido, cosina, sala, comedor, piscina, y un amplio salón para reuniones especiales, bodgas para los granos en cosecha y un amplio patio para deportes dispone de todos los servicios básicos, con 40 horas de agua de regadío cada 15 días, su suelo es apto para sembríos de papas, aguacates, maíz, naranjas mandarinas, granadillas, chirimoyas en fin para toda clase cultivos de clima templado, esta propiedad está ubicado en el mejor sector de Atuntaqui dónde se divisa una hermosa vista panorámica",https://img10.naventcdn.com/avisos/9/00/50/29/36/39/1200x1200/25895955.jpg|https://img10.naventcdn.com/avisos/9/00/50/29/36/39/1200x1200/25895957.jpg|https://img10.naventcdn.com/avisos/9/00/50/29/36/39/1200x1200/25895958.jpg|https://img10.naventcdn.com/avisos/9/00/50/29/36/39/1200x1200/25895959.jpg|https://img10.naventcdn.com/avisos/9/00/50/29/36/39/1200x1200/25895960.jpg,Ana Isabel Guevara Aguirre,Cód. del anunciante: 222LOJ|Cód. Plusvalia: 50293639,4 Habitaciones,none,40000 m² Total,500 m² Cubierta,2 Baños,10 Estacionamientos,none,5 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Casa de campo|Chimenea|Jardín(es)|Piscina</content></general_feature><general_feature><title>Servicios</title><content>Parqueadero visitantes|Cisterna|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 3|Patio|Area deportiva</content></general_feature><general_feature><title>Exteriores</title><content>Árboles|Area de BBQ|Sembríos|árboles frutales|Cancha(s)</content></general_feature></general_features_xml>,Plusvalia->Hacienda-Quinta->Comprar->Imbabura->Antonio Ante->Atuntaqui->4 Has de Terreno con Bonita Casa de Campo en Atuntaqui
terreno / lote,https://www.plusvalia.com/propiedades/4-has-en-puembo-inversion!-62237886.html,"4 Has en Puembo, Inversion!","PUEMBO, Puembo, Quito",-0.192466418609563,-78.36866234487557,14/9/2021,Venta,house_default,USD,41,3200000.0,none,0,Terreno / Lote · 40000m²,"En muy buen ubicacion, con proximidad a nuevas vias de acceso de Puembo y a vias principales|En zona de alto desarrollo|4 hectareas planas, ideales para inversion|FICHA:||ZONA A4|LOTE MINIMO 5.000 M2|FRENTE: 40 MTS|COS TOTAL 10%|COS PB 5%|OCUPACION DE SUELO AISLADA|USO DE SUELO RN/ PS RECURSOS NATURALES, PRODUCCION SOSTENIBLE|PISOS 2|ALTURA 8M||SERVICIOS: AGUA, AGUA DE RIEGO Y LUZ|USD 80 POR METRO",https://img10.naventcdn.com/avisos/9/00/62/23/78/86/1200x1200/279096147.jpg|https://img10.naventcdn.com/avisos/9/00/62/23/78/86/1200x1200/279096143.jpg|https://img10.naventcdn.com/avisos/9/00/62/23/78/86/1200x1200/279096148.jpg|https://img10.naventcdn.com/avisos/9/00/62/23/78/86/1200x1200/279096142.jpg|https://img10.naventcdn.com/avisos/9/00/62/23/78/86/1200x1200/279096145.jpg,Red Promotoras Inmobiliarias,Cód. del anunciante: 2GP366|Cód. Plusvalia: 62237886|Lic Prof: Lic. 1119-P,none,none,40000 m² Total,40000 m² Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Servicios</title><content>Iluminación|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Exteriores</title><content>Cerramiento(s)</content></general_feature></general_features_xml>,"Plusvalia->Terreno / Lote->Comprar->Pichincha->Quito->Puembo->4 Has en Puembo, Inversion!"
terreno / lote,https://www.plusvalia.com/propiedades/455-m-sup2--lote-urbanizado-3-minutos-del-san-luis-61952269.html,"455 m², Lote Urbanizado, 3 Minutos del San Luis Shopping, Valle de Los Chillos","Valle de Los Chillos - sector Santa Clara, Sangolqui, Quito",-0.323402,-78.446962,13/8/2021,Venta,house_default,USD,60,113993.0,none,0,Terreno / Lote · 456m²,"– Lotes urbanizados.|– Amplias vías de circulación.|– Aceras y bordillos tipo americano.|– Senderos para caminar.|– Jardines, lagos y atractivos puentes.|– 2 hectáreas de área verde.|– Casa Comunal de 600 m2.|– Cancha de tenis y multiuso.|– Cancha de fútbol de césped sintético.|– Gimnasio equipado.|– Seguridad permanente.",https://img10.naventcdn.com/avisos/9/00/61/95/22/69/1200x1200/273850112.jpg|https://img10.naventcdn.com/avisos/9/00/61/95/22/69/1200x1200/273850113.jpg|https://img10.naventcdn.com/avisos/9/00/61/95/22/69/1200x1200/273850110.jpg|https://img10.naventcdn.com/avisos/9/00/61/95/22/69/1200x1200/273850115.jpg|https://img10.naventcdn.com/avisos/9/00/61/95/22/69/1200x1200/273850116.jpg,Poder Comercial S.A,Cód. del anunciante: 2GEFPJ|Cód. Plusvalia: 61952269,none,none,456 m² Total,456 m² Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Caseta de guardia|Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Cisterna|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Sala comunal|Urbanización privada|Area de eventos|Area deportiva</content></general_feature><general_feature><title>Exteriores</title><content>Árboles|Cerramiento(s)|Cancha(s)|Senderos ecológicos|Riego automático|Laguna</content></general_feature></general_features_xml>,"Plusvalia->Terreno / Lote->Comprar->Pichincha->Quito->Sangolqui->455 m², Lote Urbanizado, 3 Minutos del San Luis Shopping, Valle de Los Chillos"
hacienda-quinta,https://www.plusvalia.com/propiedades/49-has-lechera.-engorde:-vacuno-chancho-gallina.-63119350.html,"49 Has Lechera. Engorde: Vacuno, Chancho, Gallina. Pedro Vicente Maldonado","KILOMETRO , Norte de Pedro Vicente Maldonado, Pedro Vicente Maldonado",0.0813445,-79.0489685,19/1/2022,Venta,house_default,USD,67,539000.0,none,0,Hacienda-Quinta · 664m² · 8 Habitaciones · 11 Estacionamientos,"AGENTE INMOBILIARIO RUBEN CORTES Ver datos|Se vende FINCA PRODUCTIVA 49 hectáreas en la vía principal.|* A 2 horas de Quito.|* 300 metros de frente a la carretera rodeada de bellas palmeras que le da un ambiente tropical y de fondo tiene 80 metros en su parte más extensa, dando una superficie plana de 10.000 metros o 1 hectárea|* 280 metros al final de la Finca y 400 metros antes de culminar la misma cruza el rio Caoni.|* 48 hectáreas de pastizales diversos y sembrado pasto de corte clon 51 (es un pasto de crecimiento erecto. Puede emplearse como pasto picado para animales en confinamiento, lecherías, levante de terneros, equinos, y ovejas).|* Cruzan 3 ríos entre ellos el rio Caoni con gran afluencia, 2 cascadas de altura entre 2 a 3 metros.|* 3 Casas.|* Área de bbq.|* Establo de ordeño.|* Cubículo de crianza de chancho.|* Arboles de frutas|* Áreas para crianzas de gallinas y otros animales.||Distribuida de la siguiente manera:||CASA PRINCIPAL 120 M2: Construcción Mixta, 4 habitaciones, 1 baño, Sala, Comedor y Cocina, 1 Parqueadero techado. Luz, agua potable, Internet.|Espacio de parqueo para 10 vehículos.|CASA SECUNDARIA 42 M2: Construcción Mixta, 3 habitaciones, 1 baño, Sala-Comedor y Cocina, luz y agua potable.|CASA MADERA 48 M2: 1 habitación, 1 baño, Sala-Comedor y Cocina, luz y agua potable.|Área bbq: 30 m2, espacio techado con parrillera y mesón amplio.|Establo: 360 m2, es techado en el área del ordeño.|Cubículos chanchos: 64 m2, dividido en 4 cubículos reúne 10 chanco en cada uno, esto cubículos tienen una adaptación de manguera para que llegue el suero y el agua directamente al recipiente.|Actualmente cuenta con:|1. Cincuenta y tres (53) cabeza de ganado de leche, ganado para engorde, 8 potreros, 58 gallinas (no se vende con los animales).||2. Arboles de plátano, maqueño, orito, banana, limón, naranja, mandarina, guanábana (la fruta de buena calidad y tamaño)|Adicional tiene un área donde se puede construir piscinas de tilapia en 1 hectárea cerca a uno de los ríos. Como dato adicional tiene muy buena afluencia de agua en toda la propiedad, distintivo especial para la producción de la finca.",https://img10.naventcdn.com/avisos/9/00/63/11/93/50/1200x1200/295135165.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/93/50/1200x1200/295135166.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/93/50/1200x1200/294996371.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/93/50/1200x1200/294996384.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/93/50/1200x1200/294996383.jpg,RE/MAX CAPITAL,Cód. del anunciante: 890091244-95|Cód. Plusvalia: 63119350|Lic Prof: 1001-P,8 Habitaciones,none,490000 m² Total,664 m² Cubierta,2 Baños,11 Estacionamientos,none,8 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Jardín(es)|Cerco vivo|Av. acceso asfaltada|Av. acceso afirmada</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Línea blanca|Parqueadero visitantes|Cortinas/Persianas|Servicios básicos (agua/luz)|Parrilla</content></general_feature><general_feature><title>Ambientes</title><content>Closets|: 4|page.posting.features.914</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Cerramiento(s)</content></general_feature></general_features_xml>,"Plusvalia->Hacienda-Quinta->Comprar->Pichincha->Pedro Vicente Maldonado->Norte de Pedro Vicente Maldonado->49 Has Lechera. Engorde: Vacuno, Chancho, Gallina. Pedro Vicente Maldonado"
terreno / lote,https://www.plusvalia.com/propiedades/5-hectareas-sobre-av-principal-via-montecristi-la-62328844.html,"5 Hectáreas Sobre Av Principal, Vía Montecristi - La Pila","Vía Montecristi La Pila, Sur de Montecristi, Montecristi",-1.068838966994289,-80.6413599812622,28/9/2021,Venta,house_default,USD,44,500000.0,none,0,Terreno / Lote · 5ha,"Excelente Terreno en venta, ubicado sobre la Av. Principal (Montecristi - La Pila)|Hermosa Vista 360º|5 Hectáreas|Frente: 80m sobre la vía principal.||Ideal para:|Proyecto habitacional|Turístico|Recreacional||PRECIO NEGOCIABLE",https://img10.naventcdn.com/avisos/9/00/62/32/88/44/1200x1200/280832157.jpg|https://img10.naventcdn.com/avisos/9/00/62/32/88/44/1200x1200/280832149.jpg|https://img10.naventcdn.com/avisos/9/00/62/32/88/44/1200x1200/280832156.jpg|https://img10.naventcdn.com/avisos/9/00/62/32/88/44/1200x1200/280832151.jpg|https://img10.naventcdn.com/avisos/9/00/62/32/88/44/1200x1200/280832152.jpg,Carrera Muñoz Inmobiliaria|Anunciante Premier,Cód. del anunciante: FQuintana|Cód. Plusvalia: 62328844|Lic Prof: 314T,none,none,5 ha Total,5 ha Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Servicios</title><content>Servicios básicos (agua/luz)</content></general_feature></general_features_xml>,"Plusvalia->Terreno / Lote->Comprar->Manabí->Montecristi->Sur de Montecristi->5 Hectáreas Sobre Av Principal, Vía Montecristi - La Pila"
terreno / lote,https://www.plusvalia.com/propiedades/5.000-m-sup2--ideal-constructores-puembo-terreno-en-62076310.html,"5.000 m² Ideal Constructores (Puembo, Terreno en Venta)","Puembo, Puembo, Quito",-0.173047324222413,-78.35809444135688,25/8/2021,Venta,house_default,USD,44,1000000.0,+ USD 1 Condominio/Alícuota,0,Terreno / Lote · 5000m²,"Excelente oportunidad!!! 5.000 m2 completamente planos en Puembo|Ideal para desarrollos y proyectos inmobiliarios.|Para más información comunicarse con David 0 9 5 - 8 8 8 - 2 5 5 5|...|º Se vende como Cuerpo Cierto|º Terreno totalmente plano|º 5.000 m2|º Cerramiento|º Todos los servicios básicos y Agua de riego|º Ideal para proyecto inmobiliario||Excelente ubicación, sector de desarrollo.|Hermosa vista",https://img10.naventcdn.com/avisos/9/00/62/07/63/10/1200x1200/276031159.jpg|https://img10.naventcdn.com/avisos/9/00/62/07/63/10/1200x1200/276031166.jpg|https://img10.naventcdn.com/avisos/9/00/62/07/63/10/1200x1200/276031162.jpg|https://img10.naventcdn.com/avisos/9/00/62/07/63/10/1200x1200/276031164.jpg|https://img10.naventcdn.com/avisos/9/00/62/07/63/10/1200x1200/276031158.jpg,DINMO Inmobiliaria|Anunciante Premier,Cód. del anunciante: 2GJ3KA|Cód. Plusvalia: 62076310|Lic Prof: 1164,none,none,5000 m² Total,5000 m² Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Parqueadero visitantes|Iluminación|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Urbanización privada</content></general_feature><general_feature><title>Exteriores</title><content>Árboles|Cerramiento(s)|Riego automático</content></general_feature></general_features_xml>,"Plusvalia->Terreno / Lote->Comprar->Pichincha->Quito->Puembo->5.000 m² Ideal Constructores (Puembo, Terreno en Venta)"
casa,https://www.plusvalia.com/propiedades/517.-isla-celeste-vendo-hermosa-casa-estreno-225-60706471.html,"517. Isla Celeste, Vendo Hermosa Casa Estreno, 225 m² Terreno, 4dorm. A034. X. A.",". ISLA CELESTE , Samborondón, Guayaquil",-2.0793306,-79.8382493,16/3/2021,Venta,house_default,USD,19,230000.0,none,0,Casa · 220m² · 4 Habitaciones · 1 Estacionamiento,"Vendo hermosa Casa de ESTRENO en Isla Celeste, SAMBORONDON, cerca de Plaza Batan, urbanización con área social, piscina, garita, y seguridad las 24-7.||CARACTERISTICAS:||225 metros de terreno|220 metros de construcción|Cisterna|Acabados diferenciados|4 dormitorios c/u con baño el dormitorio máster con vestidor.|Sala de estar amplia entre los dormitorios.|Sala, Comedor, cocina americana.|Baño social|Cuarto de servicio con baño||PRECIO DE VENTA $||INFORMACIÓN|ING. PATRICIA NUÑEZ G.|Ceibos Bienes Raíces|Licencia ACBIR 778-G|Asesora Comercial|www.plusvalia.com/web/ceibosbienesraices|Cell:",https://img10.naventcdn.com/avisos/9/00/60/70/64/71/1200x1200/250496724.jpg|https://img10.naventcdn.com/avisos/9/00/60/70/64/71/1200x1200/250496715.jpg|https://img10.naventcdn.com/avisos/9/00/60/70/64/71/1200x1200/250496709.jpg|https://img10.naventcdn.com/avisos/9/00/60/70/64/71/1200x1200/250496717.jpg|https://img10.naventcdn.com/avisos/9/00/60/70/64/71/1200x1200/250496723.jpg,Ceibos Bienes Raices,Cód. del anunciante: SAMBORONDON|Cód. Plusvalia: 60706471,4 Habitaciones,none,225 m² Total,220 m² Cubierta,3 Baños,1 Estacionamiento,1 Medio baño,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Caseta de guardia|Jardín(es)|Piscina|Baño de servicio|: 1|Cuartos de servicio</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Cisterna</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Patio|Urbanización privada|Area de eventos|Area deportiva|Closets|: 4|Sala de estar</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Cerramiento(s)|Cancha(s)</content></general_feature></general_features_xml>,"Plusvalia->Casa->Comprar->Guayas->Guayaquil->Samborondón->517. Isla Celeste, Vendo Hermosa Casa Estreno, 225 m² Terreno, 4dorm. A034. X. A."
casa,https://www.plusvalia.com/propiedades/519-m-sup2--vende-amplia-casa-granda-centeno-62208202.html,519 m² Vende Amplia Casa Granda Centeno,"Granda Centeno , Granda Centeno, Quito",-0.170519884965937,-78.49454031989698,10/9/2021,Venta,house_default,USD,32,389000.0,none,0,Casa · 222m² · 6 Habitaciones,"Construcción versátil y funcional, 2 casas en una, sobre un terreno de 222.13 m2, espacio acogedor y agradable para vivir. Disfrute de la comodidad de estar cerca de centros comerciales, unidades educativas, bancos y hospitales, con los beneficios de un sector exclusivo y seguro, al mejor precio. 519m2 de construcción, Patio 50m2.|Características del inmueble:|Casa 1 Subsuelo|1 Habitación Master|Walking closet|2 dormitorios amplios con closet|Estudio|Cocina con muebles altos y bajos empotrados|Sala, comedor un solo ambiente estilo Americado|2 baños completos uno de ellos con tina|Patio 50 metros cuadrados|Bodega o Casa de Servicio|Pisos con cerámica y piso flotante|Sala de juegos|Sala de star|Cocina con muebles altos y bajos empotrados, isla central||Casa 2 desde la PB al 2do piso|1 Habitación Master|2 Habitaciones con closert|2 baños y medío|Área de Gimnasio|Sala de star y televisión|Estudio|*Balcón cubierto con pérgola 12 m²|*PB Parqueadero cubierto|Piso flotante|Ha sido remodelada en un 70%||Las dos casas cuenta con Termoestado, Tubería de Cobre|ANTIGÜEDAD: 31 años",https://img10.naventcdn.com/avisos/9/00/62/20/82/02/1200x1200/278524582.jpg|https://img10.naventcdn.com/avisos/9/00/62/20/82/02/1200x1200/278524578.jpg|https://img10.naventcdn.com/avisos/9/00/62/20/82/02/1200x1200/278524577.jpg|https://img10.naventcdn.com/avisos/9/00/62/20/82/02/1200x1200/278524571.jpg|https://img10.naventcdn.com/avisos/9/00/62/20/82/02/1200x1200/278524570.jpg,RE/MAX CAPITAL 2,Cód. del anunciante: 890321246-512|Cód. Plusvalia: 62208202,6 Habitaciones,none,519 m² Total,222 m² Cubierta,4 Baños,none,none,31 Antigüedad,<general_features_xml></general_features_xml>,Plusvalia->Casa->Comprar->Pichincha->Quito->Granda Centeno->519 m² Vende Amplia Casa Granda Centeno
