type_real_state,url,title,location_string,location_latitude,location_longitude,date_publication,state,deliver,coin,views,price,expenses,discount,description_sup,description,pictures,advertiser_name,advertiser_codes,feature_rooms,feature_unities,feature_stotal,feature_scover,feature_bath,feature_parking,feature_toilete,feature_antique,general_features_xml,location_tree
suite,https://www.plusvalia.com/propiedades/acogedora-suite-sector-universidad-catolica-61520930.html,Acogedora Suite - Sector Universidad Catolica,"12 de Octubre, Centro Norte, Quito",-0.205692922739154,-78.48508564389763,20/6/2021,Venta,house_default,USD,69,90000.0,+ USD 55 Condominio/Alícuota,0,Suite · 60m² · 1 Habitación · 1 Estacionamiento,"Suite de 60 metros cuadrados ubicada en un sector privilegiado con cercanía a todo tipo de servicios.|Cuenta con Sala, comedor, cocina de tipo americana, área de máquinas, baño social, balcón, amplia habitación, walk-in closet y baño completo.|1 Parqueadero|1 Bodega|Edificio con variedad de áreas comunales: Salón de eventos, sala de juegos, 2 áreas de BBQ, estacionamiento de bicicletas y gym completamente equipado",https://img10.naventcdn.com/avisos/resize/9/00/61/52/09/30/1200x1200/265532247.jpg|https://img10.naventcdn.com/avisos/resize/9/00/61/52/09/30/1200x1200/265532250.jpg|https://img10.naventcdn.com/avisos/resize/9/00/61/52/09/30/1200x1200/265532248.jpg|https://img10.naventcdn.com/avisos/resize/9/00/61/52/09/30/1200x1200/265532245.jpg|https://img10.naventcdn.com/avisos/resize/9/00/61/52/09/30/1200x1200/265532246.jpg,NEGOCIOS INMOBILIARIOS,Cód. del anunciante: 2FSGHK|Cód. Plusvalia: 61520930,1 Habitación,none,77 m² Total,60 m² Cubierta,1 Baño,1 Estacionamiento,1 Medio baño,8 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Ascensor(es)|: 4|Terraza</content></general_feature><general_feature><title>Servicios</title><content>Gimnasio|Guardianía/Seguridad privada|Parqueadero visitantes|Control de accesos|Sistema de alarma de seguridad|Cisterna|Seguridad contra incendios|Extractor de olores|Generador eléctrico</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Balcón(es)|: 1</content></general_feature></general_features_xml>,Plusvalia->Suite->Comprar->Pichincha->Quito->Centro Norte->Acogedora Suite - Sector Universidad Catolica
casa,https://www.plusvalia.com/propiedades/acogedora-y-familiar-casa-en-conocoto-61407252.html,Acogedora y Familiar Casa en Conocoto,"Conocoto, Conocoto, Quito",-0.286575313716939,-78.50159949259033,7/6/2021,"Venta
Reservado",house_default,USD,84,65000.0,+ USD 39 Condominio/Alícuota,0,Casa · 139m² · 3 Habitaciones · 1 Estacionamiento,"Esta acogedora casa lista para ser ocupada por tú familia consta de tres plantas. En la planta baja encontramos el área social con sala-comedor, cocina abierta con muebles modulares bajos y aéreos con todas las instalaciones para los electrodomésticos y un baño social. En el segundo piso tenemos un dormitorio máster con closet y baño completo. dos dormitorios que comparten un baño completo, un balcón con un mueble para blancos que puede ser usado como cuarto de costura.|Tiene un subsuelo en el que encontramos un cuarto que puede ser un estudio o dormitorio o gym. Área de lavandería con instalaciones para la lavadora, secadora y piedra de lavar.|En la parte posterior hay un pequeño jardín con vista a las áreas comunales del conjunto. Un parqueadero y jardín frontal.|El conjunto cuenta con áreas verdes , parqueadero de visitas, área de bbq, canchas, casa comunal y guardianía 24/7.",https://img10.naventcdn.com/avisos/9/00/61/40/72/52/1200x1200/263559998.jpg|https://img10.naventcdn.com/avisos/9/00/61/40/72/52/1200x1200/263559990.jpg|https://img10.naventcdn.com/avisos/9/00/61/40/72/52/1200x1200/263560002.jpg|https://img10.naventcdn.com/avisos/9/00/61/40/72/52/1200x1200/263559988.jpg|https://img10.naventcdn.com/avisos/9/00/61/40/72/52/1200x1200/263559992.jpg,RE/MAX TRADITIONS,Cód. del anunciante: 890561006-46|Cód. Plusvalia: 61407252,3 Habitaciones,none,139 m² Total,139 m² Cubierta,2 Baños,1 Estacionamiento,1 Medio baño,8 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Caseta de guardia|Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Internet/Wifi|Línea telefónica|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Sistema de alarma de seguridad|Televisión por cable|Calefón|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Cuarto de máquinas|Estudio|Patio|Urbanización privada|Area deportiva|Secadero|Closets|: 1|Sala de estar</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Cerramiento(s)|Cancha(s)</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Pichincha->Quito->Conocoto->Acogedora y Familiar Casa en Conocoto
departamento,https://www.plusvalia.com/propiedades/acojedor-y-moderno-departamento-amoblado-2-62896587.html,Acojedor y Moderno Departamento Amoblado 2 Habitaciones El Mejor Sitio de Quito,"eloy alfaro y portugal, La Carolina, Quito",-0.181733509806806,-78.47591965304142,13/12/2021,Alquiler,house_default,USD,75,800.0,+ USD 1 Condominio/Alícuota,0,Departamento · 90m² · 2 Habitaciones · 1 Estacionamiento,"EDIFICIO GOYA, Moderno departamento amoblado de 2 habotaciones, dos baños completos. sala comedor cocina estilo americano, area de lavanderia cerrada.-|Edificio con guardiania 24/7 lindas areas sociales tales como, sauna, turco, jacuzzi, bbq sala longe y mucho mas|parqueadero|Opcion temporal|Valor x noche $70|Valor x mes temporal $1,100|Valor con contrato anual $800",https://img10.naventcdn.com/avisos/9/00/62/89/65/87/1200x1200/290970931.jpg|https://img10.naventcdn.com/avisos/9/00/62/89/65/87/1200x1200/290970939.jpg|https://img10.naventcdn.com/avisos/9/00/62/89/65/87/1200x1200/290970934.jpg|https://img10.naventcdn.com/avisos/9/00/62/89/65/87/1200x1200/290970942.jpg|https://img10.naventcdn.com/avisos/9/00/62/89/65/87/1200x1200/290970937.jpg,RP SERVICIOS,Cód. del anunciante: 2HJF2R|Cód. Plusvalia: 62896587,2 Habitaciones,none,none,90 m² Cubierta,2 Baños,1 Estacionamiento,none,3 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Amueblado/a|Ascensor(es)|: 1|Cerca eléctrica|Terraza|Jacuzzi|Número de pisos|: 3|Recepción|Av. acceso asfaltada|Cerca a Parque (a menos de 2 cdras)|Closet|Walk in closet|page.posting.features.937|Pet friendly</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Gimnasio|Internet/Wifi|Línea blanca|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Puertas eléctricas|Control de accesos|Video vigilancia|Sistema de alarma de seguridad|Cisterna|Cortinas/Persianas|Servicios básicos (agua/luz)|Parrilla</content></general_feature><general_feature><title>Ambientes</title><content>Sauna|Urbanización privada|Area de eventos|Area deportiva|Turco|Closets|: 3|Hidromasaje|page.posting.features.906|page.posting.features.914</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ</content></general_feature></general_features_xml>,Plusvalia->Departamento->Alquilar->Pichincha->Quito->La Carolina->Acojedor y Moderno Departamento Amoblado 2 Habitaciones El Mejor Sitio de Quito
departamento,https://www.plusvalia.com/propiedades/acuarela-del-rio-departamento-como-nuevo-de-primera-63119521.html,Acuarela del Rio Departamento Como Nuevo de Primera,"acuarela del rio, Norte de Guayaquil, Guayaquil",-2.132671237954111,-79.88436574847945,19/1/2022,Alquiler,house_default,USD,115,350.0,none,0,Departamento · 70m² · 2 Habitaciones,Acuarela del Rio departamento como NUEVO de primera|2 dormitorios|sala comedor juntos|1 baño|piso de ceramica|planta alta|no garaje||Para verlo contactar mas rapido por ws,https://img10.naventcdn.com/avisos/9/00/63/11/95/21/1200x1200/294998818.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/21/1200x1200/294998825.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/21/1200x1200/294998819.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/21/1200x1200/294998824.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/21/1200x1200/294998822.jpg,GENERACION,Cód. del anunciante: 2HRMO1|Cód. Plusvalia: 63119521,2 Habitaciones,none,none,70 m² Cubierta,1 Baño,none,none,2 Antigüedad,<general_features_xml><general_feature><title>Ambientes</title><content>Closets|: 2</content></general_feature><general_feature><title>Exteriores</title><content>Cerramiento(s)</content></general_feature></general_features_xml>,Plusvalia->Departamento->Alquilar->Guayas->Guayaquil->Norte de Guayaquil->Acuarela del Rio Departamento Como Nuevo de Primera
departamento,https://www.plusvalia.com/propiedades/acuarela-del-rio-departamento-con-terraza-compartida-63119587.html,Acuarela del Rio Departamento con Terraza Compartida,"acuarela , Norte de Guayaquil, Guayaquil",-2.1364908,-79.88358269999999,19/1/2022,Alquiler,house_default,USD,55,350.0,none,0,Departamento · 68m² · 2 Habitaciones,alquilo departamento ubicado en la terraza bonita vista|2 cuartos 2 baños|sala comedor juntos|no garaje|hay guardiania||PARA VERLO CONTACTAR DIRECTO AL WS Ver datos,https://img10.naventcdn.com/avisos/9/00/63/11/95/87/1200x1200/294999804.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/87/1200x1200/294999805.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/87/1200x1200/294999806.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/87/1200x1200/294999803.jpg|https://img10.naventcdn.com/avisos/9/00/63/11/95/87/1200x1200/294999800.jpg,GENERACION,Cód. del anunciante: 2HRMQ7|Cód. Plusvalia: 63119587,2 Habitaciones,none,none,68 m² Cubierta,2 Baños,none,none,2 Antigüedad,<general_features_xml></general_features_xml>,Plusvalia->Departamento->Alquilar->Guayas->Guayaquil->Norte de Guayaquil->Acuarela del Rio Departamento con Terraza Compartida
casa,https://www.plusvalia.com/propiedades/acuarela-del-rio-vendo-casa-rentera-60810052.html,"Acuarela del Rio, Vendo Casa Rentera","Aciarela del rio, Norte de Guayaquil, Guayaquil",-2.1903113,-79.9059052,29/3/2021,Venta,house_default,USD,43,215000.0,none,0,Casa · 255m² · 9 Habitaciones · 2 Estacionamientos,"Casa rentera con las siguientes características de la casa, el terreno es más o menos de alrededor de 211.50 metros cuadrados, construcción es 286.62 metros cuadrados|Construida más o menos el Año 2001||El primer piso tiene una terraza con lavandería y un cuarto pequeño con baño completo||Debajo de la terraza está el departamento con 3 cuartos con closets y dos cuartos comparten un baño completo, el máster con closet y baño privado completo, sala, comedor, cocina con anaqueles y un balcón||Planta baja, El primer piso tiene una terraza departamento con 3 cuartos con closets y dos cuartos comparten un baño completo, el máster con closet y baño privado completo, sala, comedor, cocina con anaqueles, lavandería y garage para dos carros.|Rocio Cuadros|Informes al",https://img10.naventcdn.com/avisos/9/00/60/81/00/52/1200x1200/252224721.jpg|https://img10.naventcdn.com/avisos/9/00/60/81/00/52/1200x1200/252224724.jpg|https://img10.naventcdn.com/avisos/9/00/60/81/00/52/1200x1200/252224714.jpg|https://img10.naventcdn.com/avisos/9/00/60/81/00/52/1200x1200/252224712.jpg|https://img10.naventcdn.com/avisos/9/00/60/81/00/52/1200x1200/252224725.jpg,INMOBILIARIA CUADROS,Cód. del anunciante: 2F26LM|Cód. Plusvalia: 60810052,9 Habitaciones,none,255 m² Total,255 m² Cubierta,9 Baños,2 Estacionamientos,none,20 Antigüedad,<general_features_xml><general_feature><title>Servicios</title><content>Area de lavandería|Parqueadero visitantes|Iluminación|Cisterna|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Patio|Closets|: 7</content></general_feature></general_features_xml>,"Plusvalia->Casa->Comprar->Guayas->Guayaquil->Norte de Guayaquil->Acuarela del Rio, Vendo Casa Rentera"
casa,https://www.plusvalia.com/propiedades/adquiere-esta-propiedad-en-la-joya-ahora!-g.-m-62862390.html,Adquiere Esta Propiedad en La Joya Ahora! G. m,"Adquiere Esta Propiedad en La Joya Ahora!, Sur de Daule, Daule",-2.0318551,-79.9150965,8/12/2021,Venta,house_default,USD,121,80000.0,none,0,Casa · 74m² · 3 Habitaciones · 1 Estacionamiento,"Para ti que estás formando una nueva familia o buscas vivir con la comodidad de la Urbanización Turquesa de la Joya, esta propiedad es para ti.|Con 3 habitaciones y dos baños, esta casa modelo G de la Joya está disponible a precio de mercado.|ADQUIERELA POR TAN SOLO $578,00 MENSUALES A TRAVÉS DE CRÉDITO BANCARIO O DE CONTADO.",https://img10.naventcdn.com/avisos/9/00/62/86/23/90/1200x1200/290429862.jpg|https://img10.naventcdn.com/avisos/9/00/62/86/23/90/1200x1200/290429861.jpg|https://img10.naventcdn.com/avisos/9/00/62/86/23/90/1200x1200/290429864.jpg|https://img10.naventcdn.com/avisos/9/00/62/86/23/90/1200x1200/290429859.jpg|https://img10.naventcdn.com/avisos/9/00/62/86/23/90/1200x1200/290429863.jpg,GLOBAL HAUS,Cód. del anunciante: GHO4108379|Cód. Plusvalia: 62862390,3 Habitaciones,none,74 m² Total,none,2 Baños,1 Estacionamiento,none,7 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Jardín(es)</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Iluminación|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Patio</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Guayas->Daule->Sur de Daule->Adquiere Esta Propiedad en La Joya Ahora! G. m
terreno / lote,https://www.plusvalia.com/propiedades/adquiere-tu-terreno-en-malchingui-pedro-moncayo-61855435.html,Adquiere Tu Terreno en Malchingui (Pedro Moncayo),"Malchingui, Norte de Quito, Quito",0.056595193077244,-78.35980782546996,2/8/2021,Venta,house_default,USD,80,44000.0,none,0,Terreno / Lote · 2362m²,"En venta hermoso terreno, área útil 2362.50 metros cuadrados.|Área de afectación vial 137.50 metros cuadrados.|Área total 2500 metros cuadrados.|Excelente ubicación, se encuentra a pocos minutos del parque Malchinguí.|Lote de terreno #3|Zona: rural|Cantón: Pedro Moncayo.|Uso: Ideal para proyecto habitacional, sembríos, entre otros.",https://img10.naventcdn.com/avisos/9/00/61/85/54/35/1200x1200/272014144.jpg|https://img10.naventcdn.com/avisos/9/00/61/85/54/35/1200x1200/272014148.jpg|https://img10.naventcdn.com/avisos/9/00/61/85/54/35/1200x1200/272014141.jpg|https://img10.naventcdn.com/avisos/9/00/61/85/54/35/1200x1200/272014150.jpg|https://img10.naventcdn.com/avisos/9/00/61/85/54/35/1200x1200/272014142.jpg,RE/MAX CAPITAL 2,Cód. del anunciante: 890321280-2|Cód. Plusvalia: 61855435,none,none,2362 m² Total,none,none,none,none,A estrenar,<general_features_xml></general_features_xml>,Plusvalia->Terreno / Lote->Comprar->Pichincha->Quito->Norte de Quito->Adquiere Tu Terreno en Malchingui (Pedro Moncayo)
departamento,https://www.plusvalia.com/propiedades/airbnb-departamento-3d-tonsupa-esmeraldas-60631671.html,Airbnb Departamento 3d Tonsupa Esmeraldas,"Atacames, Tonsupa, Atacames",0.868200196883565,-79.85883465472261,unknown,Temporal/Vacacional,house_default,USD,0,120.0,none,0,Departamento · 100m² · 1 Estacionamiento,"PASA TUS VACACIONES EN UN AMBIENTE FAMILIAR CON TODAS LAS COMODIDADES|A 20 mts de la playa, tiene servicio de Directv e internet , tv en cada dormitorio y en la sala, aire acondicionado, duchas de agua caliente|Pueden hospedarse hasta 8 personas adultas valor $ 120 por noche , en temporada y feriados $ 150",https://img10.naventcdn.com/avisos/9/00/60/63/16/71/1200x1200/249172703.jpg|https://img10.naventcdn.com/avisos/9/00/60/63/16/71/1200x1200/249172705.jpg|https://img10.naventcdn.com/avisos/9/00/60/63/16/71/1200x1200/249172715.jpg|https://img10.naventcdn.com/avisos/9/00/60/63/16/71/1200x1200/249172707.jpg|https://img10.naventcdn.com/avisos/9/00/60/63/16/71/1200x1200/249172709.jpg,INMOVALLES ASOCIADOS,Cód. del anunciante: 2EPIFL|Cód. Plusvalia: 60631671|Lic Prof: 1165,none,none,130 m² Total,100 m² Cubierta,2 Baños,1 Estacionamiento,1 Medio baño,4 Antigüedad,<general_features_xml><general_feature><title>Características generales</title><content>Condominio|Jardín(es)|Piscina</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Internet/Wifi|Línea blanca|Aire acondicionado|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Control de accesos|Cisterna|Televisión por cable|Calefón|Extractor de olores|Generador eléctrico|Cortinas/Persianas</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ</content></general_feature></general_features_xml>,Plusvalia->Departamento->Temporal/Vacacional->Esmeraldas->Atacames->Tonsupa->Airbnb Departamento 3d Tonsupa Esmeraldas
terreno / lote,https://www.plusvalia.com/propiedades/aires-de-batan-720-m-al-canal-58327301.html,Aires de Batan 720 m Al Canal,"Aires de Batan , Samborondón, Guayaquil",-2.0773404,-79.86969220000003,1/2/2021,Venta,house_default,USD,0,313200.0,none,0,Terreno / Lote · 2m²,La ciudadela con mayor demanda últimamente|720mts al canal,https://img10.naventcdn.com/avisos/9/00/58/32/73/01/1200x1200/211455390.jpg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg,JIJÓN LYNCH,Cód. del anunciante: 2C083B|Cód. Plusvalia: 58327301|Lic Prof: 44138,none,none,720 m² Total,2 m² Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Piscina</content></general_feature><general_feature><title>Servicios</title><content>Guardianía/Seguridad privada|Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Urbanización privada|Area de eventos</content></general_feature><general_feature><title>Exteriores</title><content>Laguna</content></general_feature></general_features_xml>,Plusvalia->Terreno / Lote->Comprar->Guayas->Guayaquil->Samborondón->Aires de Batan 720 m Al Canal
terreno / lote,https://www.plusvalia.com/propiedades/aires-de-batan-terreno-al-lago-de-540-m-56535911.html,Aires de Batan Terreno Al Lago de 540 m,"aires de batan, Samborondón, Guayaquil",-2.077999789417869,-79.87016426944531,1/2/2021,Venta,house_default,USD,17,270000.0,none,0,Terreno / Lote · 1m²,Increible terreno con vista al lago de 540mts en la etapa 3 de Aires de Batan|Precio $270.000,https://img10.naventcdn.com/avisos/9/00/56/53/59/11/1200x1200/132315222.jpg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg,JIJÓN LYNCH,Cód. del anunciante: 29NRKB|Cód. Plusvalia: 56535911|Lic Prof: 44138,none,none,540 m² Total,1 m² Cubierta,none,none,none,A estrenar,<general_features_xml><general_feature><title>Servicios</title><content>Guardianía/Seguridad privada|Parqueadero visitantes</content></general_feature><general_feature><title>Ambientes</title><content>Sala comunal|Urbanización privada</content></general_feature></general_features_xml>,Plusvalia->Terreno / Lote->Comprar->Guayas->Guayaquil->Samborondón->Aires de Batan Terreno Al Lago de 540 m
terreno / lote,https://www.plusvalia.com/propiedades/aires-de-batan-terrenos-61457535.html,Aires de Batan Terrenos,"aires de batan, Samborondón, Guayaquil",-2.077999789417869,-79.87016426944531,11/6/2021,Venta,house_default,USD,62,242250.0,none,0,Terreno / Lote · 510m²,"Urbanizacion, Nuevo Urbanismo, organizada y segura , paisajismo que da un ambienta agradable familiar, areas de recreación , clubes, area de deporte, esta rodeada de todas las necesidades de servicio y seguridad que hace que sea el lugar ideal para vivir. cuenta con colegios a su alrededor, centro comercial, supermecado, farmacias.",https://img10.naventcdn.com/avisos/resize/9/00/61/45/75/35/1200x1200/264316769.jpg,INGRID GRAF,Cód. del anunciante: 2FQ64F|Cód. Plusvalia: 61457535|Lic Prof: LIC. #125,none,none,510 m² Total,510 m² Cubierta,none,none,none,5 Antigüedad,<general_features_xml><general_feature><title>Servicios</title><content>Servicios básicos (agua/luz)</content></general_feature><general_feature><title>Ambientes</title><content>Urbanización privada|Area de eventos|Area deportiva</content></general_feature><general_feature><title>Exteriores</title><content>Árboles|Cerramiento(s)|Cancha(s)|Riego automático|Laguna</content></general_feature></general_features_xml>,Plusvalia->Terreno / Lote->Comprar->Guayas->Guayaquil->Samborondón->Aires de Batan Terrenos
casa,https://www.plusvalia.com/propiedades/aires-de-batan-vendo-preciosa-casa-de-estreno-al-lago-54803165.html,Aires de Batan Vendo Preciosa Casa de Estreno Al Lago,"AIRES DE BATAN , Samborondón, Guayaquil",-2.0773404,-79.86969220000003,1/2/2021,Venta,house_default,USD,0,630000.0,none,0,Casa · 380m² · 4 Habitaciones · 2 Estacionamientos,VENDO HERMOSA CASA DE ESTRENO AIRES DE BATAN 4 DORMITORIOS 4 Y MEDIO BAÑOS ESTUDIO SALA DE ESTAR VISTA AL LAGO 530 MTS DE TERRENO 380 MTS DE CONSTRUCCIÓN PISCINA ÁREA SOCIAL PISCINA CANCHAS DEPORTIVAS SEGURIDAD,https://img10.naventcdn.com/avisos/9/00/54/80/31/65/1200x1200/104055447.jpg|https://img10.naventcdn.com/avisos/9/00/54/80/31/65/1200x1200/104055444.jpg|https://img10.naventcdn.com/avisos/9/00/54/80/31/65/1200x1200/104055445.jpg|https://img10.naventcdn.com/avisos/9/00/54/80/31/65/1200x1200/104055442.jpg|https://img10.naventcdn.com/avisos/9/00/54/80/31/65/1200x1200/133378441.jpg,CARLA BIENES RAICES,Cód. del anunciante: 27JMC5|Cód. Plusvalia: 54803165,4 Habitaciones,none,530 m² Total,380 m² Cubierta,4 Baños,2 Estacionamientos,1 Medio baño,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Caseta de guardia|Piscina|Baño de servicio|: 1|Cuartos de servicio</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Gimnasio|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Puertas eléctricas|Cisterna</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Estudio|Patio|Urbanización privada|Area de eventos|Area deportiva|Sala de lectura|Closets|: 1|Cuarto de planchado|Sala de estar|Sala de música y cine</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Cancha(s)|Laguna</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Guayas->Guayaquil->Samborondón->Aires de Batan Vendo Preciosa Casa de Estreno Al Lago
terreno / lote,https://www.plusvalia.com/propiedades/aires-de-batan-vendo-terreno-al-lago-56421489.html,Aires de Batan Vendo Terreno Al Lago,"GUAYAQUIL, Samborondón, Guayaquil",-2.191526053604974,-79.88158962297365,1/2/2021,Venta,house_default,USD,15,258825.0,none,0,Terreno / Lote · 595m²,"VENDO TERRENO, MEDIANERO, CON VISTA AL LAGO, 595 MT2, 17 mt2 DE FRENTE.|INFORMES AL Ver datos ROCIO CUADROS",https://img10.naventcdn.com/avisos/9/00/56/42/14/89/1200x1200/130338905.jpg|https://img10.naventcdn.com/avisos/9/00/56/42/14/89/1200x1200/130338907.jpg|https://img10.naventcdn.com/avisos/9/00/56/42/14/89/1200x1200/130338908.jpg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg,INMOBILIARIA CUADROS,Cód. del anunciante: 29JKG9|Cód. Plusvalia: 56421489,none,none,595 m² Total,595 m² Cubierta,none,none,none,En construcción Antigüedad,<general_features_xml></general_features_xml>,Plusvalia->Terreno / Lote->Comprar->Guayas->Guayaquil->Samborondón->Aires de Batan Vendo Terreno Al Lago
casa,https://www.plusvalia.com/propiedades/aires-del-batan-casa-en-proyecto-en-venta-63144742.html,Aires del Batan - Casa en Proyecto en Venta - Samborondon,"AIRES DEL BATAN, Samborondón, Guayaquil",-2.07700802462538,-79.87270163851474,22/1/2022,Venta,house_default,USD,0,685000.0,none,0,Casa · 470m² · 4 Habitaciones · 2 Estacionamientos,"CASA EN PROYECTO PARA LE VENTA EN AIRES DEL BATAN Terreno: 510,00 mts al lago junto a casa club (1 sólo vecino)|Construcción: 432,00 m2 Pérgolas techadas: 38,00 m2. Total de construcción: 470,00m2. Piscina: 15 m2|Incluye: 75 m2 de Patio posterior encementado con recubrimiento y 56 m2 de encementado con recubrimiento en acceso frontal.|Distribución interna.|Planta Baja: Sala principal, Estudio/ Bar, Comedor, Amplia cocina, Baño de visitas, Área de servicio, Lavandería, Terraza techada, Terraza apergolada.|Planta Alta: 4 Dormitorios amplios con walk in closets cada uno, 4 baños completos, sala de estar.|Precio: $685.000,oo|Forma de pago|15% A la firma del contrato|25% Durante la construccion|60% Crédito bancario",https://img10.naventcdn.com/avisos/9/00/63/14/47/42/1200x1200/295429732.jpg|https://img10.naventcdn.com/avisos/9/00/63/14/47/42/1200x1200/295429733.jpg|https://img10.naventcdn.com/avisos/9/00/63/14/47/42/1200x1200/295429731.jpg|https://img10.naventcdn.com/avisos/9/00/63/14/47/42/1200x1200/295429730.jpg|https://img10.naventcdn.com/ficha/RPFICv5.54.3-RC3/images/isotipo-no-image.svg,CAPITAL ROI INMOBILIARIA,Cód. del anunciante: 2HSKOM|Cód. Plusvalia: 63144742,4 Habitaciones,none,510 m² Total,470 m² Cubierta,5 Baños,2 Estacionamientos,1 Medio baño,A estrenar,<general_features_xml><general_feature><title>Características generales</title><content>Caseta de guardia|Cerca eléctrica|Jardín(es)|Piscina|Baño de servicio|: 1|Cuartos de servicio|Acabados de Lujo|Av. acceso asfaltada|Walk in closet</content></general_feature><general_feature><title>Servicios</title><content>Area de lavandería|Gas centralizado|Gimnasio|Internet/Wifi|Línea telefónica|Aire acondicionado|Guardianía/Seguridad privada|Parqueadero visitantes|Iluminación|Puertas eléctricas|Video vigilancia|Sistema de alarma de seguridad|Cisterna|Televisión por cable|Extractor de olores|Generador eléctrico|Servicios básicos (agua/luz)|área de Juegos Infantiles|Servicio de Limpieza|Parrilla|Areas verdes|Canchas deportivas</content></general_feature><general_feature><title>Ambientes</title><content>Bodega(s)|: 1|Cuarto de máquinas|Estudio|Patio|Sala comunal|Urbanización privada|Area de eventos|Area deportiva|Sala de entretenimiento|page.posting.features.906|page.posting.features.913</content></general_feature><general_feature><title>Exteriores</title><content>Area de BBQ|Cancha(s)</content></general_feature></general_features_xml>,Plusvalia->Casa->Comprar->Guayas->Guayaquil->Samborondón->Aires del Batan - Casa en Proyecto en Venta - Samborondon
