title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Green Green,グリーングリーン,none,4.3,131,ANIME,https://www3.animeflv.net/uploads/animes/covers/495.jpg,FINALIZADO,958,Comedia|Ecchi|Escolares|Recuentos de la vida|Romance,,14.0,"En la escuela """"Kanenone Gakuen"""" solo estudian chicos donde acogen a un grupo de chicas provenientes de otro instituto durante el verano, a modo de prueba para ver si """"Kanenone"""" puede volverse más adelante una escuela mixta. Sin embargo, los chicos de la misma lo ven únicamente como una oportunidad para tener relaciones sexuales. En cuanto llegan las chicas a la escuela y se abren las puertas del autobús en el que venían, aparece de la nada una chica llamada Midori, quien al ver a Yuusuke se lanza sobre él.",6,7,16,3,3,1,36
Rumiko Takahashi Anthology,none,none,4.4,17,ANIME,https://www3.animeflv.net/uploads/animes/covers/2146.jpg,FINALIZADO,127,Comedia|Drama|Recuentos de la vida|Romance|Shounen|Sobrenatural,Mermaid Forest (Secuela),13.0,Antología de Rumiko Takahashi El teatro de Rumiko consiste en 13 capítulos independientes basados en historias cortas de entre 1987 y 2000 de Rumiko Takahashi.,4,0,0,0,1,0,5
El Teatro De Rumiko,高橋留美子劇場,Rumiko Takahashi Anthology,3.8,10,ANIME,https://www3.animeflv.net/uploads/animes/covers/562.jpg,FINALIZADO,116,Comedia|Drama|Recuentos de la vida|Romance|Shounen|Sobrenatural,,13.0,"El Teatro de Rumiko consta de una serie de historias cortas de Rumiko Takahashi de los años 80 adaptadas a formato anime . La mayoría de ellas son semejantes a su trabajo en Maison Ikkoku, en la cual hay historias domésticas que únicamente giran en torno a sí mismas.",5,1,5,0,2,0,13
Da Capo,none,none,4.3,90,ANIME,https://www3.animeflv.net/uploads/animes/covers/1500.jpg,FINALIZADO,1574,Drama|Harem|Magia|Romance,Da Capo Second Season (Secuela)|Da Capo If (Historia Paralela),26.0,"El protagonista de la historia, Jun'Ichi Asakura, que va a la Academia Kazami, tiene el poder de ver los sueños de los demás cuando duerme. Además, aprendió la magia que le enseñó su abuela, que le permite crear dulces. Un día, Jun'Ichi parece haber visto los sueños de otra persona cuando dormía. En ese sueño, una niña de su propia infancia apareció. Pero su hermana Nemu lo despierta, haciéndolo volver de golpe a la realidad. Aunque no son realmente hermanos (ella es adoptada) tienen una vínculo muy fuerte, tanto que a veces da la impresión de que fueran amantes.",7,2,22,2,1,3,37
Happy☆Lesson: Advance,none,none,4.7,42,ANIME,https://www3.animeflv.net/uploads/animes/covers/1974.jpg,FINALIZADO,374,Comedia|Harem|Recuentos de la vida|Romance,Happy☆Lesson (TV) (Precuela)|Happy☆Lesson: The Final (Secuela),13.0,"Si el pobre Chitose ya vivía estresado con tanta profesora loca suelta por su casa, ahora se le va a ir literalmente la olla. Llega al instituto Koyomi una nueva alumna que ataca a nuestro protagonista sin previo aviso. ¿Quién será? Disfruta de trece desternillantes episodios llenos de personajes alocados y entrañables.",6,0,10,0,2,0,18
Eiken,エイケン,none,4.0,42,OVA,https://www3.animeflv.net/uploads/animes/covers/480.jpg,FINALIZADO,345,Comedia|Ecchi|Escolares|Harem,,1.0,"La escuela privada Zasshono, con un total de 54000 estudiantes de todos los niveles preuniversitarios, desde los mas elementales hasta el bachillerato superior, es un colosal centro de enseñanza. Dispone de una gran variedad de actividades culturales organizadas por sus clubs, pero entre todos estos grupos hay uno cuyas actividades estan envueltas por un halo de misterio, el Club Eiken, lo que provoca que sea mirado con suspicacia. Sin embargo, lo mas destacable de dicho Club son sus miembros, pues esta formado por las chicas mas guapas y carismaticas, como por ejemplo Azumo Chirau, que sobresale tanto en los deportes como en la vida academica. Mifune Densuke, es un nuevo estudiante de secundaria superior, que se ve obligado a formar parte de dicho Club. En el momento en que el es miembro del Eiken, su vida da un gran cambio llenandole de pasion, romance y problemas.",4,9,11,3,2,0,29
Cinderella Boy,シンデレラボーイ,none,4.0,36,ANIME,https://www3.animeflv.net/uploads/animes/covers/25.jpg,FINALIZADO,374,Acción|Aventuras|Comedia|Misterio|Seinen,,13.0,"Ranma y Rella abrieron una agencia de detectives R&R en Kirin (jirafa) Town, la capital mundial del crimen. Durante una investigación, fueron atacados y se les dio por muertos en un accidente. Pero sobrevivieron. Sus cuerpos se volvieron extraños. Cuando el reloj da la medianoche, el cuerpo de Ranma desaparece para transformarse en el de Rella. Los dos aparecen unidos en un solo cuerpo. ¿Qué sucederá con los cuerpos de Ranma y de Rella? Una misteriosa mujer, Alice, aparece ante Ranma. ¿Cuál es su objetivo? Se levanta el telón para una chispeante comedia de acción.",7,1,6,1,0,0,15
Hitsuji no uta,羊のうた,none,4.0,31,OVA,https://www3.animeflv.net/uploads/animes/covers/405.jpg,FINALIZADO,218,Drama|Terror|Vampiros,,4.0,"La madre de Koujou Kazuna murió cuando era pequeño y él ha vivido con los amigos de su padre, el matrimonio Eda, desde entonces. Un día, cuando hacía de modelo en la academia de dibujo Yaegashi, Issa se desmayó y algo lo llevó de vuelta a casa. Allí, se encontró de nuevo con su hermana mayor y le habló sobre la ""enfermedad"" que azotaba a la familia Koujou. Esa misteriosa enfermedad era el deseo por la sangre de otras personas. Kazuna también está afectado por la misma enfermedad y así, delante de Yaegashi, le sobrevino un ataque...",12,2,8,2,0,1,25
Guardian Hearts,がぁーでぃあんHearts,none,4.5,28,OVA,https://www3.animeflv.net/uploads/animes/covers/1476.jpg,FINALIZADO,408,Comedia|Ecchi|Escolares|Magia|Romance,Guardian Hearts Power UP! (Secuela),6.0,"La Guardian Heart con el nombre de Hina, accidentalmente revela a sí misma a un niño, que es Wataki. Los dos comienzan a vivir juntos. Dado que la historia progresa, más niñas que viven con ellos comienzan por la misma razón.",8,1,1,0,1,0,11
Ultra Maniac,none,none,4.3,57,ANIME,https://www3.animeflv.net/uploads/animes/covers/1822.jpg,FINALIZADO,502,Comedia|Escolares|Magia|Romance|Shoujo,Ultra Maniac OVA (Resumen),26.0,"Wataru Yoshizumi (mangaka conocida por sus mangas Marmalade Boy, Mint no Bokura, Kimishika no Iranai, ...) está de enhorabuena al ver adaptado al anime otro de sus mangas, en este caso, Ultramaniac. Ayu es una estudiante de secundaria, guapa y buena en tenis. Su amiga Nina es una inexperta brujita que con un ordenador hace “magias” que a veces no surten el efecto deseado... Ayu está enamorada de Kaji, un guapo chico del instituto. Éste siempre está en compañía de su amigo Tsiuji. Estos cuatro adolescentes forman el elenco principal del shoujo en el que poco a poco se irán incorporando más personajes.",6,0,13,1,0,1,21
