title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Children of Ether Ova,none,none,4.2,47,OVA,https://www3.animeflv.net/uploads/animes/covers/2792.jpg,FINALIZADO,371,Acción|Demonios|Sobrenatural,,1.0,"Children of Ether sigue a Rhonda, una mujer con un oscuro pasado y un misterioso poder, mientras se ve perseguida por un asaltante desconocido tras la muerte de su padre. Ayudada solo por su valor y un par de huérfanos, la joven viajará por una metrópolis distópica y decayente poblada por ladrones, bandas y lo sobrenatural. Mientras intenta sobrevivir en este duro contexto urbano, encontrará amigos y enemigos, y buscará las respuestas sobre el poder que ha despertado en ella: el “Éter”.",4,0,3,2,0,0,9
The Reflection,none,none,3.7,237,ANIME,https://www3.animeflv.net/uploads/animes/covers/2791.jpg,FINALIZADO,1833,Acción|Superpoderes,,12.0,"Tras el evento conocido como The Reflection, personas de todos los puntos del planeta comenzaron a manifestar superpoderes. La gran mayoría se convirtieron en villanos, mientras que unos pocos decidieron ser héroes. ¿Qué fue realmente The Reflection? ¿Qué lo provocó? Entre muchos misterios, el caos comienza a extenderse por el mundo.",8,1,6,0,1,0,16
No Game No Life: Zero,ノーゲーム・ノーライフ ゼロ,none,4.8,3168,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2903.jpg,FINALIZADO,11899,Comedia|Ecchi|Fantasía|Juegos|Sobrenatural,No Game No Life (Secuela),1.0,"No Game No Life narra las aventuras de Sora y Shiro, unos “hermanos” bastante peculiares, quienes se sumergen en un mundo llamado Disboard y que está plagado de referencias a videojuegos y juegos en general. Pero No Game No Life: Zero nos contará eventos previos a nuestros protagonistas, los cuales fueron “borrados” de la memoria colectiva, interpretando así a personajes que vivieron en Disboard hace seis mil años.",72,7,733,10,8,112,942
Jigoku Shoujo: Yoi no Togi,Hell Girl,地獄少女 宵伽,4.5,266,ANIME,https://www3.animeflv.net/uploads/animes/covers/2788.jpg,FINALIZADO,3166,Misterio|Psicológico|Sobrenatural|Terror,Jigoku Shoujo Mitsuganae (Precuela),12.0,"Jigoku Shoujo cuenta la historia de diferentes personas que tienen acceso al Jigoku Tsuushin, una web en la que escriben el nombre de aquellas personas de las que quieren vengarse. Emma Ai, la ""chica demonio"", se encarga de vengarse de ellas a cambio de una vida eterna en el infierno tras morir.",13,1,49,3,2,1,69
Pokemon: Kimi ni Kimeta!,Pokémon the Movie: I Choose You!,劇場版ポケットモンスター キミにきめた！,4.3,340,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2853.jpg,FINALIZADO,1144,Acción|Aventuras|Comedia|Infantil,Pokemon: Minna no Monogatari (Secuela),1.0,"""Ash, un chico de Pueblo Paleta, se queda dormido la mañana de su décimo cumpleaños, la edad en la que ya se le está permitido ser Entrenador Pokémon. Ash está deseando conocer pokémon que nunca ha visto y explorar el mundo pero, por quedarse dormido, el único pokémon que queda para que le acompañe en sus viajes es un Pikachu. Los Pikachu son conocidos por no apegarse a los humanos pero, conforme se enfrentan a adversidades, los dos van entablando una amistad. Cuando ven un Ho-Oh sobrevolarles, se prometen que lo buscarán y tocarán una de sus alas de arcoíris. Además, en su viaje se encontrarán con dos entrenadores más, Makoto y Soji, que se unirán a ellos en su camino. El grupo será seguido por Marshadow, un misterioso Pokémon que les revela que aquellos guiados por el ala de arcoíris conocerán a Ho-Oh y se convertirán en los Héroes del Arcoíris. En su aventura en busca del Ho-Oh hacia el Monte Tensei se encontrarán con un adversario que les intentará impedir llegar a su destino. ¿Lograrán encontrar a Ho-Oh?"".",37,6,117,6,10,11,187
Gamers!,ゲーマーズ!,none,4.5,2967,ANIME,https://www3.animeflv.net/uploads/animes/covers/2787.jpg,FINALIZADO,25969,Comedia|Escolares|Romance,,12.0,"Esta comedia romántica gira en torno a la vida de varios estudiantes aficionados a los videojuegos. Entre ellos está Keita Amano, un joven solitario que adora los juegos; Karen Tendou, la bella presidenta del club de videojuegos; Chiaki Hoshinomori, que constantemente se está peleando con Keita; y Tasuku Uehara, que finge estar satisfecho con su vida en el mundo real, pero que en el fondo adora los videojuegos.",165,46,693,8,22,16,950
Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat",ノラと皇女と野良猫ハート,4.0,269,ANIME,https://www3.animeflv.net/uploads/animes/covers/2783.jpg,FINALIZADO,4126,Comedia|Ecchi,,12.0,"La historia gira en torno a Nora Handa, un estudiante de secundaria cuya madre adopta a una chica menor que él llamada Shachi Yuuri. Shachi perdió a su madre y ya no vive con su padre, aunque a ambos los criaron bien. Por otro lado, Michi Kuroki es la amiga de la infancia, estudiante de honor y jefa del comité de moral pública del instituto de Nora. Michi también es amiga de Yuuki Asuhara, que actúa como una kogal pero es una chica confiable. Un día, mientras Nora va de camino al instituto, se encuentra con una chica llamada Patricia en un parque. Patricia dice ser la princesa del inframundo y ha venido a la superficie a destruir cualquier tipo de vida. Sin embargo, la primera vez que toca a alguien de la superficie se desmaya, y Nora termina cuidando de ella. Patricia le pide que le cuente los secretos de la vida, y el chico empieza hablándole sobre una revista para adultos que encontraron en el parque.",28,3,24,2,6,0,63
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,イケメン戦国◆時をかけるが恋ははじまらない,none,4.0,107,ANIME,https://www3.animeflv.net/uploads/animes/covers/2785.jpg,FINALIZADO,808,Historico|Romance,,12.0,"En la historia que se cuenta en el juego, el personaje principal es transportado en el tiempo a la era Sengoku, donde tuvo la oportunidad de reunirse con algunas figuras históricas como Oda Nobunaga, Date Masamune y Sanada Yukimura.",3,3,9,0,2,0,17
Teekyuu 9,てーきゅう 9期,none,3.9,55,ANIME,https://www3.animeflv.net/uploads/animes/covers/2790.jpg,FINALIZADO,285,Comedia|Deportes,Teekyuu 8 (Precuela),12.0,Novena Temporada de Teekyuu.,6,1,7,1,0,0,15
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),ようこそ実力至上主義の教室へ,none,4.8,4920,ANIME,https://www3.animeflv.net/uploads/animes/covers/2782.jpg,FINALIZADO,30425,Comedia|Escolares|Romance,,12.0,"La historia tiene lugar en Koudo Ikusei, la escuela de prestigio por excelencia que cuenta con instalaciones de última generación en las que casi el 100% de los alumnos pueden ir a la universidad y encontrar trabajo. En ella los estudiantes tienen la libertad de llevar el peinado que quieran y de traer todos los efectos personales que deseen. Koudo Ikusei es una escuela paradisíaca, pero lo cierto es que sólo los alumnos “superiores” son bien tratados. El protagonista Kiyotaka Ayanokouji pertenece a la Clase-D, aquella en la sólo están los estudiantes “inferiores” que son ridiculizados por el resto de la escuela. Por alguna razón, Kiyotaka se despistó en sus exámenes de ingreso y terminó ahí. Sin embargo, después de conocer a Suzune Horikita y Kikyou Kushida, otros dos estudiantes de su misma clase, la situación de Kiyotaka comienza a cambiar.",8499,2079,29363,1479,835,1116,43371
