title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Kakkou no Iinazuke,カッコウの許嫁,A Couple of Cuckoos,4.6,391,ANIME,https://www3.animeflv.net/uploads/animes/covers/3625.jpg,EN EMISION,7122,Comedia|Harem|Romance|Shounen,,3.0,"Nagi Umino es un estudiante de preparatoria al que intercambiaron con el hijo de otra familia cuando nació, pero ahora por fin va a conocer a sus padres biológicos. El día que va a concerlos se encuentra con Erika Amano, estudiante en una preparatoria femenina para señoritas de buena familia. A petición de la chica, Nagi se ve medio forzado a fingir ser su novio para evitar un matrimonio concertado... Sin embargo, lo que no sabían es que además de ser falsos prometidos, ¡son los bebés a los que intercambiaron al nacer!",77,14,401,15,11,7,525
Kaginado Season 2,かぎなど,KAGI-NADO,4.2,49,ANIME,https://www3.animeflv.net/uploads/animes/covers/3624.jpg,EN EMISION,430,Comedia|Recuentos de la vida,Kaginado (Precuela),5.0,Segunda temporada de Kaginado,5,1,44,0,1,1,52
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,本好きの下剋上 ～司書になるためには手段を選んでいられません～,Ascendance of a Bookworm,4.7,290,ANIME,https://www3.animeflv.net/uploads/animes/covers/3623.jpg,EN EMISION,3630,Fantasía|Recuentos de la vida,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season (Precuela),5.0,Tercera temporada de Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,22,3,284,5,2,2,318
"Kono Healer, Mendokusai",このヒーラー、めんどくさい,"Don't Hurt Me, My Healer!",3.5,362,ANIME,https://www3.animeflv.net/uploads/animes/covers/3622.jpg,EN EMISION,3043,Acción|Aventuras|Comedia|Fantasía,,5.0,"Una historia de aventuras donde dos peculiares personas acaban formando equipo: el espadachín inútil Arvin y la elfa oscura Karla, una sanadora bastante sarcástica con mejores dotes para dar a los demás donde duele con su sarcasmo que para sanarlos.",43,26,132,7,27,3,238
Kawaii dake ja Nai Shikimori-san,可愛いだけじゃない式守さん,Shikimori's Not Just a Cutie,4.2,1004,ANIME,https://www3.animeflv.net/uploads/animes/covers/3620.jpg,EN EMISION,20528,Comedia|Recuentos de la vida|Romance,,5.0,"Shikimori parece ser la novia perfecta: linda, divertida y dulce como nadie... pero en realidad tiene cierto lado más oscuro que sale a la luz bajo ciertas circunstancias. ¡Pero eso no es un problema para Izumi, su novio, quien adora ver ese lado de su pareja! Una comedia romántica con cierta peculiaridad.",165,31,1209,24,46,19,1494
Ao Ashi,アオアシ,Aoashi,4.6,300,ANIME,https://www3.animeflv.net/uploads/animes/covers/3616.jpg,EN EMISION,4565,Deportes,,5.0,"Ashito Aoi, un estudiante de tercer año de preparatoria de Ehime, conoce a Tatsuya Fukuda, un entrenador de la “Liga Juvenil J”. A pesar de que todavía es brusco, Ashito tiene un potencial tan asombroso que el entrenador Fukuda lo invita a participar en las pruebas de su equipo en Tokio. Empieza a desarrollarse la historia del chico que revolucionará el fútbol en Japón.",76,8,200,8,2,1,295
Kunoichi Tsubaki no Mune no Uchi,くノ一ツバキの胸の内,In the Heart of Kunoichi Tsubaki,4.2,192,ANIME,https://www3.animeflv.net/uploads/animes/covers/3619.jpg,EN EMISION,3306,Comedia|Shounen,,5.0,"Kunoichi Tsubaki pertenece a un clan ninja exclusivamente femenino en el que está prohibido relacionarse con los hombres. Sin embargo, últimamente ha empezado a sentir un gran interés por ellos que le impide concentrarse en sus tareas de ninja.",30,5,139,3,11,4,192
Yatogame-chan Kansatsu Nikki 4th Season,八十亀ちゃんかんさつにっき,none,4.1,47,ANIME,https://www3.animeflv.net/uploads/animes/covers/3617.jpg,EN EMISION,590,Comedia|Escolares|Recuentos de la vida|Shounen,Yatogame-chan Kansatsu Nikki Sansatsume (Precuela),5.0,Cuarta temporada de Yatogame-chan Kansatsu Nikki,6,2,23,1,2,0,34
Spy x Family,SPY×FAMILY,none,4.8,2528,ANIME,https://www3.animeflv.net/uploads/animes/covers/3618.jpg,EN EMISION,40649,Acción|Comedia|Shounen,,5.0,"Todo el mundo tiene una parte de sí mismos que no puede mostrar a los demás. En una era en la que las naciones de todo el mundo se encuentran involucradas en una feroz guerra de información a puerta cerrada, Ostania y Westalis llevan décadas en guerra fría. La División de Inteligencia de Westalis (WISE) envía a su mejor espía, ""Twilight"", en una misión ultrasecreta para vigilar los movimientos de Donovan Desmond, quien dirige el Partido Nacional por la Unidad de Ostania, responsable de bombardear los esfuerzos de paz entre ambos países. La misión tiene por nombre ""Operación Strix"". La idea es ""crear una familia en una semana para infiltrarse en las reuniones sociales organizadas por la escuela de élite a la que asiste el hijo de Desmond"". Twilight adopta la identidad del psiquiatra Loid Forger y comienza a buscar miembros para su familia, pero Anya, la hija que adopta, resulta tener la capacidad para leer las mentes a los demás, mientras que su esposa, Yor, es una asesina. Todos mantendrán estos en secreto, pero comenzarán una vida juntos en la que deberán ocultarse sus identidades unos a otros. La paz del mundo está ahora en manos de esta nueva familia mientras se embarcan en una aventura repleta de sorpresas.",461,111,4912,53,34,26,5597
Kingdom 4th Season,Kingdom Season 4,キングダム 第4シリーズ,4.8,163,ANIME,https://www3.animeflv.net/uploads/animes/covers/3621.jpg,EN EMISION,1048,Historico|Militar|Seinen,Kingdom 3rd Season (Precuela),5.0,Cuarta temporada de Kingdom,32,2,98,0,2,0,134
Jantama Pong☆,じゃんたま PONG☆,Mahjong Soul Pon☆,4.2,61,ANIME,https://www3.animeflv.net/uploads/animes/covers/3614.jpg,EN EMISION,900,Comedia,,6.0,,8,6,52,2,3,1,72
Koi wa Sekai Seifuku no Ato de,恋は世界征服のあとで,Love After World Domination,4.7,446,ANIME,https://www3.animeflv.net/uploads/animes/covers/3612.jpg,EN EMISION,11211,Comedia|Romance|Shounen,,6.0,"A los ojos del público, Fudou Aikawa y Desumi Magahara son enemigos jurados que no tienen nada en común. Fudou, también conocido como “Gelato Rojo”, es el líder del escuadrón de héroes “Gelato 5”, cuya misión es lograr la paz mundial. Por otro lado, Desumi es la líder de los súbditos de “Gecko”, una organización de villanos que busca la dominación del mundo. Sin embargo, a pesar de estas diferencias, su relación no es lo que parece. Cuando no están haciendo un espectáculo de estar en la garganta del otro, Desumi y Fudou siguen persiguiendo un amor prohibido. Saliendo en citas, horneando dulces el uno para el otro, y reuniéndose tan a menudo como pueden a pesar de sus agitados horarios, los dos inexpertos tortolitos preparan el camino para su propia y única relación. A pesar de que sus vidas públicas son mundos aparte, Fudou y Desumi no se detendrán ante nada para que su romance aparentemente imposible funcione.",67,29,477,15,5,2,595
Dance Dance Danseur,ダンス・ダンス・ダンスール,none,4.5,223,ANIME,https://www3.animeflv.net/uploads/animes/covers/3615.jpg,EN EMISION,3048,Seinen,,5.0,"Junpei es un joven que siempre quiso practicar ballet, pero la vida (y el hecho de ser un chico) se lo impide. Hasta que conoce a Miyako y cambia todo.",19,9,203,8,3,2,244
Date A Live IV,"Date A Live 4, Date A Live Fourth Season, DAL 4",デート・ア・ライブⅣ,4.7,427,ANIME,https://www3.animeflv.net/uploads/animes/covers/3611.jpg,EN EMISION,7210,Ciencia Ficción|Comedia|Escolares|Harem|Mecha|Romance,Date A Live Ⅲ (Precuela),6.0,Cuarta temporada de Date A Live,51,8,583,6,8,2,658
Kaguya-sama wa Kokurasetai: Ultra Romantic,かぐや様は告らせたい-ウルトラロマンティック-,Kaguya-sama: Love Is War - Ultra Romantic,4.8,907,ANIME,https://www3.animeflv.net/uploads/animes/covers/3613.jpg,EN EMISION,17053,Comedia|Escolares|Psicológico|Romance|Seinen,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 2nd Season (Precuela),6.0,Tercera temporada de Kaguya-sama wa Kokurasetai,67,35,1167,12,19,9,1309
Machikado Mazoku: 2-choume,まちカドまぞく 2丁目,The Demon Girl Next Door 2,4.7,150,ANIME,https://www3.animeflv.net/uploads/animes/covers/3610.jpg,EN EMISION,1956,Comedia|Recuentos de la vida,Machikado Mazoku (Precuela),6.0,Segunda temporada de Machikado Mazoku,6,3,121,2,1,3,136
