title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Mobile Suit Gundam Wing: Endless Waltz Movie,none,none,4.6,50,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1872.jpg,FINALIZADO,189,Acción|Ciencia Ficción|Drama|Espacial|Mecha|Militar,Mobile Suit Gundam Wing (Precuela)|Mobile Suit Gundam Wing: Endless Waltz (Historia Completa),1.0,"En el momento álgido de las Guerras de Origen, el 24 de diciembre del año 195 DC (Después de la Colonización), los ejércitos de la Nación Mundial y Colmillo Blanco se enfrentan en una feroz batalla. El líder de la Nación Mundial, Treize Khushrenada, fue asesinado, el líder de Colmillo Blanco Zechs Merquise desapareció, y la Tierra se salvó de la destrucción por la intervención de los cinco pilotos Gundam. Habiendo presenciado las consecuencias de la guerra y el odio, la gente de la Tierra y las colonias espaciales limaron sus diferencias y fundaron en conjunto un nuevo gobierno. Bajo esta recién formada Nación Unida del Globo Terrestre, ha transcurrido un año en paz. El gobierno y la población se han desarmado, y casi todos los mobile suits que quedaban fueron destruidos. Decidiendo dar ejemplo, los pilotos de Gundam: Heero Yuy, Duo Maxwell, Trowa Barton y Quatre Raberba Winner colocaron sus poderosos Gundams dentro de un asteroide y los envían en un viaje sin retorno hacia el Sol. Pero cuando se despiden de sus Gundams, un nuevo conflicto se avecina...",3,0,10,0,0,0,13
Night Walker: Mayonaka no Tantei,none,none,4.4,50,ANIME,https://www3.animeflv.net/uploads/animes/covers/2138.jpg,FINALIZADO,358,Acción|Comedia|Misterio|Terror|Vampiros,,12.0,"NightWalker, un detective japonés, esconde un misterioso secreto. Detrás de su apariencia pública, en la intimidad, adopta la forma de vampiro con un poder considerable. Junto con su secretaria y socia, se dedica a solucionar crímenes por toda la ciudad y a luchar contra los demonios invasores que la amenazan. Sin embargo, en el fondo, esas fuerzas misteriosas están en su contra, y deberá vigilar que por su culpa no dañen a sus seres queridos mientras mantiene su aspecto humano.",11,0,20,0,0,1,32
Serial Experiments Lain,シリアルエクスペリメンツレイン,none,4.7,708,ANIME,https://www3.animeflv.net/uploads/animes/covers/83.jpg,FINALIZADO,7127,Ciencia Ficción|Demencia|Drama|Misterio|Psicológico|Sobrenatural,,13.0,"Tras el suicidio de una estudiante llamada Chisa Yomoda, sus compañeros de escuela comienzan a recibir extraños correos electrónicos póstumos de Chisa desde la red -o Wired-. Entre ellos se encuentra Lain Iwakura, una niña de 14 años a la que se le hace difícil convivir con los demás. Sin conocer el funcionamiento de una computadora, abre el correo de la joven suicida, y, por curiosidad, trata de descubrir más acerca del tema, pidiéndole a su padre un nuevo Navi para poder conocer más acerca de la Wired (que es un sistema de navegación similar a lo que conocemos por internet)",64,11,226,61,13,20,395
Jigoku Sensei Nube OVA,none,none,4.3,22,OVA,https://www3.animeflv.net/uploads/animes/covers/1533.jpg,FINALIZADO,136,Acción|Comedia|Demonios|Escolares|Shounen|Sobrenatural|Terror,Jigoku Sensei Nube (Precuela),3.0,"Narra las aventuras de Meisuke Nueno un maestro de la escuela primaria Dohmori, también conocido como Nube, tiene la capacidad de exorcizar demonios y espíritus gracias al poder de un poderoso demonio que encerró en su mano izquierda la cual siempre cubre con un guante negro. La historia se basa en las aventuras y travesuras de los alumnos de Nube en la escuela, su relación amorosa con la maestra Ritsuko y después con Yukime, una mujer de la nieve.",2,0,4,0,0,0,6
Queen Emeraldas,クィーン・エメラルダス,none,4.3,19,OVA,https://www3.animeflv.net/uploads/animes/covers/409.jpg,FINALIZADO,117,Acción|Aventuras|Ciencia Ficción,,4.0,"En un futuro lejano, una raza que se cree superior planea dominar la galaxia. Contra estos despiadados Afressianos, la humanidad tiene una sola esperanza: la misteriosa guerrera conocida como Emeraldas. Conducida por el tormentoso recuerdo de un amor perdido, Emeraldas recorre el Mar de Estrellas como una bucanera, desintegrando a los tiranos en átomos con una asombrosa colección de armas futuristas. Pero cuando el malvado Comandante Eldomain secuestra a un grupo de civiles, Emeraldas cae en una trampa mortal de la que puede que no escape.",3,0,4,0,0,0,7
Initial D,頭文字[イニシャル]D,Initial D: First Stage,4.3,994,ANIME,https://www3.animeflv.net/uploads/animes/covers/153.jpg,FINALIZADO,4012,Acción|Carreras|Deportes|Drama|Seinen,Initial D: Second Stage (Secuela),26.0,"Takumi Fujiwara trabaja como bombero en una estación de servicio por el dia, y entregando tofu para la tienda de su padre por las noches. Poco sabe de sus excelentes habilidades al volante, y con el Toyota Sprinter AE86 Trueno es el mejor conductor amateur en la carretera del monte Akina. A causa de esto, grupos de carrera de toda la prefectura de Gunma buscan desafiar a a Takumi para ver si realmente tiene lo necesario para ser una estrella de la calle.",51,5,204,6,6,3,275
Sakura Card Captor,Cardcaptors,"Sakura, Cazadora de Cartas",4.6,1353,ANIME,https://www3.animeflv.net/uploads/animes/covers/447.jpg,FINALIZADO,8200,Aventuras|Comedia|Drama|Escolares|Fantasía|Magia|Romance|Shoujo,,70.0,"Sakura Kinomoto es una niña de 10 años que vive con su padre Fujitaka y su hermano Touya. La historia comienza cuando Sakura abre un extraño libro llamado The Clow y libera accidentalmente las cartas que este contenía, Sakura deberá pasar grandes apuros para sellar las cartas pero con ayuda de sus amigos Tomoyo, Shaoran y Kerberos vivirían grandes aventuras para lograr su objetivo, atrapar todas las cartas Clow.",75,16,714,14,5,5,829
Jikuu Tenshou Nazca,Nazca,時空転抄ナスカ,4.3,27,ANIME,https://www3.animeflv.net/uploads/animes/covers/1530.jpg,FINALIZADO,326,Acción|Aventuras|Drama|Fantasía|Magia,,12.0,"Hace 500 años, una sangrienta guerra civil estalló en el imperio Inca. El bando perdedor decidió utilizar un arma mística de asombroso poder que casi destruye toda la tierra. En la actualidad, en Japón, Kyoji Miura descubre que es el alma reencarnada del antiguo guerrero Inca. Pero Kyoji no está solo. Su amigo y profesor, Tate, es también un alma Inca reencarnada. Pero Tate decide utilizar esta arma antigua de destrucción total otra vez. Ahora Kyoji debe viajar por todo el mundo para descubrir el secreto de su propio pasado y luchar contra su mejor amigo, para salvar su futuro y el de todos.",6,0,9,1,1,1,18
Android Ana Maico 2010,none,none,3.9,23,ANIME,https://www3.animeflv.net/uploads/animes/covers/1767.jpg,FINALIZADO,145,Ciencia Ficción|Comedia|Drama|Seinen,,24.0,"Android Ana Maico 2010 es una de las tres series emitidas en el programa ""Anime Complex"" de una cadena japonesa por satélite. Mientras se reúnen para su primera emisión, el equipo del programa ""Take Off MAICO! 2010"" se queda de piedra al descubrir que la presentadora es una androide. Y no sólo eso, ¡ni siquiera está acabada!",1,3,2,0,0,0,6
Akihabara Dennou Gumi,Cyberteam in Akihabara,アキハバラ電脳組,4.1,23,ANIME,https://www3.animeflv.net/uploads/animes/covers/1540.jpg,FINALIZADO,192,Aventuras|Ciencia Ficción|Mecha|Shoujo,Akihabara Dennou-gumi: 2011 Nen no Natsuyasumi (Secuela),26.0,"La historia transcurre en el año 2010 cuando todos en Tokio desean tener la mascota del momento llamado: PataPi, que son una clase de robot a los que uno cría y le aumenta partes que se venden en las tiendas para hacerlos más inteligentes, etc. (Los patapis son parecidos a una abeja). Un día, una chica llamada Hibari Hanakoganei recibe uno de su Príncipe de los sueños y lo llama Densuke. Pero no es un Patapí común y corriente como todos los demás existentes. Cuando ella está en peligro Densuke se transforma en una versión adulta de Hibari, con una muy buena armadura y posee un gran poder de batalla. A este estado se lo conoce como ""Diva"" Con el transcurso de los episodios, Hibari se reúne con cuatro chicas más que poseen Patapí como el de ella y forman el Cyber Team in Akihabara",4,1,6,0,0,0,11
Legend of Basara,none,none,4.4,31,ANIME,https://www3.animeflv.net/uploads/animes/covers/2176.jpg,FINALIZADO,181,Aventuras|Drama|Romance|Shoujo,,13.0,"Basara se desarrolla en Japón, unos 300 años después de un gran desastre ocurrido entorno a los años 90. Tras el desastre, la humanidad y la civilización se desvanecieron, y Japón, como país en una isla, quedó aislado y muy deteriorado. El clima cambió, y algunas zonas se transformaron en desierto, mientras que otras se llenaron de extrañas criaturas. Pero al principio del manga, no estamos seguros de qué partes de Japón cambiaron, y cómo, excepto el lugar donde la protagonista (una chica llamada Sarasa) creció. Ese lugar, el pueblo de Hyakko, al norte de Shikoku, se convirtió en un desierto, y allí es donde se desarrolla la historia. Sarasa es la hermana gemela de un chico llamado Tatara, quien según las profecías sería quien liberaría al pueblo de la opresión. La opresión de la que se habla en la historia es la de los reyes tiranos que luchan entre sí por el contról del Japón; cada uno controla un sector, pero ninguno ha sido capaz de reinar sobre los demás. Uno de ellos, el Rey Rojo, descubre esta profecía y envía un ejército a destruir el pueblo. Aquí empieza la historia.",1,1,19,0,0,0,21
Lost Universe,none,none,4.6,30,ANIME,https://www3.animeflv.net/uploads/animes/covers/1469.jpg,FINALIZADO,246,Aventuras|Ciencia Ficción|Comedia|Drama|Espacial|Shounen,Slayers Try (Historia Paralela),26.0,"Estamos en una época futurista, la fuente de poder de la humanidad se conoce como psicho-energía y el medio de transporte más usado es la nave espacial; Kain Blueriver es un joven ""Cazaproblemas"" que viaja por el universo junto a una holograma llamada Kanal que es la computadora central de la nave en la que viajan: la Swordbreaker (Súper espada), resolviendo todo tipo de problemas a cambio de dinero, sin embargo uno de esos viajes se iba a convertir en la batalla en la que estaría en juego el destino de todo el universo...",4,0,7,0,0,1,12
Cowboy Bebop,カウボーイビバップ,none,4.7,1414,ANIME,https://www3.animeflv.net/uploads/animes/covers/284.jpg,FINALIZADO,13505,Acción|Aventuras|Ciencia Ficción|Comedia|Drama|Espacial,Cowboy Bebop: Tengoku no Tobira (Historia Paralela),26.0,"En este anime, el director Shinichiro Watanabe nos narra las aventuras de Spike, Faye, Jet Black, Ed y Ein... Un grupo muy peculiar de caza-recompensas que viaja a través del sistema solar en la nave Bebop. Balas, emoción y diversión se encuentran en cada una de sus sesiones autoconclusivas, las cuales los llevarán a enfrentar a un gran adversario y viejo amigo de Spike.",79,16,352,14,10,22,493
Lodoss-tou Senki: Eiyuu Kishi Den,Record of Lodoss War: Chronicles of the Heroic Knight,ロードス島戦記 英雄騎士伝,4.4,37,ANIME,https://www3.animeflv.net/uploads/animes/covers/1356.jpg,FINALIZADO,269,Acción|Aventuras|Drama|Fantasía|Magia|Romance,Lodoss-tou Senki (Precuela),27.0,"Narra la historia de Spark, un aprendiz de caballero en su lucha por convertirse en el mejor de su clase de toda la isla de Lodoss. Los primeros 8 capítulos se centran en ser la continuación y desenlace de los primeros 13 OVAS, donde Parn el caballero lucha junto al rey de los mercenarios Kashue para derrotar al Caballero Negro Ashram. Este busca el Báculo de la Dominación con el fin de cumplir los deseos de su maestro, el rey Beld.",6,1,7,1,1,0,16
Trigun,トライガン,none,4.7,564,ANIME,https://www3.animeflv.net/uploads/animes/covers/177.jpg,FINALIZADO,4820,Acción|Ciencia Ficción|Comedia,,26.0,"Trigun narra la historia de Vash La Estampida, también conocido como El Huracán Humano, y de las dos empleadas de la Sociedad de Seguros Bernardi: Meryl Stryfe y Milly Thompson, que tienen la misión de seguir y minimizar los efectos de los desastres que parecen perseguir a Vash a donde quiera que vaya. Éste parece tener una doble personalidad, alternando entre el idiota inofensivo y el guerrero implacable, pero es siempre un pacifista acérrimo e imparable.",24,8,93,5,2,1,133
Silent Mobius,none,none,4.1,31,ANIME,https://www3.animeflv.net/uploads/animes/covers/1925.jpg,FINALIZADO,218,Acción|Ciencia Ficción|Comedia|Drama|Fantasía|Magia|Romance|Terror,Silent Mobius: The Motion Picture (Resumen)|Silent Mobius 2 (Resumen),26.0,"Año 2023. Seres conocidos como ""Halcón Lucifer"" han empezado a invadir la Tierra desde otra dimensión. La única oposición que encuentran para la esclavización de la humanidad es el Departamento de Policía de la Mistificación (DPM), una división especial de la policía de Tokyo, formada por mujeres con increíbles habilidades paranormales. ¿Serán suficientes las habilidades de Katsumi y la AMP para vencer a las fuerzas de la oscuridad?",6,0,6,0,1,0,13
Seihou Bukyou Outlaw Star,none,none,4.5,38,ANIME,https://www3.animeflv.net/uploads/animes/covers/2137.jpg,FINALIZADO,336,Acción|Aventuras|Ciencia Ficción|Comedia|Espacial,Seihou Tenshi Angel Links (Historia Paralela),26.0,"La serie sigue las hazañas de Gene Starwind - un fugitivo (outlaw) del espacio - un siglo y medio después de que los humanos desarrollasen naves espaciales más rápidas que la luz. En este contexto un ""fugitivo"" es una persona independiente y sin lealtades gubernamentales. Outlaw Star toma los personajes del manga original con una historia totalmente diferente.",11,0,4,0,1,0,16
Samurai X The Motion Picture,Samurai X: The Motion Picture,Kenshin: El Guerrero Samurái - La Película,4.2,95,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/613.jpg,FINALIZADO,660,Drama|Historico|Samurai|Shounen,Rurouni Kenshin (Historia Principal),1.0,"Dirigida por Hatsuki Tsuji y estrenada a finales de 1997 con un guión basado en una novela de Rurouni escrita por el mismo Nobuhiro. La película empieza con un Flashback en plena guerra de restauración. Un grupo de samuráis de Shogun ataca a un puesto neurálgico de los Ishin Shishi, el ejercito rebelde ,liderados por el joven Gentatsu Takasugi. La masacre se hubiera producido de no ser por la presencia de Hitokiri Battousai que acaba pronto con todos los soldados y con el mismo Gentatsu. Años mas tarde, Kenshin y compañía viajan a Yokohama donde conocen a un samurai de ideales muy parecidos a los de nuestro protagonista llamado Shigure Takemi, acompañado de una chica, que es la hermana de Gentatsu,Toki Takasugi",19,2,19,3,2,1,46
Macross Dynamite 7,none,none,3.7,19,OVA,https://www3.animeflv.net/uploads/animes/covers/1588.jpg,FINALIZADO,140,Aventuras|Ciencia Ficción|Comedia|Mecha|Shounen,Macross 7 (Precuela)|Macross Frontier (Secuela),4.0,"A menos de un año de los eventos transcurridos en la serie ""macross 7"",Basara deja Fire Bomber y viaja al Planeta Zola. Alli conoce a una chica de nombre Elma , quien es una gran fan de Fire Bomber.En ese planeta el una vez mas debe usar sus poderes de Spiritia.esta vez para detener a una mafia organizada de cazadores de ballenas espaciales,y el padre de Elma(Graham un viejo cazador de ballenas,envuelto en una venganza personal contra las ballenas),de asesinar a un grupo de ballenas espaciales viajeras relacionadas con el ecosistema del planeta Zola.",2,0,4,0,0,0,6
Burn Up Excess,バーンナップEXCESS,Burn Up! Excess,4.3,20,ANIME,https://www3.animeflv.net/uploads/animes/covers/278.jpg,FINALIZADO,172,Acción|Aventuras|Ciencia Ficción|Comedia|Ecchi|Policía|Shounen,Burn Up W (Precuela)|Burn-Up Scramble (Historia Completa)|Burn Up! (Precuela),13.0,"Burn Up Excess nos muestra una trama de una organizacion llamada Guerreros cuyo objetivo es resolver dificiles casos policiacos y al resolverlos se les da una gran recompensa por lo que Rio Kinezono quien integra el grupo de guerreros ademas de Lilica Ebett, Maya Jingu, Nanvel Candlestick, Yuji Naruo y su jefa Maki Kawasaki combaten a un sin fin de criminales y asi rsolver un enigma del cual Maki siempre esta interesada el cual es intentar resolver un caso que estaba investigando junto con el amor de si vida que se llamaba Masato y para asi saber el porque de su muerte ya que el dia de su boda este fue asescinado aprantemente pero detas de todos los casos se ocultaba ora gran secreto",4,0,3,0,0,0,7
Detatoko Princess,でたとこプリンセス,none,2.3,75,OVA,https://www3.animeflv.net/uploads/animes/covers/625.jpg,FINALIZADO,40,Comedia|Fantasía,,3.0,"La historia en Detatoko Princess nos lleva al país de Magialandia,un país donde abunda la magia pero también de mucha comedia y personajes muy curiosos,su princesa lapis no conoce ninguna responsabilidad,por eso es enviada a un viaje para así entender los valores y la madurez que debe tener una princesa,pero sera que ella regresara? o estará destinada a estar perdida a su grupo de ingenuos amigos",3,1,0,0,3,0,7
Saber Marionette J Again,none,none,4.6,55,OVA,https://www3.animeflv.net/uploads/animes/covers/1746.jpg,FINALIZADO,308,Acción|Ciencia Ficción|Comedia|Harem|Mecha|Romance,Saber Marionette J (Precuela)|Saber Marionette J to X (Secuela),6.0,"Lime, Cherry y Bloodberry, androides con apariencia de chica conocidas como marionettes, han regresado al lado de Otaru. Las marionettes reformadas de Faust (Tiger, Luchs y Phanter) son enviadas junto a Otaru y sus amigos para aprender más sobre los humanos. Aparece una séptima marionette llamada Marine, que tiene un misterioso poder -- ¡y además todas poseen el circuito especial Otome que permite a las marionettes tener emociones!",3,0,9,1,0,0,13
Elf Ban Kakyuusei: Anata Dake o Mitsumete...,none,none,3.9,22,OVA,https://www3.animeflv.net/uploads/animes/covers/2061.jpg,FINALIZADO,254,Drama|Escolares|Harem|Romance,Kakyuusei 2: Hitomi no Naka no Shoujotachi (Historia Paralela),4.0,"Para Yuuki Mizuho, el verano es una etapa perfecta para encontrar un gran amor. Pero al llegar a casa se encuentra con que uno de sus compañeros, Tooru, se alojará con ella. ¿Qué pensarán sus compañeros de clase del hecho de que ellos vivan bajo el mismo techo? Para su pequeño hermano esto es genial, pero para ella sólo significa problemas. Mientras Tooru muestra que realmente es un chico agradable, los sentimientos de Mizuho despiertan al estar a su lado. ¿Qué pasará si él llega a ser aquel que su corazón espera con ansias?",5,0,10,1,2,1,19
Photon,none,none,4.4,33,OVA,https://www3.animeflv.net/uploads/animes/covers/2028.jpg,FINALIZADO,151,Acción|Aventuras|Ciencia Ficción|Comedia|Drama|Ecchi|Mecha|Romance,,6.0,"Photon Earth, un chico amable, silencioso, no muy avispado y de fuerza sobrehumana vive en un planeta desierto, en un pequeño pueblo. Parte en un viaje desde su pueblo en busca de la hija del jefe, Aun Freya, que se ha escapado en busca de su amor, un ídolo de la canción llamado ""Laman-Sama"". Intentará traerla de vuelta al pueblo, pero ella no se lo pondrá nada fácil a Photon, engañándole y saboteándole. En su persecución, Photon acaba encontrando a una piloto dormida criogénicamente que huye de Papacharino Nanadan Séptimo o Papacha-Sama como le dicen los Pochi, que son sus subordinados y les atienden sin pedir nada a cambio, mientras ellos les aguantan todos los abusos de este mujeriego y juerguista personaje.",3,0,2,3,1,0,9
Berserk,none,none,4.7,977,ANIME,https://www3.animeflv.net/uploads/animes/covers/1044.jpg,FINALIZADO,7742,Acción|Aventuras|Demonios|Drama|Fantasía|Militar|Romance|Seinen|Sobrenatural|Terror,Berserk Ougon Jidaihen I: Haou no Tamago (Resumen)|Berserk (2016) (Historia Principal),25.0,"Guts(o Gutts) es un guerrero que lleva una espada mas grande que él, tiene una fuerza inmensa pues puede blandirla con facilidad. Es un mercenario, al que solo le importa luchar. Un dia conoce a Griffith, un caballero líder de una banda conocida como La Banda del Halcón. Guts le reta y Griffith acepta a cambio de que si le vence, él se unirá a su banda. Guts es vencido y aunque no lo acepta termina por unirse a la banda. Poco a poco la banda de mercenarios va cogiendo fama al ganar importantes batallas, todo apunta a que el objetivo de Griffith de poseer su propio reino se hará realidad. Pero la tierra de Midland esconde muchos secretos...",73,20,261,25,6,22,407
