title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Ayakashi: Japanese Classic Horror,Ayakashi - Samurai Horror Tales,怪~ayakashi~ JAPANESE CLASSIC HORROR,4.5,60,ANIME,https://www3.animeflv.net/uploads/animes/covers/1648.jpg,FINALIZADO,817,Fantasía|Historico|Terror,Mononoke (Historia Paralela),11.0,"Ayakashi (?, ''Ayakashi'') es un anime de horror que consta de once episodios producidos por Toei Animation. Los cuales dividen la serie en tres historias ambientadas en el antiguo Japón. La primera es una versión animada de la obra clásica Yotsuya Kaidan. La segunda, una adaptación del clásico Tenshu Monogatari (Dioses de la Torre Oscura) basada en la ideas de Kyoka Izumi. Finalmente la tercera es Bake neko, una historia original de Kenji Nakamura y Michiko Yokote.",5,0,30,1,0,0,36
Hanbun no Tsuki ga Noboru Sora,半分の月がのぼる空,Looking up at the Half-Moon,4.6,101,OVA,https://www3.animeflv.net/uploads/animes/covers/159.jpg,FINALIZADO,563,Comedia|Drama|Romance,,6.0,"Durante el invierno, Yuichi fue hospitalizado debido de su hepatitis. A pesar de eso, intentó escaparse , pero fue pillado a tiempo por el personal del hospital. Un día, conoció a Rika, una chica de su edad, del edificio de al lado. Su belleza era enorme, pero casi tanto como su egoísmo. A pesar de que lo controlaba, empezó a sentirse atraído por ella. Sin embargo, cuando Rika le contó todo sobre su enfermedad, entendió porque había actuado de esa forma. Le quedaba poco tiempo de vida.",7,1,25,0,0,17,50
Tactical Roar,none,none,4.1,33,ANIME,https://www3.animeflv.net/uploads/animes/covers/2134.jpg,FINALIZADO,146,Ciencia Ficción|Comedia|Militar|Romance,,13.0,"En un futuro cercano, un gigante tifón estático llamado ""El Gran Rugido"" apareció súbitamente en el oeste del Océano Pací­fico. Este fenómeno transformó los climas del mundo, además de cambiar su visión considerablemente. El aumento del nivel del mar, redirecciones de las corrientes marinas, y las transformaciones climáticas causaron severos daños en todo el globo, especialmente en Asia.",5,0,2,0,0,0,7
Kage kara Mamoru,陰からマモル!,none,4.5,65,ANIME,https://www3.animeflv.net/uploads/animes/covers/438.jpg,FINALIZADO,501,Comedia|Romance|Shounen,,12.0,"Kagemori Mamoru es un niño aparentemente normal. Pero su verdadera identidad es un ninja que a protegido a los vecinos, La familia Konnyaki por mas de 400 años. Mamoru le a tocado proteger a Konnyaki Yuna, una niña muy descuidara y cada vez que este en problemas tendrá que convertirse en ninja para ayudarla.",2,2,10,0,1,0,15
Fate Stay Night,フェイト/ステイナイト,Fate/Stay Night,4.5,1118,ANIME,https://www3.animeflv.net/uploads/animes/covers/150.jpg,FINALIZADO,11499,Acción|Fantasía|Magia|Romance|Sobrenatural,"Fate/Zero 2 (Precuela)|Kara no Kyoukai - the Garden of sinners (Precuela)|Tsukihime, Lunar Legend (Precuela)|Fate/stay night Unlimited Blade Works (Precuela)|Carnival Phantasm (Precuela)|Fate/kaleid liner Prisma Illya (Historia Principal)|Fate/stay night: Unlimited Blade Works (Resumen)",24.0,"Cada 10 años se lleva acabo un ritual, una guerra entre 7 magos escogidos por una fuerza omnipotente, cuyo objetivo es invocar el ""Santo Grial"" y que este le conceda al vencedor un unico deseo que sera realizado sin importar lo que se pida. Para luchar los magos seran provistos de un Sirviente (Servant) que es un Espiritu Heroico (Espiritus que en vida fueron grandes Heroes) invocado unicamentre gracias al poder del Santo Grial. Shiro Emiya fue salvado de un inmenso incendio 10 años atras por un mago llamado Kiritsugi Emiya, posee muy poco talento para la magia pero se ve involucrado en la nueva guerra y su servant es invocado de manera poco convencional, confundido, decide participar de la lucha con la determiancion de detener esta locura como de lugar, su servant es abrumadora, elegante y muy noble, se enamora inevitablemente, durante las luchas el determinara el destino de esta especial mujer.",91,12,275,19,11,11,419
Kagihime Monogatari Eikyuu Alice Rinbukyoku,none,none,4.0,17,ANIME,https://www3.animeflv.net/uploads/animes/covers/1716.jpg,FINALIZADO,129,Fantasía|Magia,,13.0,"Esta serie trata sobre Kirihara Aruto, un friki de las novelas de Alicia en el País de las Maravillas, que se encuentra con otras frikis de las novelas y se enfrentan entre ellas para recuperar las páginas de sus corazones y escribir una supuesta tercera novela de Alicia; ""La Alicia Eterna"".",3,1,3,0,0,0,7
Amaenaideyo!! Katsu!!,あまえないでよっ!! 喝!!,Ah My Buddha 2,4.3,50,ANIME,https://www3.animeflv.net/uploads/animes/covers/197.jpg,FINALIZADO,468,Comedia|Ecchi|Harem|Romance|Sobrenatural,Amaenaideyo!! (Precuela),12.0,"En esta segunda temporada seguimos viendo las peripecias que debe sortear Ikko para no despertar al poder que lleva dentro, pero ya no le resultara tan fácil ya que monjes de diferentes facciones intentaran por todos los medios despertar el poder del monje legendario, para esta difícil y caliente tarea enviaran a Kazusano Kazuki, una tierna e inocente jovencita que esta dispuesta a todo y que según Ikko, tiene los senos perfectos, excelente continuación de esta serie, además nos han dejado la promesa de que habrá tercer temporada. Muchas mas Boobies y fan service para todos, muchísimo mas que en la temporada anterior.",3,0,11,3,0,0,17
Magikano,none,none,4.4,54,ANIME,https://www3.animeflv.net/uploads/animes/covers/1772.jpg,FINALIZADO,506,Comedia|Fantasía|Harem|Magia|Romance|Shounen,,13.0,"Haruo es como cualquier otro chico de instituto. Vive tranquilamente junto a sus tres hermanas hasta que, un día, aparece una linda chica llamada Ayumi, quien, casualidades de la vida,... termina viviendo en su casa. Pero Ayumi es una bruja, y sobre ella hay una maldición. Para librarse de la maldicion, necesita que Haruo despierte sus poderes mágicos. A todo esto no olvidemos a sus tres hermanas, las cuales, ¡sorpresa!, tambien son brujas, cosa que no quieren que Haruo descubra.",6,1,3,0,3,1,14
Soukyuu no Fafner: Right of Left,none,none,4.5,28,OVA,https://www3.animeflv.net/uploads/animes/covers/1757.jpg,FINALIZADO,255,Acción|Ciencia Ficción|Drama|Mecha|Militar,Soukyuu no Fafner: Dead Aggressor (Secuela),1.0,"Antes de los eventos que tuvieron lugar en la serie de TV, un escuadrón de niños es escogido de forma voluntaria para hacerle frente a la amenaza alienigena conocida como Festum. Los Festums son unas criaturas de piel dorada cuya estructura es de una sustancia similar a la Silicona las cuales pueden no solo adoptarse a cualquier entorno sino que también poseen la sorprendente capacidad de leer la mente de los humanos anticipándose a cada una de sus acciones. Lo que les permitió en poco tiempo diezmar por completo a la humanidad..salvo por unos pocos supervivientes que aún resisten la invasión. Esta es la historia de la organización Alvis, una organización compuesta enteramente por Japoneses quienes han descubierto la manera más efectiva de combatir a las criaturas aunque para ello, deben de pagar un precio muy alto.",5,1,5,1,0,0,12
Honey & Clover Specials,Hachimitsu to Clover Specials,none,4.6,35,OVA,https://www3.animeflv.net/uploads/animes/covers/1662.jpg,FINALIZADO,203,Comedia|Drama|Josei|Recuentos de la vida|Romance,Honey & Clover (Precuela)|Honey & Clover II (Secuela),2.0,Dos historia paralelas: Capitulo L (o capitulo 25) sobre Lohmeyer/Romaiya sempai. Capitulo F (o capitulo 26) sobre Miwako encontrando formas para burlarse de Yamazaki.,1,1,6,0,0,0,8
Saint Seiya: The Hades Chapter - Inferno,聖闘士星矢 冥王ハーデス冥界編,Saint Seiya: The Hades - Chapter Inferno,4.5,164,OVA,https://www3.animeflv.net/uploads/animes/covers/328.jpg,FINALIZADO,1548,Acción|Aventuras|Ciencia Ficción|Demonios|Fantasía|Shounen|Superpoderes,Saint Seiya: The Hades Chapter - Elysion (Secuela)|Saint Seiya: The Hades Chapter - Sanctuary (Precuela),12.0,"Después de la agotadora batalla en el santuario, los santos de bronce con sus armaduras reparadas van directo hacia el ""Meikai"" o el infierno en busca del nuevo y resucitado Hades, para su sorpresa el infierno o ""Meikai"" está dividido en múltiples partes, los 4 santos de Bronce se disponen a atravesar todo el ""Meikai"" y así rescatar a Saori y de paso recuperar a su amigo el caballero de Andromeda.",8,0,35,1,2,1,47
MegaMan Maverick Hunter X The Day of Sigma,イレギュラーハンターX,MegaMan Maverick Hunter X: The Day of Sigma,4.6,55,OVA,https://www3.animeflv.net/uploads/animes/covers/681.jpg,FINALIZADO,238,Acción|Ciencia Ficción|Mecha|Shounen,Megaman Upon a Star (Secuela),1.0,"Megaman no es un anime en sí, las ovas existentes están basadas en un videojuego llamado Rockman (en japón} Megamán (aqui en occidente). Es la historia de un robot llamado X el cual pelea contra los Maveriks que son robots que se han opuesto a los humanos y se dedican a destruir, X junto con Zero, otro riploid están dedicados a proteger la paz del mundo donde habitan.",22,1,50,1,4,0,78
Pale Cocoon,none,none,4.5,92,OVA,https://www3.animeflv.net/uploads/animes/covers/1847.jpg,FINALIZADO,109,Ciencia Ficción|Drama,,1.0,"En un futuro en que la humanidad vive enclaustrada dependiendo de sistemas de supervivencia, se crea la Sección 92 para recuperar su pasado.. El entusiasmo inicial ante el descubrimiento de los registros históricos se pierde rápidamente al descubrir que la humanidad destruyo su medio ambiente y es responsable de su situación actual.",4,1,2,1,0,1,9
The King of Fighters: Another Day,ザ・キング・オブ・ファイターズ アナザーデイ,none,4.3,77,OVA,https://www3.animeflv.net/uploads/animes/covers/584.jpg,FINALIZADO,510,Aventuras|Drama|Shounen,,4.0,"En una ciudad donde se alojaban algunos de los luchadores de King of Fighters se producía un gran incendio el cual se creía que fue creado por un clon del personaje Kyo. Los luchadores decidieron ayudar con el problema pero algunos enemigos se oponían a eso, pero los King of Fighters no dejaron todo como los criminales querían, sino que se opusieron y crearon una gran batalla .",10,0,22,4,1,3,40
