title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Shinigami Bocchan to Kuro Maid,Young Master the Grim Reaper and the Black Maid,死神坊ちゃんと黒メイド,4.7,2093,ANIME,https://www3.animeflv.net/uploads/animes/covers/3488.jpg,FINALIZADO,23579,Comedia|Drama|Romance|Sobrenatural,,12.0,"Maldecido por una bruja cuando era niño, un joven duque obtuvo el poder no deseado de matar a todos los seres vivos que toca. Obligado a mudarse lejos de su familia y a una gran mansión en lo profundo del bosque, el duque es tratado como si no existiera y sus compañeros lo rechazan continuamente. Sin embargo, no está completamente solo. Rob y Alice, su mayordomo y maid, siempre están a su lado. A Alice le encanta burlarse de él y, a medida que su relación crece, el duque se propone liberarse de su maldición mortal. Por supuesto, va a necesitar ayuda, ¿y quién mejor para hacerlo que los diversos habitantes de lo sobrenatural?",322,59,1973,45,29,42,2470
Mahouka Koukou no Yuutousei,The Honor Student at Magic High School,魔法科高校の優等生,4.3,754,ANIME,https://www3.animeflv.net/uploads/animes/covers/3484.jpg,FINALIZADO,10098,Ciencia Ficción|Fantasía|Magia,Mahouka Koukou no Rettousei (Historia Principal),13.0,"Ha pasado un siglo desde que la magia, magia real, verdadera, material de leyendas; ha vuelto al mundo. Es primavera, la temporada de nuevos comienzos, y una nueva clase de estudiantes está a punto de comenzar sus estudios en la Primera Preparatoria de la Academia Nacional de Magia, apodada también como la Primera Preparatoria Mágica.",126,17,541,13,21,6,724
Kageki Shoujo!!,"Opera Girl!, The Curtain Rises",かげきしょうじょ!!,4.3,938,ANIME,https://www3.animeflv.net/uploads/animes/covers/3486.jpg,FINALIZADO,4730,Drama|Escolares|Shoujo,,13.0,"Las chicas que asisten a la academia de artes Kouka interpretan todas las partes de un teatro musical, sean mujeres u hombres. Ai Narada es una ex-idol hastiada que interpreta papeles femeninos mientras que su compañera, Sarasa Watanabe, es una chica proveniente de una zona rural que interpreta papeles masculinos. Desde la escuela hasta el escenario y el resto de sus vidas, no hay desafío que estas chicas no puedan enfrentar con su pasión por la interpretación.",107,12,364,19,16,21,539
Re-Main,RE-MAIN（リメイン）,none,4.6,866,ANIME,https://www3.animeflv.net/uploads/animes/covers/3485.jpg,FINALIZADO,10610,Deportes|Escolares,,12.0,"En su tercer año de secundaria, el protagonista Minato Shimizu, dejó de jugar al waterpolo después de un accidente. No obstante, ahora que ha entrado en la Preparatoria Yamagata ha decido retomar el deporte gracias a los nuevos amigos que ha conseguido en esta nueva etapa de su vida. No obstante, las distintas dificultades de su pasado lo esperan de nuevo…",199,35,1175,29,24,11,1473
Genjitsu Shugi Yuusha no Oukoku Saikenki,"Re:Construction the Elfrieden Kingdom Tales of Realistic Brave, A Realist Hero's Kingdom Restoration Chronicle",現実主義勇者の王国再建記,4.7,2599,ANIME,https://www3.animeflv.net/uploads/animes/covers/3483.jpg,FINALIZADO,27716,Acción|Fantasía|Harem|Magia|Militar|Romance,,26.0,"“¡Oh, héroe!”, qué frase tan cliché. Kazuya Souma fue invocado a otro mundo y su aventura… nunca comenzó. Después de que presenta su plan para fortalecer la economía del país y sus fuerzas armadas, el rey le cede el trono y Souma ahora dirige una nación. Lo que es más, ahora se ha comprometido con la hija del antiguo rey. Para lograr devolver a este país a su antigua gloria, Souma convoca a las personas más sabias y agraciadas del territorio, solo para que cinco personas se presenten ante él, ¿Cuáles serán los talentos que estas personas poseen? ¿Qué camino tomará este realista héroe para salvar el país de la miseria? ¡Comienza una aventura administrativa de un héroe invocado a otro mundo!",397,38,1546,49,27,13,2070
Bokutachi no Remake,Bokurema,ぼくたちのリメイク,4.7,2078,ANIME,https://www3.animeflv.net/uploads/animes/covers/3482.jpg,FINALIZADO,18644,Comedia,,12.0,"Hashiba Kyouya es un desarrollador de 28 años. Con su empresa quebrada y él, en consecuencia, perdiendo su empleo, regresa a su ciudad natal. Al observar el éxito de los creadores de su época, se arrepiente de las decisiones de su vida mientras yacía angustiado en su cama. Sin embargo, cuando Kyouya se despierta al día siguiente, descubre que ha viajado diez años hacia el pasado, antes de ingresar a la universidad. ¿Podrá finalmente hacer la cosas bien? Esta es una historia sobre una persona que fracasó en sus sueños, pero que ha conseguido una segunda oportunidad.",246,33,1127,38,15,14,1473
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,"Hamefura, My Next Life as a Villainess: All Routes Lead to Doom!, I Reincarnated into an Otome Game as a Villainess With Only Destruction Flags…, Destruction Flag Otome",乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…X,4.6,1231,ANIME,https://www3.animeflv.net/uploads/animes/covers/3481.jpg,FINALIZADO,11174,Comedia|Drama|Escolares|Fantasía|Harem|Romance|Shoujo,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... (Precuela),13.0,"Después de golpearse la cabeza particularmente fuerte un día, la hija de Duke Claes, Katarina, recupera todos los recuerdos de su vida pasada: la de una adolescente japonesa. Justo antes de su prematura muerte, esta chica recuerda haber jugado a un juego otome… ¡y es exactamente como el mundo en el que está viviendo ahora! Ella es ahora Katarina Claes, la antagonista del juego otome, que acosó al protagonista hasta el final. Al conocer todos los resultados posibles del juego, se da cuenta de que todas las rutas posibles terminan con el asesinato o el exilio de Katarina. Para evitar estos finales catastróficos, tiene que usar su conocimiento del juego y sus propias artimañas, empezando por romper este compromiso con el príncipe.",77,50,1182,18,18,5,1350
Kanojo mo Kanojo,カノジョも彼女,none,4.4,2519,ANIME,https://www3.animeflv.net/uploads/animes/covers/3479.jpg,FINALIZADO,24002,Comedia|Escolares|Recuentos de la vida|Romance|Shounen,,12.0,"Después de albergar un amor no correspondido por varios años, Naoya Mukai finalmente obtiene una cita con su amiga de la infancia, Saki Saki. Sin embargo, justo cuando intenta comprometerse con esta relación, recibe una abrupta confesión por parte de Nagisa Minase. Al principio, Naoya intenta rechazarla pero pronto se ve abrumado por los sentimientos de no querer herirla. Tratando de evitar traicionar la confianza de su novia en él, Naoya piensa en una “solución” para hacer felices a ambas: salir con las dos. Naturalmente, Saki rechaza la idea, pero a través de la persistencia de Naoya y Nagisa, termina aceptando. Con esto, comienza un romance de tres integrantes entre Naoya, su novia y su otra novia, que de entrada ya tienen una relación que se desvía de la norma social.",289,195,2070,44,75,14,2687
Vanitas no Carte,"The Case Study of Vanitas, Vanitas no Shuki, Memoir of Vanitas",ヴァニタスの手記,4.6,2069,ANIME,https://www3.animeflv.net/uploads/animes/covers/3480.jpg,FINALIZADO,31010,Fantasía|Historico|Shounen|Sobrenatural|Vampiros,,24.0,"Una vez vivió un vampiro conocido como Vanitas, odiado por los de su propia especie por haber nacido bajo una luna llena azul, ya que la mayoría lo hace en la noche de una carmesí. Temeroso y solo, creó el “Libro de Vanitas”, un grimorio maldito que algún día se vengaría de todos los vampiros; así es al menos la historia. Vanitas no Carte sigue a Noé, un joven que viaja a bordo de un dirigible en el París del siglo XIX con un objetivo en mente: encontrar el Libro de Vanitas. Un repentino ataque de vampiros lo lleva a conocer al enigmático Vanitas, un médico que se especializa en vampiros y, para sorpresa de Noé, un humano completamente común. El misterioso doctor ha heredado tanto el nombre como el infame Libro de Vanitas de la leyenda, usando el grimorio para curar a sus pacientes. Pero detrás de su comportamiento amable se esconde algo un poco más siniestro…",312,49,2735,56,46,27,3225
Peach Boy Riverside,ピーチボーイリバーサイド,none,4.5,1099,ANIME,https://www3.animeflv.net/uploads/animes/covers/3476.jpg,FINALIZADO,15500,Fantasía|Shounen,,12.0,"Saltorine Aldike, o Sari, es una princesa alegre y brillante que quiere emprender una aventura porque está aburrida de su pequeño castillo en el campo. Un día, una horda de demonios malignos conocidos como “Oni” llaman a su puerta, amenazando la vida de todos en el Reino. Afortunadamente, son salvados por una viajera solitaria llamada Kibitsu Mikoto que mata a estos monstruos con un misterioso “Peach Eye”. Conmocionada por los peligros del mundo exterior, Sari decide emprender un viaje por su cuenta. Poco sabía ella que pondría en marcha una cadena de eventos que vendrán a determinar el destino de este mundo mágico.",206,19,712,38,26,13,1014
Scarlet Nexus,none,none,4.0,1008,ANIME,https://www3.animeflv.net/uploads/animes/covers/3478.jpg,FINALIZADO,16512,Acción|Ciencia Ficción|Superpoderes,,26.0,"En 2020 del calendario solar, unos organismos grotescos llamados Otros han comenzado a comerse los cerebros de las personas. Para acabar con este nuevo enemigo, se forma la Fuerza de Supresión de Otros. Salvado por este equipo de élite cuando era niño, el psicoquinético Yuito se alista, resistiendo valientemente el entrenamiento. Por otro lado, la prodigio Kasane fue reclutada por sus habilidades. Pero los sueños de Kasane le dicen cosas extrañas, arrastrando a los dos a un destino inevitable.",224,19,642,44,34,16,979
Higurashi no Naku Koro ni Sotsu,"When the Cicadas Cry, The Moment the Cicadas Cry",ひぐらしのなく頃に卒,4.6,566,ANIME,https://www3.animeflv.net/uploads/animes/covers/3477.jpg,FINALIZADO,4457,Demencia|Misterio|Psicológico|Sobrenatural|Suspenso|Terror,Higurashi no Naku Koro ni (2020) (Precuela),15.0,Secuela de Higurashi no Naku Koro ni (2020),59,7,311,23,10,5,415
Shuumatsu no Walküre,"Shuumatsu no Valkyrie, Valkyrie of the End",終末のワルキューレ,4.6,2433,OVA,https://www3.animeflv.net/uploads/animes/covers/3475.jpg,FINALIZADO,15309,Acción|Drama|Seinen|Sobrenatural|Superpoderes,,12.0,"Muy por encima del reino del hombre, los dioses del mundo se han reunido para decidir sobre un solo asunto: la existencia continua de la humanidad. Bajo la cabeza de Zeus, las deidades de la Antigua Grecia, la mitología nórdica y el hinduismo, entre otras, convocan asamblea cada mil años para decidir el destino de la humanidad. Debido a su implacable abuso entre ellos y el planeta, esta vez los dioses votan unánimemente a favor de acabar con la raza humana. Pero antes de que pase el mandato, Brunhild, una de las 13 semidiosas Valquirias, presenta una propuesta alternativa: en lugar de aniquilar a la humanidad de manera anticlimática, ¿por qué no darles una oportunidad de luchar y representar el Ragnarok, un enfrentamiento uno a uno entre el hombre y dios?Estimulado por la audacia del desafío, el consejo divino acepta rápidamente, totalmente seguro de que este concurso mostrará el poder absoluto de los dioses. Para tener una oportunidad contra los seres supremos, Brunhild necesitará reunir a los más grandes personajes de la historia, de lo contrario, la sentencia de muerte sonará para la humanidad.",481,46,2368,86,57,46,3084
