title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Rozen Maiden: Ouvertüre,none,none,4.6,38,OVA,https://www3.animeflv.net/uploads/animes/covers/1132.jpg,FINALIZADO,306,Acción|Comedia|Drama|Magia|Seinen,,2.0,"Jun le compra un broche a Shinku para su vestido, el cual ella rechaza debido a la gran historia que Souseiseki le cuenta a Jun sobre el inicio del odio entre Suiginto y Shinku.",5,0,14,1,0,2,22
Bleach: Memories of Nobody,none,none,4.5,191,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/628.jpg,FINALIZADO,1379,Acción|Aventuras|Superpoderes,Bleach (Historia Principal),1.0,"Kurosaki Ichigo un estudiante de 15 años, tiene una peculiaridad: es capaz de ver, oír y hablar con los fantasmas. Un día, una chica extraña de pequeña estatura vestida de samurai entra en su cuarto. Su nombre Rukia Kuchiki, y es una Shinigami (Dios de la Muerte). Ante la incredulidad de Ichigo, le explica que su trabajo es mandar a las almas buenas o plus a un lugar llamado la Sociedad de Almas, y eliminar a las almas malignas o hollows. Luego junto a Inoue Orihime, Ishida Ury? y Sado Yasutora se veran envueltos en diferentes batallas, las cuales iran desarrollando sus diferentes habilidades que le otorgaran a cada uno su importancia en la serie.",33,3,112,2,0,9,159
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,none,none,4.4,15,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1693.jpg,FINALIZADO,92,Fantasía|Infantil|Magia|Shoujo,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu! (Historia Principal)|Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu! (Historia Paralela)|Futari wa Precure: Splash☆Star (Historia Principal),1.0,"En el camino a un concurso de canto, Mai y Saki conocen a un hombre misterioso que buscan el reloj más antiguo de la ciudad. Resulta que este reloj es un portal a la aldea de los relojes, y el hombre misterioso es un guerrero del hueco de la oscuridad que quiere detener el tiempo para destruir el mundo. Con la ayuda de los espíritus de los relojes, Las Pretty Cure deben luchar para escapar de su laberinto perfecto y hace que el tiempo fluya nuevamente. Tiene lugar durante la segunda mitad de Futari wa Pretty Cure Splash Star ?.",3,0,10,0,1,0,14
Mai-Otome Zwei,My Otome Zwei,舞-乙HiME Zwei,4.5,19,OVA,https://www3.animeflv.net/uploads/animes/covers/1345.jpg,FINALIZADO,106,Acción|Magia,Mai-Otome (Precuela),4.0,"Un año después de los acontecimientos de Mai-Otome, un asteroide en curso de colisión con el Reino de Windbloom es destruido-apenas-por un grupo de trabajo internacional de Meister Otome. Posteriormente una nueva y más poderosa clase de esclavos aparece, junto con una siniestra entidad vestidos de negro entidades capaces de dominar fácilmente el más poderoso de Meisters. No sólo esto, sino que Arika y Mashiro ,que tiene una conflictiva relación, está obstaculizando el uso del zafiro de Azure-Sky posiblemente el arma lo suficientemente potente como para derrotar a este nuevo adversario.",3,0,3,0,0,0,6
Freedom,FREEDOM,none,4.5,15,OVA,https://www3.animeflv.net/uploads/animes/covers/620.jpg,FINALIZADO,101,Acción|Aventuras|Ciencia Ficción,,7.0,"En el 2041 la humanidad fundó su primera colonia espacial en la Luna. Pero tras el terrible cataclismo que acabó con la civilización en la Tierra, la humanidad en la República Lunar ha levantado la megalópolis de Edén. Es el año 2267, un chico llamado Takeru pasa el tiempo participando en carreras contra bandas callejeras rivales, ignorando que está a punto de embarcarse en un viaje para descubrir el origen de Edén.",8,0,4,0,0,1,13
Kekkaishi,結界師,none,4.5,92,ANIME,https://www3.animeflv.net/uploads/animes/covers/1512.jpg,FINALIZADO,675,Aventuras|Comedia|Fantasía|Shounen,,52.0,"Yoshimori Sumimura, un estudiante, es un kekkaishi por las noches (cazador de demonios); su especialidad es crear una barrera mágica alrededor de su presa. Durante el día, tiene otros demonios que combatir, como su adicción a las golosinas y a su malhumorado abuelo. Tokine Yukimura, de 16 años, vecina y amiga de la infancia de Yoshimori, también es una kekkaishi; sin embargo sus familias están enfrentadas en una disputa para determinar quién es el mejor en ese terreno...",6,0,9,3,2,0,20
Otome wa Boku ni Koishiteru,Otoboku: Maidens are Falling for Me,乙女はお姉さま[ボク]に恋してる,4.6,82,ANIME,https://www3.animeflv.net/uploads/animes/covers/1550.jpg,FINALIZADO,1025,Comedia|Drama|Escolares|Romance,Otome wa Boku ni Koishiteru Special (Historia Paralela)|Otome wa Boku ni Koishiteru: Futari no Elder (Secuela),12.0,"La historia se centra en la vida de un estudiante llamado Mizuho Miyanokouji, que le cambian, por deseo expreso de su abuelo, a una escuela donde todos los estudiantes son mujeres, teniendo éste que transformarse en una de ellas para poder estudiar allí, llegándose a convertir en una de las estudiantes más populares de su nueva escuela.",7,2,18,1,0,0,28
Katekyo Hitman Reborn!,家庭教師ヒットマンREBORN!,none,4.5,1549,ANIME,https://www3.animeflv.net/uploads/animes/covers/301.jpg,FINALIZADO,9250,Acción|Comedia|Shounen|Superpoderes,,203.0,"Tsunayoshi Sawada (Tsuna) era un chico normal hasta que su pariente Timoteo (el 9º capo de la familia Vongola) le comunica que él va a ser su sucesor. Para que Tsuna este preparado para el momento en el que el sea el 10º capo, manda a su casa a un tutor personal llamado Reborn que le ayudara a ser un buen capo gracias a un arma especial de la familia Vongola, y que en ciertas ocasiones le ayudara a continuar su vida normal de una sola pieza. Luego aparecieran mas personajes que le harán la vida mas difícil y a la vez mas divertida a Tsuna.",41,14,293,5,4,5,362
Shijou Saikyou no Deshi Kenichi,史上最強の弟子 ケンイチ,KenIchi: The Mightiest Disciple,4.7,974,ANIME,https://www3.animeflv.net/uploads/animes/covers/334.jpg,FINALIZADO,8090,Acción|Artes Marciales|Comedia|Escolares|Shounen,Shijou Saikyou no Deshi Kenichi OVA (Secuela),50.0,"Kenichi Shirahama es un estudiante sin mucha popularidad ni amigos, todos le tratan como un cobarde y todos los días es sometido por los abusadores de su escuela. Un día conoce a Miu Furingi y descubre que es una luchadora excelente de artes marciales y que lo usa para defender a los débiles. Así es como Kenichi Shirahama decide convertirse en un luchador muy fuerte para poder proteger a la gente que le importa.Empezará a entrenar en una misteriosa escuela de artes marciales con 5 maestros muy especiales . Aquí comienza la aventura de Kenichi Shirahama, para hacerse el discipulo mas fuerte y luchar contra las bandas de matones de su cuidad.",79,19,266,3,2,6,375
Code Geass,コードギアス 反逆のルルーシュ,Code Geass: Lelouch of the Rebellion,4.5,2249,ANIME,https://www3.animeflv.net/uploads/animes/covers/29.jpg,FINALIZADO,14118,Acción|Ciencia Ficción|Escolares|Mecha|Militar|Superpoderes,Code Geass: R2 (Secuela)|Code Geass Gaiden: Bokoku no Akito (Historia Paralela)|Code Geass: Nunnally in Wonderland (Historia Paralela),25.0,"Nos situamos en una realidad alternativa, donde el Imperio de Britania ha conquistado prácticamente todo el planeta. A los países subyugados bajo su poder opresor les ha arrebatado la libertad, los derechos e incluso el nombre. Área 11, ésa es la denominación que ahora tienen los japoneses. Allí, un joven llamado Lelouch comenzará su rebelión, el día en que por casualidad se topa con la misteriosa C.C., quien le concede un poder peculiar: El Geass, el poder de la absoluta obediencia. Basta con cruzar su mirada con la de su objetivo para que éste cumpla cualquier orden que Lelouch realice, sea cual sea, aunque signifique su propia destrucción.",69,8,400,15,6,10,508
