title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Kobayashi-san Chi no Maid Dragon,none,none,4.7,4086,ANIME,https://www3.animeflv.net/uploads/animes/covers/2671.jpg,FINALIZADO,34599,Comedia|Fantasía|Recuentos de la vida,Kobayashi-san Chi no Maid Dragon S (Secuela),14.0,"La historia gira en torno a Kobayashi, una oficinista normal y corriente que lleva una vida aburrida y solitaria en su pequeño departamento, hasta que un día, le salva la vida a una dragona en peligro. La dragona, llamada Tohru, tiene la habilidad de transformarse mágicamente en una adorable chica humana (aunque con cuernos y una larga cola), que hará cualquier cosa para devolverle el favor a Kobayashi, incluso proclamarse a si misma como su sirvienta. Viviendo junto a una persistente pero amorosa dragona como compañera de piso, la vida normal de Kobayashi está a punto de irse al garete.",403,231,3350,24,32,19,4059
Kono Subarashii Sekai ni Shukufuku wo! 2,none,none,4.7,3915,ANIME,https://www3.animeflv.net/uploads/animes/covers/2672.jpg,FINALIZADO,23242,Aventuras|Comedia|Fantasía|Magia|Sobrenatural,Kono Subarashii Sekai ni Shukufuku wo! (Precuela),11.0,Segunda temporada de Kono Subarashii Sekai ni Shukufuku wo!,108,207,974,12,7,17,1325
Hand Shakers,none,none,4.3,565,ANIME,https://www3.animeflv.net/uploads/animes/covers/2666.jpg,FINALIZADO,2944,Acción,W'z (Secuela),12.0,"La historia tiene lugar en el año “AD20XX” en Osaka y gira en torno a los Hand Shakers, “Compañeros” que pueden invocar “Nimrodes”, armas que surgen de su profundo psique al juntar las manos. Con la intención de conceder el deseo de la pareja, los Hand Shakers compiten y luchan contra otros. La pareja que llegue a lo más alto se encontrará con “Dios” y le retará.",13,0,34,2,10,0,59
Kemono Friends,none,none,4.5,247,ANIME,https://www3.animeflv.net/uploads/animes/covers/2667.jpg,FINALIZADO,1433,Aventuras|Comedia,Kemono Friends 2 (Secuela),12.0,"La historia del anime tiene lugar en el parque Japari, un “gigantesco zoo integrado”. Debido a “la arena de estrella”, una misteriosa sustancia, los animales comienzan a convertirse en criaturas con forma humana llamadas Animal Girls. El parque Japari es un lugar al que acude mucha gente a divertirse, pero un día un niño se pierde por el recinto. Aquí comienza su viaje para poder volver a casa, pero con la unión de tantas Animal Girls a la búsqueda, el viaje acaba convirtiéndose en una gran aventura.",7,5,47,0,0,2,61
Piace: Watashi no Italian,none,none,4.4,76,ANIME,https://www3.animeflv.net/uploads/animes/covers/2668.jpg,FINALIZADO,228,Comedia|Recuentos de la vida,,12.0,"La historia gira en torno a la estudiante de instituto llamada Morina Nanase, que trabaja en un restaurante italiano llamado Trattoria Festa repleto de personajes estrafalarios… y a través del cual, mediante su cocina única, comenzará a desarrollarse como persona.",7,0,3,0,0,0,10
One Room,none,none,4.3,459,ANIME,https://www3.animeflv.net/uploads/animes/covers/2669.jpg,FINALIZADO,5992,Recuentos de la vida,One Room 2nd Season (Secuela),12.0,"En un apartamento, tres chicas conviven junto al protagonista de esta historia. Cada una con su personalidad, sus aspiraciones y manera de ver la vida. En One Room, conoceremos el día a día de cada una.",41,3,120,9,11,4,188
ChäoS;Child,none,none,4.5,371,ANIME,https://www3.animeflv.net/uploads/animes/covers/2670.jpg,FINALIZADO,2615,Ciencia Ficción|Harem|Misterio|Psicológico|Sobrenatural,,14.0,"La historia transcurrirá seis años después de los sucesos de Chaos;Head, con la cual tendrá relación. El 6 de noviembre de 2009 en Shibuya ocurrió un terrible terremoto de 7.8 grados en la escala de Richter. Las bajas mortales llegaron a la friolera de 3.851 muertos. En 2015, una nueva historia comienza en Shibuya.",14,6,30,4,6,3,63
Onihei,none,none,4.6,184,ANIME,https://www3.animeflv.net/uploads/animes/covers/2664.jpg,FINALIZADO,435,Historico|Seinen,,13.0,"La historia de Onihei Hankachô está protagonizada por Heizô Hasegawa, líder de un grupo policial dedicado a la seguridad de Edo que se enfrenta a delincuentes como ladrones o pirómanos.",5,1,3,1,0,0,10
Chiruran: Nibun no Ichi,none,none,4.4,50,ANIME,https://www3.animeflv.net/uploads/animes/covers/2662.jpg,FINALIZADO,130,Acción|Comedia|Historico,,12.0,"El anime nos cuenta el día al día de los miembros del Shinsengumi, pero dibujado al estilo SD.",1,1,2,0,0,0,4
Yowamushi Pedal: New Generation,none,none,4.4,530,ANIME,https://www3.animeflv.net/uploads/animes/covers/2663.jpg,FINALIZADO,2240,Comedia|Deportes|Drama|Shounen,Yowamushi Pedal Movie (Precuela)|Yowamushi Pedal: Glory Line (Secuela),25.0,Tercera temporada de Yowamushi Pedal.,12,1,52,1,1,1,68
