title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Fuuun Ishin Dai Shougun,風雲維新ダイ☆ショーグン,none,4.3,53,ANIME,https://www3.animeflv.net/uploads/animes/covers/1319.jpg,FINALIZADO,586,Acción|Historico|Mecha,,12.0,"A finales del período Edo, Japón se enfrenta ante una crisis sin precedentes con la llegada de naves negras extranjeras. Sin embargo, Japón se deshizo de los barcos negros gracias a los Onigami, robots gigantes que han existido en Japón desde los tiempos antiguos. El país se ha mantenido en una auto-impuesta reclusión de los extranjeros desde entonces. La historia comienza en este Japón que nunca experimentó la Restauración Meiji.",10,0,6,2,0,0,18
Gochuumon wa Usagi Desu ka?,ご注文はうさぎですか?,none,4.5,464,ANIME,https://www3.animeflv.net/uploads/animes/covers/1297.jpg,FINALIZADO,2756,Comedia|Recuentos de la vida,,12.0,"En Gochuuman wa Usagi desu ka?, la protagonista Kokoa llega un día al café Rabbit House, donde conocerá a muchas chicas diferentes: Chino, pequeña pero interesante; Lize, firme y decidida; Chiyo, de aspecto japonés y siempre en babia; y Sharo.",17,5,92,0,0,1,115
Atelier Escha & Logy ~Tasogare no Sora no Renkinjutsushi~,エスカ&ロジーのアトリエ ~黄昏の空の錬金術士~,none,4.5,84,ANIME,https://www3.animeflv.net/uploads/animes/covers/1306.jpg,FINALIZADO,700,Fantasía,,12.0,"La historia de Escha consiste en un encantador cuento acerca de las aventuras cotidianas de una alquimista muy conocida por los fans de la serie Atelier, mientras que la historia de Logy supone una aproximación al juego desde una vertiente más oscura plena de elementos RPG tradicionales y centrada en la exploración del mundo.",8,0,12,0,0,0,20
Soul Eater Not!,ソウルイーターノット!,none,3.3,256,ANIME,https://www3.animeflv.net/uploads/animes/covers/1283.jpg,FINALIZADO,1766,Acción|Comedia|Ecchi|Shounen|Sobrenatural,,12.0,"La trama principal se centra en Harudori Tusugumi, una joven estudiante japonesa, que cuando descubre que es un arma, decide asistir la Escuela Shibusen para aprender a controlar sus poderes, allí se encuentra con Anya, Meme y todos sus compañeros de escuela. A diferencia de la historia original de Soul Eater, hay muy poca acción, y la mayor parte de la historia hasta ahora ha sobre vida de internado en la academia, desarrollada en el mundo de Soul Eater.",9,2,29,4,19,1,64
No Game No Life,ノーゲーム・ノーライフ,none,4.8,3501,ANIME,https://www3.animeflv.net/uploads/animes/covers/1318.jpg,FINALIZADO,25169,Aventuras|Comedia|Ecchi|Fantasía|Juegos|Sobrenatural,No Game No Life Specials (Historia Principal)|No Game No Life: Zero (Precuela),12.0,"La historia está protagonizada por Sora y Shiro, hermano y hermana, que son muy famosos en todo Internet como NEETs y hikikomoris que se pasan el día jugando a videojuegos, tanto que son una leyenda. Los dos consideran el mundo real como “un juego malo”. Un día, un chico llamado “Dios” les invoca a otro mundo. Allí, Dios ha prohibido las guerras y declara que en el mundo todo se decidirá mediante juegos, incluso cuáles serán las fronteras entre países. La humanidad se ha visto reducida a una sola ciudad debido a que el resto de razas le han ido quitando todo el territorio. Shiro y Sora tendrán que ser los salvadores de la humanidad en este mundo alternativo.",142,25,819,19,12,14,1031
Mangaka-san to Assistant-san to The Animation,マンガ家さんとアシスタントさんと THE ANIMATION,none,4.6,840,ANIME,https://www3.animeflv.net/uploads/animes/covers/1307.jpg,FINALIZADO,9873,Comedia|Ecchi|Harem|Recuentos de la vida|Seinen,,18.0,Una descripción acerca de la vida del Mangaka Aito Yuuki y su asistente Ashisu Sahoto. Aito-san no entiende los sentimientos de los personajes en su historia. Entonces él le pide a Ashisu que lo ayude. Ashisu haría todo lo posible por el trabajo. ¡¿Ella incluso dejara que toque sus pechos para que él sepa como se siente?! ¡¿Los habitos?! ¡¿El pervertido?! ¿Podremos entenderlos?. Esa es la comedia de la vida de un mangaka.,48,57,275,2,4,3,389
Black Bullet,ブラック・ブレット,none,4.7,1836,ANIME,https://www3.animeflv.net/uploads/animes/covers/1316.jpg,FINALIZADO,15071,Acción|Ciencia Ficción|Misterio|Seinen,,13.0,"En un futuro cercano, los humanos han sido derrotados por unos parásitos virales llamados Gastrea. Los sobrevivientes han sido exiliados en un pequeño territorio viviendo entre la desesperanza y el miedo. Rentaro, un joven que vive cerca de Tokio, miembro de la “Seguridad Civil”, una organización especializada en la lucha contra los Gastrea, quien tiene particularmente a cargo el cumplir con tareas sumamente peligrosas. El junto a su pareja, la bella y joven Enju, son capaces de luchar contra estos parásitos gracias a sus peculiares poderes. Hasta que un día ambos reciben una peligrosa asignación especial del gobierno: evitar la completa destrucción de Tokio.",132,6,428,16,4,70,656
Mahou Shoujo Taisen,魔法少女大戦,none,4.2,31,ANIME,https://www3.animeflv.net/uploads/animes/covers/1317.jpg,FINALIZADO,474,Magia,,26.0,,4,0,3,0,1,2,10
Isshuukan Friends.,一週間フレンズ.,none,4.6,389,ANIME,https://www3.animeflv.net/uploads/animes/covers/1298.jpg,FINALIZADO,2952,Comedia|Escolares|Recuentos de la vida|Shounen,Isshuukan Friends Specials (Historia Principal),12.0,"La historia del manga gira en torno a Yuki, un muchacho que quiere ser amigo de su compañera de clase, Kaori, que se sienta en el pupitre de al lado.Sin embargo, Kaori declina amablemente su oferta de amistad y le dice: “Es que… mis recuerdos sobre mis amigos desaparecen en una semana”. Pese a todo, Yuki quiere convertirse en su amigo, así que ambos se convierten en amigos una y otra vez todas las semanas.",24,1,91,2,0,27,145
Kanojo ga Flag wo Oraretara,彼女がフラグをおられたら,none,4.5,514,ANIME,https://www3.animeflv.net/uploads/animes/covers/1301.jpg,FINALIZADO,6248,Comedia|Escolares|Harem|Romance,,14.0,"Un chico llamado Sôta Hatate tiene la habilidad de poder ver una especie de “bandera” o letrero sobre las cabezas de las personas, como si fueran personajes de una visual novel o de un videojuego de citas. Estas “Flags” marcan puntos críticos en las vidas de las personas en los que sus decisiones pueden determinar si consiguen un trabajo, una amistad, una victoria, enamorarse e incluso morir. Un día Sota pasa a estudiar en la prestigiosa Academia Hatagaya, en Tokio, pero en vez de vivir en la residencia estudiantil acaba viviendo bajo el mismo techo de cinco preciosas chicas.",40,6,139,5,3,1,194
