title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Tsugumomo OVA,none,none,4.4,478,OVA,https://www3.animeflv.net/uploads/animes/covers/3275.jpg,FINALIZADO,2469,Acción|Comedia|Ecchi|Escolares|Seinen|Sobrenatural,Tsugumomo (Historia Paralela),1.0,"Kazuya Kagami nunca va a ningún lado sin su preciada “Sakura Obi” que su madre le regaló. Un día, una hermosa chica vestida con un kimono llamada Kiriha aparece ante él. Naturalmente, ella comienza a vivir en su habitación. ¿Naturalmente? ¡Esto solo es el inicio de la embarazosa y confusa (y por supuesto feliz) nueva vida de Kazuya!",43,30,235,3,0,6,317
Ginga Kikoutai Majestic Prince,銀河機攻隊 マジェスティックプリンス,Majestic Prince,4.6,131,ANIME,https://www3.animeflv.net/uploads/animes/covers/985.jpg,FINALIZADO,604,Acción|Ciencia Ficción|Escolares|Espacial|Mecha|Seinen,,25.0,"Nos cuenta la historia de Izuru, un humano modificado genéticamente que tendrá que luchar para proteger la humanidad a la vez que asiste a clase en un instituto al que sólo van los jóvenes cuyos genes han sido manipulados. Y es que sus cuerpos están más adaptados para el espacio, la próxima frontera que la humanidad quiere alcanzar.",4,0,19,0,1,1,25
La Leyenda de Korra: Libro 2,none,none,4.4,216,ANIME,https://www3.animeflv.net/uploads/animes/covers/1124.jpg,FINALIZADO,1639,,Avatar: La leyenda de Korra (Secuela),14.0,,31,1,60,2,9,5,108
La Leyenda de Korra: Libro 3,none,none,4.5,159,ANIME,https://www3.animeflv.net/uploads/animes/covers/1450.jpg,FINALIZADO,1069,,,13.0,,8,1,32,0,3,0,44
Exposición de Animadores de Japón,none,none,4.6,110,OVA,https://www3.animeflv.net/uploads/animes/covers/1840.jpg,FINALIZADO,1341,,,35.0,"Nihon Animator Mihonichi (Exposición Animadores de Japón) es la vitrina de animaciones producidas por varios directores con dedicación y energía, en el cual muestran sus proyectos originales, proyectos de spin-off, películas promocionales, Música PV, Films VJ, etc...",19,3,32,7,4,0,65
Ao Haru Ride Live Action,none,none,4.1,227,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2039.jpg,FINALIZADO,929,,,1.0,,58,15,113,13,69,10,278
Kiseijuu: Sei no Kakuritsu Part 1 Live Action,Parasyte Live Action,none,3.5,177,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2050.jpg,FINALIZADO,704,,,1.0,,55,38,96,29,82,12,312
Black Clover Ova,none,none,4.2,713,ESPECIAL,https://www3.animeflv.net/uploads/animes/covers/2737.jpg,FINALIZADO,3563,Acción|Comedia|Fantasía|Magia|Shounen,,2.0,"La historia gira entorno a Asta, un chico bullicioso y sin aparente talento mágico y Yuno, su amigo y rival, el cual es un genio en el uso de la magia. Ambos tienen sueños de convertirse en el Rey Mago, para cumplir la promesa hecha por ambos durante su infancia, uno de los dos debe ser el mago más fuerte.",138,38,557,22,32,15,802
Granblue Fantasy The Animation Especial,none,none,4.4,122,ESPECIAL,https://www3.animeflv.net/uploads/animes/covers/3227.jpg,FINALIZADO,673,Aventuras|Fantasía,,1.0,Especial de la serie,10,0,13,1,0,0,24
Pokemon Película 22: Mewtwo no Gyakushuu Evolution,none,none,3.4,263,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/3276.jpg,FINALIZADO,475,Acción|Aventuras|Comedia|Fantasía|Infantil,,1.0,Uno de los Pokémon más poderosos del mundo quiere venganza.,21,4,48,6,16,4,99
Robotech,超時空要塞マクロス,Super Dimension Fortress Macross,4.5,133,ANIME,https://www3.animeflv.net/uploads/animes/covers/955.jpg,FINALIZADO,535,Acción|Ciencia Ficción|Espacial|Mecha|Militar|Música|Romance,,85.0,"La primera parte de Robotech tiene como protagonista a Rick Hunter, un piloto civil al que las circunstancias llevan a ingresar a las fuerzas militares como piloto de combate. Juntamente con la línea argumental bélica se desarrolla un triángulo amoroso a lo largo de esta parte entre Rick Hunter, Lisa Hayes (Primer Oficial de la nave SDF-1) y Lynn Minmei, una joven que se convertirá en estrella del espectáculo. En 1999 una nave de origen extraterrestre se estrella en una isla del Pacífico Sur llamada Macross. Las naciones de la Tierra, en aquel momento inmersas en una violenta Guerra Civil Global, acuerdan formar un Gobierno de la Tierra Unida para organizar la defensa mundial frente a un posible ataque extraterrestre.",17,5,38,1,1,0,62
Toriko x One Piece x Dragon Ball Z Crossover,none,none,4.2,286,ANIME,https://www3.animeflv.net/uploads/animes/covers/1010.jpg,FINALIZADO,1677,,,2.0,"Crossover entre Toriko, One Piece y Dragon Ball Z.",115,51,429,37,39,14,685
La Leyenda de Korra: Libro 4,none,none,4.5,152,ANIME,https://www3.animeflv.net/uploads/animes/covers/1682.jpg,FINALIZADO,1002,,,13.0,,20,0,35,0,2,0,57
Shingeki no Kyojin Live Action,none,none,1.9,1044,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2174.jpg,FINALIZADO,1634,,Shingeki no Kyojin Season 2 (Historia Completa),1.0,,178,188,263,73,1026,50,1778
Trinity Seven Movie: Eternity Library to Alchemic Girl,none,none,4.7,1209,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2687.jpg,FINALIZADO,6444,Acción|Comedia|Ecchi|Escolares|Fantasía|Harem|Magia|Romance|Shounen,Trinity Seven (Precuela)|Trinity Seven Movie 2: Tenkuu Toshokan to Shinku no Maou (Secuela),1.0,,64,18,432,4,5,3,526
Yu☆Gi☆Oh!: The Dark Side of Dimensions,none,none,4.0,826,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2736.jpg,FINALIZADO,1136,Aventuras|Juegos|Shounen,Yu-Gi-Oh! Duel Monsters (Precuela),1.0,"En la historia original, el joven Yugi Mutou resuelve el misterio de un antiguo artefacto egipcio conocido como el Rompecabezas del Milenio y es poseído por un espíritu con una gran pasión por los juegos. En adelante, él y sus amigos deben enfrentarse a los peligrosos Juegos de las Sombras para recuperar los recuerdos del espíritu.",33,3,125,8,1,3,173
Speed Racer (Meteoro),Speed Racer,Meteoro,4.2,56,ANIME,https://www3.animeflv.net/uploads/animes/covers/956.jpg,FINALIZADO,289,Aventuras|Carreras|Deportes|Shounen,,52.0,,6,0,14,1,0,2,23
Choujikuu Yousai Macross,超時空要塞マクロス,Super Dimension Fortress Macross,4.6,123,ANIME,https://www3.animeflv.net/uploads/animes/covers/1581.jpg,FINALIZADO,628,Acción|Ciencia Ficción|Espacial|Mecha|Militar|Música|Romance,Choujikuu Yousai Macross: Ai Oboete Imasuka (Resumen)|Macross Plus (Secuela)|Macross Zero (Precuela)|Choujikuu Yousai Macross: Flash Back 2012 (Historia Paralela),36.0,"La historia comienza con la llegada, en el año 1999, de una nave alienígena, que luego de un violento ingreso atmosférico, cae sobre la isla de Ataria Sur, en el Océano Pacífico. Después de una investigación inicial y debido a lo descubierto en la nave, una coalición internacional de países, conocida como United Nations Goverment (UN), inicia un proyecto armamentístico en el que se incluye la restauración e investigación de la tecnología hallada en la nave bautizada previamente como ASS-1 (Alien Star Ship-1) y que posteriormente después de su restauración sería rebautizada como SDF-1 Macross. En 2009, durante la ceremonia de finalización del proyecto se produce la llegada de los Zentradi, raza alienígena de gigantes similares en su aspecto a los humanos pero con una sociedad basada totalmente en la guerra. La nave restaurada bautizada con el nombre de SDF-1 Macross se enciende sola y dispara contra las naves que se aproximan...",12,0,24,0,0,0,36
You're Under Arrest!,none,none,4.8,69,ANIME,https://www3.animeflv.net/uploads/animes/covers/1718.jpg,FINALIZADO,629,Acción|Comedia|Policía|Seinen,You're Under Arrest: The Movie (Secuela)|You're Under Arrest! No Mercy!! (Historia Paralela),51.0,"Natsumi Tsujimoto es una amante de las motocicletas, además de ser bastante temperamental e hiperactiva, ella circulaba por Tokyo cuando es perseguida por la policía Miyuki Kobayakawa y luego de ser detenida por ella le dice que a partir de ahora ella será su compañera de trabajo en la policía de la prefectura de Bokuto. A lo largo de la serie conocerán a varios personajes muy peculiares y vivirán miles de aventuras a bordo de su patrulla.",12,2,15,0,0,0,29
Sukitte iinayo Live Action,none,none,4.1,77,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1831.jpg,FINALIZADO,675,,,1.0,"Tachibana Mei es una sombría chica de instituto a la que no le gusta tener amigos. Por error, hiere al chico más popular de la escuela, Kurosawa Yamato. A partir de ese momento, la vida de Mei cambia.",22,8,71,7,24,1,133
Hinako Note,none,none,4.7,494,ANIME,https://www3.animeflv.net/uploads/animes/covers/2718.jpg,FINALIZADO,3459,Comedia|Recuentos de la vida,,12.0,"A Hinako Sakuragi le cuesta mucho hablar con otras personas. Para poder superar su extrema timidez, Hinako decide marcharse de su casa en un pueblo de interior para ir a estudiar a la preparatoria que cuenta con el club de teatro que tanto admira, con lo que vivirá en la residencia Hitotose-sou. Allí conocerá a Kuina, quien adora los libros y comer, a Mayuki, un poco mayor aunque no lo parezca y que adora cocina, y a la sexy casera Chiaki-san. Una tierna comedia sobre la vida diaria de una chica que tiene que vencer la timidez.",16,7,64,0,0,0,87
Ninpuu Kamui Gaiden,忍風カムイ外伝,Kamui the Ninja: Stories Other Than the Legend,4.3,38,ANIME,https://www3.animeflv.net/uploads/animes/covers/2741.jpg,FINALIZADO,224,Acción|Artes Marciales|Aventuras|Historico|Samurai,,26.0,"Kamui es un ninja del período Edo durante el gobierno del cuarto miembro del Shogunato Tokugawa, Ietsuna Tokugawa entre 1651 y 1680, que decide desertar de su clan. Al hacerlo es acosado por los demás miembros del mismo; quienes quieren matarlo por considerarlo un traidor. Por eso Kamui debe vagar constantemente por Japón para escapar de ellos y usar toda su inteligencia y grandes habilidades para sobrevivir. En el transcurso de la serie Kamui comienza a sufrir de paranoia como consecuencia de su situación de perseguido. Kamui desconfía de la gente al creer que todos ellos quieren asesinarlo. La serie transcurre en tonos grises y un ambiente triste, quizás reflejando la miseria, pobreza y violencia de este período en especial de la historia de Japón.",6,1,4,5,2,1,19
Avatar: La leyenda de Aang - Libro Agua,none,none,4.7,712,ANIME,https://www3.animeflv.net/uploads/animes/covers/456.jpg,FINALIZADO,3694,,,20.0,"En un lugar muy extraño y frio en la cima de un iceberg se encuentra congelado Aang siendo descubierto por Katara y Sokka quienes lo ayudan en su búsqueda de dominar los cuatro elementos y siempre perseguidos por Zuko, dándose a conocer personajes como: Suki, Gyatso, Roku, Zhao, Bumi, Yue, Jet entre otros aquí se descubre también sucesos importantes como la Extinción de los Maestros-Aire, El Mundo de los Espíritus, y El Cometa de Sozin y también se muestran lugares como la Tribu Agua del Norte, la Ciudad de Omashu, el Templo Aire del Norte, la Isla Kyoshi.",48,13,271,9,5,3,349
Majimoji Rurumo: Kanketsu-hen,none,none,4.6,265,OVA,https://www3.animeflv.net/uploads/animes/covers/3167.jpg,FINALIZADO,1287,Comedia|Ecchi|Escolares|Fantasía|Magia,,2.0,La historia de la bruja Rurumo y el humano Kota llega a su conclusión.,5,1,36,2,0,2,46
Tensei shitara Slime Datta Ken OVA,none,none,4.7,1263,OVA,https://www3.animeflv.net/uploads/animes/covers/3169.jpg,FINALIZADO,7770,Ecchi|Fantasía|Shounen,,5.0,,111,20,628,12,7,5,783
High Score Girl II,none,none,4.8,1260,ANIME,https://www3.animeflv.net/uploads/animes/covers/3228.jpg,FINALIZADO,3669,Comedia|Escolares|Juegos|Romance|Seinen,High Score Girl (Precuela),9.0,Segunda temporada,17,1,179,4,2,5,208
Furusato Meguri Nippon no Mukashibanashi,none,none,2.8,258,ANIME,https://www3.animeflv.net/uploads/animes/covers/2725.jpg,FINALIZADO,464,Historico|Infantil|Sobrenatural,Furusato Saisei: Nihon no Mukashi Banashi (Precuela),6.0,"Al igual que en todas las culturas, los niños Japoneses crecen escuchando constantemente historias contadas por sus abuelos y abuelas. El niño que nació de un melocotón; la princesa de la luna que es descubierta dentro de un bambú; el viejo que puede hacer florecer un árbol de sakuras muerto, entre otras. Estas historias cortas que enseñan a los niños a ver ambos lados de la vida han pasado valores tradicionales de generación en generación.",20,17,19,6,28,7,97
Hadi girl,none,none,4.6,116,ANIME,https://www3.animeflv.net/uploads/animes/covers/1378.jpg,FINALIZADO,853,,,10.0,"Sigue las desventuras de una chica muy timida con los hombres, cierta noche se le aparece un huevo y con él, un ser mágico de amor que le dice que tendrá que cumplir asignaciones de indole romanticas.",12,0,44,2,0,1,59
Rurouni Kenshin: Densetsu no Saigo-hen,none,none,4.2,44,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1828.jpg,FINALIZADO,236,,Rurouni Kenshin: Kyoto Taika-hen (Precuela),1.0,Tercera película y final de la saga Live action de Rurouni kenshin.,8,2,16,0,3,3,32
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga Live Action",none,none,4.1,112,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/2207.jpg,FINALIZADO,677,,,1.0,,35,26,67,25,13,6,172
Getsuyoubi no Tawawa,none,none,4.5,587,OVA,https://www3.animeflv.net/uploads/animes/covers/2611.jpg,FINALIZADO,11884,Recuentos de la vida,Getsuyoubi no Tawawa 2 (Secuela),14.0,"La historia gira en torno a un asalariado que tiene la oportunidad de encontrarse con una chica llamada Ai. Comienzan a verse cada lunes en el tren, y ...",82,12,397,20,8,8,527
Room Mate,none,none,4.4,488,ANIME,https://www3.animeflv.net/uploads/animes/covers/2730.jpg,FINALIZADO,1675,Recuentos de la vida,,12.0,En Room Mate el espectador toma el rol en primera persona de la casera de un dormitorio masculino en el que conocerá a tres chicos.,4,3,70,3,0,1,81
Arifureta Shokugyou de Sekai Saikyou Specials,none,none,4.6,872,ESPECIAL,https://www3.animeflv.net/uploads/animes/covers/3235.jpg,FINALIZADO,7166,Acción|Aventuras|Fantasía|Harem,,1.0,Especiales,178,126,1050,18,18,13,1403
Overflow,none,none,4.4,1180,ANIME,https://www3.animeflv.net/uploads/animes/covers/3243.jpg,FINALIZADO,9833,Ecchi|Romance,,7.0,"La historia de comedia romántica se centra en un estudiante universitario masculino, Kazushi Sudō, y sus amigas de la infancia, las hermanas Shirakawa. La historia comienza con circunstancias extrañas, y los tres terminan bañándose juntos.",278,111,1577,137,106,50,2259
Avatar: La leyenda de Korra,none,none,4.4,421,ANIME,https://www3.animeflv.net/uploads/animes/covers/799.jpg,FINALIZADO,2912,,La Leyenda de Korra: Libro 2 (Precuela),12.0,"Korra es una maestra agua nativa de la Tribu Agua del Sur, según sigue el ciclo del Avatar. Korra ya tiene control sobre el agua control, la tierra control y el fuego control, pero todavía no controla el aire control. Ella aprenderá aire control de un maestro aire, Tenzin, el hijo de Aang y Katara. Como no sucedía en la anterior serie, Avatar: La leyenda de Korra será ambientada en dos únicos lugares, la Ciudad República, una ciudad donde las personas de todas las naciones, maestros y no maestros, viven juntos y por primera vez el Imperio de la Magia, donde habitan maestros y no maestros del poder de la magia, ellos intentarán dominar Ciudad República y las otras 4 naciones. Ciudad República está rodeada del crimen y una revolución de anti-maestros.",70,9,175,7,15,6,282
https://www3.animeflv.net/anime/kami-no-tou,none,none,0,0,none,none,404 not found,0,,,0.0,none,0,0,0,0,0,0,0
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,none,none,4.7,1220,OVA,https://www3.animeflv.net/uploads/animes/covers/3338.jpg,FINALIZADO,5015,Comedia|Escolares|Romance,,1.0,"La historia se centra en Amatsuyu “Joro” Kisaragi, un chico ordinario de preparatoria que es invitado por dos hermosas chicas a hablar a solas: la primera es su senpai, Sakura “Cosmos” Akino, y la segunda es su amiga de la infancia Aoi “Himawari” Hinata. Esperando que ambas va a confesarle su amor, Joro triunfante asiste a verlas solo para que ellas le confiesen que están enamoradas de su mejor amigo, Taiyou “Sun-chan” Ouga. Joro a regañadientes acepta ayudarlas a atraer su atención, con la esperanza de aprovechar la situación cuando una de las dos pierda, no obstante, la chica ratón de biblioteca Sumireko “Pansy” Sanshokuin se le confiesa, y resulta que su mejor amigo Sun-chan en realidad solo está interesado en ella. ¡Vaya lío!",202,58,1287,33,18,23,1621
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,none,none,4.7,380,OVA,https://www3.animeflv.net/uploads/animes/covers/3555.jpg,FINALIZADO,7648,Fantasía|Recuentos de la vida|Shounen,,1.0,"La historia original de tres partes sigue a Gabriel, un chico común que se acaba de mudar de Londres y estaba aburrido de su entorno, hasta que un día, vio una voluta de humo púrpura desde la ventana de su casa. En ese momento, persiguió apresuradamente el humo, buscando cualquier tipo de libertad y diversión. Aunque no deberían, el mundo del chico y el de los magos pronto se cruzan… Mientras tanto, en medio de un día normal poco común, donde Elias está ayudando a Chise a prepararse para ir a la Academia, Spriggan llega a la mansión en un caballo aparentemente espeluznante con un mensaje sombrío, “la aparición del cuerpo de cazadores de fantasmas esta vez es muy extraña”.",120,7,856,29,21,13,1046
Avatar: La leyenda de Aang - Libro Tierra,none,none,4.8,435,ANIME,https://www3.animeflv.net/uploads/animes/covers/457.jpg,FINALIZADO,2660,,,20.0,"Aang está en la misión de obtener un maestro tierra, resultando ser Toph. Pero esta vez la hermana de Zuko llamada Azula los persigue mucho más. Los nuevos objetivos parecen aparecerles cruzar por sus mentes y tratan de encontrar a Appa y anunciar el día del sol negro. Aquí aparecen también nuevos personajes tales como Maestros Agua del Pantano, Long Feng, el Rey de la Tierra, Xin Fu, Mai, los Dai Lee y muchos mas apareciendo como nuevos lugares entre ellos la ciudad de Ba Singse, el Templo Aire del Este pero Aang logra dominar Tierra Control más adelante y lo hará en el transcurso de la historia.",43,6,157,1,3,3,213
xxxHOLiC: Kei,xxxHOLiC◆継,none,4.6,166,ANIME,https://www3.animeflv.net/uploads/animes/covers/541.jpg,FINALIZADO,816,Comedia|Drama|Misterio|Psicológico|Sobrenatural,xxxHOLiC (Precuela),13.0,"Prosiguen las aventuras y los extraños sucesos en torno a Kimihiro Watanuki, quien aún continúa pagando a la misteriosa, caprichosa y poderosa bruja Yuuko Ichihara para que su deseo de dejar de ver a espíritus y seres paranormales se haga realidad. Pero sus encuentros con diversos entes, seres y personas marcarán el principio de un cambio de vital importancia que Watanuki deberá atesorar con vistas al futuro. Los vínculos con la alegre Himawari Kunogi y, sobre todo, con el serio Shizuka Doumeki, se estrecharán cada vez más, y las preguntas acerca de su propia existencia se irán haciendo cada vez más frecuentes.",7,0,28,1,0,1,37
