title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Shinsekai yori,新世界より,From the New World,4.6,510,ANIME,https://www3.animeflv.net/uploads/animes/covers/853.jpg,FINALIZADO,3865,Ciencia Ficción|Drama|Misterio|Sobrenatural|Terror,,25.0,"La historia se sitúa en un Japón de dentro de mil años. Cinco niños (Saki la protagonista, Satoru, Maria, Mamoru y Shun) han nacido y se han criado en un tranquilo pueblo del cual se podría decir que es una utopía, con agua abundante y verdes zonas. El mundo de esa época está gobernado por aquellos con el ?poder maldito?, también conocido como ?el poder de los dioses?: la telequinesis. Tras cierto incidente, Saki y los otros acaban descubriendo la verdadera naturaleza del mundo en que viven. Entonces se dedican a estudiar toda la historia de la humanidad para descubrir cómo ha llegado hasta ese punto. Los cinco se embarcarán en una arriesgada aventura para luchar por proteger a sus amigos en un mundo al borde del colapso.",19,1,89,8,1,3,121
Asura,アシュラ,none,4.4,141,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/976.jpg,FINALIZADO,1054,Drama|Historico,,1.0,"La historia tiene como protagonista a un niño en una época de hambre absoluta en el Japón mediaval, la cual llega hasta tal punto que el protagonista, Ashura, está a punto de ser devorado por su propia madre.",21,3,49,10,1,35,119
Hori-san to Miyamura-kun,none,none,4.7,368,OVA,https://www3.animeflv.net/uploads/animes/covers/1246.jpg,FINALIZADO,3659,Comedia|Escolares|Romance|Shounen,,3.0,"Tratará sobre la agridulce adolescencia de una chica llamada Kyouko Hori y de un chico llamado Izumi Miyamura. Ambos se conocen por cierto incidente, y a partir de ahí comenzarán una relación.",87,17,534,25,18,12,693
Hagure Yuusha no Estetica: Hajirai Ippai,none,none,4.6,148,OVA,https://www3.animeflv.net/uploads/animes/covers/931.jpg,FINALIZADO,1466,Comedia|Ecchi,,6.0,Especiales de 4 minutos incluidos en los DVD/BD de la serie.,15,3,45,1,2,1,67
Tiger & Bunny Movie 1: The Beginning,none,none,4.1,44,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1491.jpg,FINALIZADO,157,Acción|Comedia|Misterio|Superpoderes,Tiger & Bunny (Precuela)|Tiger & Bunny Movie 2: The Rising (Secuela),1.0,La primera de dos películas de Tiger. Basada en los primeros dos episodios de la serie televisiva y con nuevas escenas adicionales.,3,0,15,3,0,1,22
Hashi no Mukou,none,none,4.0,21,OVA,https://www3.animeflv.net/uploads/animes/covers/1713.jpg,FINALIZADO,86,Historico|Sobrenatural|Terror,,1.0,"Existe una vieja historia sobre los niños desaparecidos a la orilla del río. Este hecho ha atormentado a Otoha desde que su pequeño amigo Shiro desapareció cuando tenía siete años. Después de muchos años, vuelve a su pueblo como reportera para cubrir la disputa entre el gobierno y los disidentes. Cuando se separa del grupo, cree que alguien podría estar jugando con su desesperación en las profundidades del pueblo.",6,0,7,2,0,0,15
Eureka Seven AO: Jungfrau no Hanabanatachi,エウレカセブンAO -ユングフラウの花々たち-,none,3.8,20,OVA,https://www3.animeflv.net/uploads/animes/covers/885.jpg,FINALIZADO,210,Acción|Aventuras|Ciencia Ficción|Drama|Mecha,Eureka Seven Astral Ocean (Historia Principal),1.0,"Ova Incluida en el Blu-ray Hibrido que acompañará al videojuego de PS3, ATTACK THE LEGEND.",2,1,4,1,1,2,11
Resident Evil: Damnation,バイオハザード ダムネーション,none,4.0,221,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/852.jpg,FINALIZADO,706,Acción|Ciencia Ficción|Terror,,1.0,"Resident Evil: Damnation, conocida como Biohazard: Damnation (バイオハザード ダムネーション Baiohazādo: Damunēshon?) en Japón y conocida como Resident Evil: La Maldición en España y en Latinoamérica como Resident Evil: Infierno. Es una secuela de Resident Evil: Degeneration.",17,8,59,6,2,1,93
High School DxD OVA,none,none,4.6,479,OVA,https://www3.animeflv.net/uploads/animes/covers/1034.jpg,FINALIZADO,4812,Comedia|Demonios|Ecchi|Escolares|Romance,High School DxD (Historia Principal),2.0,,43,8,334,5,4,2,396
One Piece: Episodio de Nami: Kōkaishi no Namida to Naka,none,none,4.4,115,OVA,https://www3.animeflv.net/uploads/animes/covers/851.jpg,FINALIZADO,685,Acción|Aventuras|Comedia|Drama|Fantasía|Shounen|Superpoderes,,1.0,"Episodio especial que estará basado en el arco de Nami (uno de los primeros de la serie), y estará realizado completamente desde cero.",21,3,147,3,8,5,187
Nogizaka Haruka no Himitsu: Finale♪,乃木坂春香の秘密 ふぃな～れ♪,none,4.7,176,OVA,https://www3.animeflv.net/uploads/animes/covers/850.jpg,FINALIZADO,738,Comedia|Romance,Nogizaka Haruka no Himitsu: Purezza (Precuela),4.0,Narra el arco final de la novela de la cual ha sido basada.,5,0,23,1,0,0,29
