title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Nanatsu no Bitoku,The Seven Heavenly Virtues,七つの美徳,3.9,603,ANIME,https://www3.animeflv.net/uploads/animes/covers/2900.jpg,FINALIZADO,6235,Ecchi|Fantasía,,12.0,"Los Siete Pecados Capitales, demonios del infierno, han movido ficha esparciendo su plaga por todo el mundo. El caos se ha apoderado del Paraíso, y los ángeles de “Las Siete Virtudes” son enviados a la tierra en busca de un candidato que se convierta en el “verdadero mesías”.",22,12,82,6,5,3,130
Killing Bites,キリングバイツ,none,4.4,1391,ANIME,https://www3.animeflv.net/uploads/animes/covers/2894.jpg,FINALIZADO,13062,Acción|Ciencia Ficción|Ecchi|Seinen|Terror,,12.0,"En un mundo en el que existen duelos entre híbridos de seres humanos y distintos animales, el estudiante universitario Nomoto Yuya se ve envuelto en una terrible situación: unos conocidos le obligan a acompañarlos a secuestrar a una chica. Sin embargo, la joven es una híbrido de Ratel, un animal de lo más feroz, y no duda en defenderse y matarlos a todos, menos al pobre Yuya. De este modo, los dos forjarán una extraña amistad y Hitomi se quedará al lado de Yuya para protegerlo.",66,4,191,11,8,11,291
Darling in the FranXX,ダーリン・イン・ザ・フランキス,none,4.7,9328,ANIME,https://www3.animeflv.net/uploads/animes/covers/2897.jpg,FINALIZADO,52385,Ciencia Ficción|Mecha,,24.0,"Los chicos sueñan con poder volar algún día por el infinito cielo, aunque son dolorosamente conscientes de cuán lejos está el cielo más allá del cristal que les impide salir volando. En un futuro distante la humanidad ha creado Plantation, una ciudad fortaleza móvil construida sobre las ruinas del mundo y en la que ha florecido la civilización. En la ciudad hay barracones especiales para pilotos llamados Mistilteinn, aunque popularmente se los conoce como ""jaulas de pájaros"". Allí es donde viven estos chicos... sin saber nada del mundo exterior, sin poder sentir nunca el enorme cielo. Su única misión en la vida siempre fue luchar. Sus enemigos son los misteriosos organismos gigantes conocidos como Kyoryu, a los cuales enfrentan con los robots llamados FRANXX. No saben hacer otra cosa y no se lo plantean, pues creen que este es su propósito único en la vida. entre ellos está un niño al que en su día consideraron un niño prodigio: Código 016, Hiro. Sin embargo, ahora es un fracaso y se lo considera innecesario. Quienes no pueden pilotar un FRANXX es como si no existieran. Un día aparece ante Hiro una chica llamada Zero Two y de su cabeza surgen dos cuernos. ""Te encontré, cariño mío""",883,97,7260,119,136,534,9029
Nanatsu no Taizai: Imashime no Fukkatsu,The Seven Deadly Sins: Revival of the Commandments,七つの大罪 戒めの復活,4.6,5384,ANIME,https://www3.animeflv.net/uploads/animes/covers/2895.jpg,FINALIZADO,41554,Acción|Fantasía|Shounen|Sobrenatural,Nanatsu no Taizai: Seisen no Shirushi (Precuela)|Nanatsu no Taizai: Kamigami no Gekirin (Secuela),24.0,Nueva temporada de la serie Nanatsu no Taizai.,152,26,847,24,22,12,1083
Gin no Guardian 2nd Season,"Shirogane no Guardian, The Silver Guardian",銀の墓守り 第2期,4.4,385,ANIME,https://www3.animeflv.net/uploads/animes/covers/2896.jpg,FINALIZADO,3484,Aventuras|Fantasía,Gin no Guardian (Precuela),6.0,Segunda temporada de Gin no Guardian,25,2,40,1,7,0,75
Beatless,none,none,4.4,1134,ANIME,https://www3.animeflv.net/uploads/animes/covers/2898.jpg,FINALIZADO,13986,Acción|Ciencia Ficción|Drama|Romance,,24.0,"Nos presenta una IA ultra avanzada que supera a la inteligencia humana, lo que lleva a la creación de seres artificiales que ni siquiera sabemos bien cómo funcionan. Lacia es una hIE, un ser artificial en forma de preciosa chica con la que se encuentra Arato Endo, un joven de 17 años.",38,1,130,4,4,10,187
Takunomi.,Takunomi,たくのみ。,4.3,330,ANIME,https://www3.animeflv.net/uploads/animes/covers/2890.jpg,FINALIZADO,3752,Comedia|Recuentos de la vida,,12.0,"Esta obra de comedia gira en torno a Michiru Amatsuki, una joven de 20 años que decide mudarse a Tokio en busca de un nuevo trabajo. Allí se hospeda en Stella House Haruno, una casa compartida por mujeres. Sus compañeras tienen trabajos y edades distintas, pero siempre que tengan alcohol y comida deliciosa… todo irá bien.",6,4,32,1,0,0,43
Hakyuu Houshin Engi,"Soul Hunter, Senkai-den Houshin Engi",覇穹 封神演義,3.9,187,ANIME,https://www3.animeflv.net/uploads/animes/covers/2893.jpg,FINALIZADO,1734,Aventuras|Demonios|Fantasía|Shounen|Sobrenatural,Senkaiden Houshin Engi (Historia Paralela),24.0,"El pueblo de un otrora, próspero reino, ahora sufre el caos y la opresión de su nueva gobernante, la malvada Sennin Dakki, a quien acompaña su grupo de malhechores. Ante tal situación, el consejo de los Sennin ha preparado el ""Proyecto Honshin"" por el cual han designado al joven aprendiz Daikobo para reunir a un grupo con el que capturar y sellar a todos los Sennin malvados del mundo y establecer un nuevo reino.",17,0,8,1,1,1,28
Dagashi Kashi 2,だがしかし2,none,4.5,655,ANIME,https://www3.animeflv.net/uploads/animes/covers/2889.jpg,FINALIZADO,6275,Comedia|Recuentos de la vida|Shounen,Dagashi Kashi (Precuela),12.0,Segunda temporada de Dagashi Kashi.,15,5,124,0,2,2,148
Miira no Kaikata,How to keep a mummy,ミイラの飼い方,4.7,862,ANIME,https://www3.animeflv.net/uploads/animes/covers/2888.jpg,FINALIZADO,9626,Comedia|Recuentos de la vida|Sobrenatural,,12.0,"Sora Kashiwagi es un estudiante de preparatoria corriente que lleva una vida sencilla y normal, al menos hasta que su padre, un autoproclamado aventurero, le envía un curioso regalo desde Egipto: ¡una momia! El sarcófago que le envía su padre es enorme, y junto a él, una carta: ""¡He encontrado una momia genial, así que he decidido dejarla en tus manos, hijo mío!"".",33,16,392,2,1,1,445
