title,title_alternative1,title_alternative2,rating,votes,type_serie,cover,state,followers,categories,related,episodes,description,reactions_like,reactions_funny,reactions_love,reactions_surprise,reactions_angry,reactions_sad,reactions_total
Hourou Musuko,放浪息子,none,4.7,97,ANIME,https://www3.animeflv.net/uploads/animes/covers/255.jpg,FINALIZADO,636,Drama|Escolares|Recuentos de la vida,,11.0,"Hôrô Musuko cuenta la historia de Shûichi Nitori, un estudiante de 5to. grado al que le gusta cocinar y siempre ha sido un chico afeminado. Cuando es transferido a una nueva escuela conoce a Yoshino Takatsuki, una chica alta y de aspecto masculino a la que todos llaman Takatsuki-kun. Ambos tienen secretos que no pueden permitir que los demás conozcan.",6,0,37,2,1,0,46
Kimi ni Todoke 2nd Season,君に届け 2ND SEASON,none,4.8,1184,ANIME,https://www3.animeflv.net/uploads/animes/covers/221.jpg,FINALIZADO,6431,Escolares|Recuentos de la vida|Romance|Shoujo,Kimi ni Todoke (Precuela),12.0,"Kimi ni Todoke nos cuenta la historia de Sawako Kuronuma, una chica con gran parecido a Sadako, de la película The Ring, y, por ende, una visión aterradora para sus compañeros ya que ella no suele acercarse a nadie y es muy tímida. Un día se encuentra en su camino a Shota Kazehaya y empieza a hablar con ella convirtiéndose en una bonita amistad y en una forma de abandonar su lado solitario.",30,5,383,9,5,2,434
https://www3.animeflv.net/anime/level-e,none,none,0,0,none,none,404 not found,0,,,0.0,none,0,0,0,0,0,0,0
Dragon Crisis!,ドラゴンクライシス!,none,4.5,275,ANIME,https://www3.animeflv.net/uploads/animes/covers/243.jpg,FINALIZADO,3142,Acción|Escolares|Magia|Romance|Seinen|Sobrenatural,,12.0,"Un chico normal de secundaria lleva una vida pacífica Kisaragi Ryuji le espera una aventura por el regreso de su primo segundo Eriko. Ryuji y Eriko deben apoderarse de un relicario de un corredor negro. En el cuadro, se encuentran con un dragón rojo una niña, Rose. Con el fin de proteger a Rose de la the black organization, Ryuji decide luchar usando su poder cn el controlador de reliquia.",35,3,91,1,1,1,132
Kore wa Zombie Desu ka?,これはゾンビですか?,Is This a Zombie?,4.6,650,ANIME,https://www3.animeflv.net/uploads/animes/covers/242.jpg,FINALIZADO,8112,Acción|Comedia|Ecchi|Harem|Magia|Sobrenatural,Kore wa Zombie Desu ka? OVA (Secuela),12.0,"Este anime basado en al novela ligera de Shinichi Kimura, nos relata como un perezoso chico de preparatoria llamado Ayumu Aikawa es asesinado por un homicida en serie, mas una chica llamada ?Y?? (Eucliwood Hellscythe) lo resucita como un zombie. Ahora Ayumu tiene que enfrentar su nueva vida donde aparecen chicas mágicas, vampiresas y ninjas.",34,21,133,2,0,2,192
Beelzebub,べるぜバブ,none,4.7,943,ANIME,https://www3.animeflv.net/uploads/animes/covers/238.jpg,FINALIZADO,9922,Acción|Comedia|Demonios|Escolares|Shounen|Sobrenatural,,61.0,"La historia trata sobre el ""delincuente juvenil más fuerte"", Oga Tatsumi, quien está en el primer año de la Escuela Ishiyama, la escuela para delincuentes. Pero un día mientras dormía cerca a un río, mira a un hombre flotar en el río, quien de repente se parte en dos, y sale de él un bebé. Este bebé es el hijo del Rey demonio quien fue enviado para destruir la tierra, y Oga fue elegido para criarlo junto con la sirvienta del bebé, Hilda. La historia cuenta la vida de Oga Tatsumi con el niño y la escuela para delincuentes. Aunque la historia realmente empieza cuando él le comienza a contar a su mejor (y único) amigo Furuichi Takayuki cómo encontró al bebe.",66,44,320,5,4,3,442
Oniichan no Koto Nanka Zenzen Suki Janain Dakara ne!!,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,none,4.1,209,ANIME,https://www3.animeflv.net/uploads/animes/covers/237.jpg,FINALIZADO,2207,Comedia|Ecchi|Harem|Romance,,13.0,"La historia gira en torno a Nao Takanashi ,una estudiante de secundaria que tiene un complejo de hermanos muy fuerte, tan fuerte que puede llegar a punto del incesto. Ella está deter minada a hacer que su hermano,Shuusuke Takanashi , un estudiante de instituto la vea como una mujer sea como sea. Ella incluso llega muy lejos metiendose a escondidas a la habitación de su hermano en búsqueda de revistas pornográficas o algo parecido, con tal de lograr su cometido y seducirlo.",33,18,44,6,5,1,107
Mitsudomoe Zoryochu!,みつどもえ 増量中!,none,4.6,87,ANIME,https://www3.animeflv.net/uploads/animes/covers/239.jpg,FINALIZADO,406,Comedia|Escolares|Recuentos de la vida,Mitsudomoe (Precuela),8.0,"Segunda Temporada de Mitsudomoe.Cuenta la historia de las trillizas Marui, que a pesar de esta condición, son muy diferente entre si, tanto en aspecto como en personalidad. Ellas (Mitsuba, Futaba y Hitoha) van a la misma clase, su profesor Satoshi Yabe es un recién graduado, por lo tanto un poquito inexperto. Él tendrá que lidiar con las problemáticas chicas y el resto de la clase.",1,1,16,0,0,0,18
Cardfight!! Vanguard,CARDFIGHT!! ヴァンガード,Cardfight Vanguard,4.4,80,ANIME,https://www3.animeflv.net/uploads/animes/covers/240.jpg,FINALIZADO,733,Acción|Aventuras|Demonios|Juegos|Shounen,Cardfight!! Vanguard G: Gears Crisis-hen (Secuela),65.0,"Sendo Aichi, es un chico tímido en su tercer año de la escuela media. Había estado viviendo su vida mirando hacia atrás y no hacia delante, tratando de no llamar la atención. Sin embargo, había una cosa que lo mantuvo activo - el ""Blade Blaster"", una tarjeta de un juego de cartas que se le dio cuando era pequeño. Esa tarjeta es la razón por la que comienza a involucrarse en las luchas de la tarjeta, algo que cambia su vida drásticamente. El nombre del juego de cartas es ""Vanguard"". El juego tiene lugar en un planeta diferente llamado ""Klay"", y debido a un sistema de juego nunca antes vista, se convierte en popular en todo el mundo. Aichi, inmediatamente atraído por la vanguardia, se encuentra con amigos como Togura Misaki y Kamui Katsuragi, junto con otros rivales. A través de rivalidad amistosa con ellos, Aichi comienza a disfrutar de una vida plena. Aichi, sin embargo, tiene un objetivo: una vez más la batalla con un luchador de vanguardia por el nombre de Kai Tosihki. Kai Toshiki es un hijo de distante y fría-secundaria que tiene habilidades sobresalientes en el mundo de la vanguardia. Él es también la razón por Aichi comenzó a jugar el juego. Para él, Toshiki es la persona que le salvó de su vida aburrida y le presentó a la vanguardia. Con el fin de mejorar en la vanguardia, Aichi pone su alma en él todos los días. Él desea que algún día, él será capaz de batallar contra Toshiki y lo han reconocen su valía.",10,2,18,0,0,0,30
Freezing,フリージング,none,4.5,385,ANIME,https://www3.animeflv.net/uploads/animes/covers/235.jpg,FINALIZADO,5753,Acción|Artes Marciales|Ciencia Ficción|Drama|Ecchi|Harem|Romance|Seinen,Freezing Vibration (Precuela),18.0,"La Tierra es invadida por seres extra-dimensionales, conocidos como ?Los Nova?. Kazuya perdió a su hermana en la guerra que se desató contra estos seres, y decide enrolarse en Genetics, una academia militar donde se entrena a las guerreras conocidas como Pandoras, quienes, mediante la implantación en sus cuerpos de un tejido conocido como Stigmata, adquieren las habilidades necesarias para combatir a los invasores. Pero, no pueden combatir solas, necesitan una pareja, un chico joven llamado Limiter, que evite el efecto de ?Freezing? (Congelamiento, del espacio-tiempo en este caso) que es lo que sucede siempre que los Nova aparecen. Kazuya terminará siendo el compañero de Bridget L. Satellizer, conocida como ?La Reina Intocable?, ya que por su ferocidad y carácter insoportable, es la única Pandora que jamás ha sido capaz de tener una pareja estable. Juntos, se ayudarán mutuamente para tratar de sanar las heridas del pasado.",29,5,76,2,2,2,116
Gosick,GOSICK -ゴシック-,none,4.7,945,ANIME,https://www3.animeflv.net/uploads/animes/covers/234.jpg,FINALIZADO,5448,Drama|Historico|Misterio|Romance,,24.0,"La historia está ambientada apenas terminó la Primera Guerra Mundial, en una pequeña nación llamada Sauville, ubicada en Europa. Kazuya Kujo, un joven japonés proveniente de una familia militar que llega al país con el propósito de convertirse en un buen soldado. Adaptarse al nuevo ambiente es el primer problema que tiene el joven al llegar a Sover, pero su vida se le complicará bastante después que lo acusan de ser el culpable de un misterioso asesinato. Por suerte, el japonés contará con la ayuda y la amistad de una bella y simpática chica, Victorique, y juntos comenzarán una emocionante jornada en búsqueda del verdadero culpable del crimen.",31,3,162,9,3,7,215
Maho Shojo Madoka Magica,魔法少女まどか★マギカ PUELLA MAGI MADOKA MAGICA,Puella Magi Madoka Magica,4.5,1576,ANIME,https://www3.animeflv.net/uploads/animes/covers/233.jpg,FINALIZADO,7537,Drama|Magia|Psicológico|Suspenso,Gekijouban Mahou Shoujo Madoka Magica (Zenpen) - Hajimari no Monogatari (Historia Paralela),12.0,"Madoka, es una chica ordinaria de segundo año de la Tercera Secundaria; un dia, una chica llamada Homura que luce exactamente como ella aparece en sus sueños se trandirio a su escuela. Desde ese encuentro con una chica milagrosa,, Madoka tiene que estar en contra de su nuevo destino como una chica mágica.",41,10,297,15,9,31,403
Otona Joshi no Anime Time 2,大人女子のアニメタイム 2,none,4.1,30,ANIME,https://www3.animeflv.net/uploads/animes/covers/964.jpg,FINALIZADO,180,Drama|Josei|Recuentos de la vida,,2.0,"La historia nos presenta a una mujer de 33 años llamada Noriko, que ha decidido dejar Kanazawa, su ciudad natal, para no llevar una vida corriente. Fue a la universidad de Tokyo, se casó con un hombre de éxito en una gran empresa y tuvo un hijo. Regresa de América, a la tierra en la que nació, con su marido y su hijo de cuatro años. Sin embargo el volver no le producirá buenas sensaciones, puesto que se presenta un hombre que comparte un importante secreto con Noriko.",5,0,5,1,0,0,11
Yumekui Merry,夢喰いメリー,Dream Eater Merry,4.7,137,ANIME,https://www3.animeflv.net/uploads/animes/covers/232.jpg,FINALIZADO,1395,Acción|Shounen|Sobrenatural,,13.0,"Nuestro protagonista Yumeji, que vive con su amiga Isana, desde hace 10 años puede ver las auras de los sueños de las personas, y saber que son según sus colores, ademas siempre ha tenido un mismo sueño sobre unos gatos callejeros que lo persiguen. Un día se encuentra a una misteriosa chica que se autodenomina Merry, con la que irá descubriendo muchas cosas sobre el mundo y los sueños, y juntos vivarán varias situaciones raras.",9,1,18,2,0,0,30
Infinite Stratos,IS&lt;インフィニット・ストラトス&gt;,IS: Infinite Stratos,4.6,800,ANIME,https://www3.animeflv.net/uploads/animes/covers/231.jpg,FINALIZADO,12213,Acción|Ciencia Ficción|Comedia|Harem|Mecha,Infinite Stratos Encore: Koi ni Kogareru Rokujuso (Historia Paralela)|IS: Infinite Stratos 2 (Precuela),12.0,"Japón creó un exoesqueleto armado impulsado, el Infinite Stratos (IS), y esto se hizo la corriente principal de armas. Sólo las mujeres pueden hacer funcionar el IS, ya que las mujeres dominan la sociedad sobre hombres. Orimura Ichika es un muchacho de 15 años y por casualidad toca un IS colocado en la escuela de entrenamiento pilota para IS. Él es la única persona que puede ocupar al IS y forzó para entrar en la escuela de entrenamiento. La vida ocupada de la escuela de Ichika rodeada por muchachas ha comenzado.",68,17,257,8,5,2,357
Wolverine,ウルヴァリン,none,4.4,42,ANIME,https://www3.animeflv.net/uploads/animes/covers/241.jpg,FINALIZADO,583,Acción|Artes Marciales|Superpoderes,Iron Man (Secuela)|X-Men (Precuela)|Blade (Precuela),12.0,"Un día en Nueva York, Logan se enamora de una mujer japonesa llamada Mariko. Cuando ella desaparece misteriosamente, Logan va a Japón en su búsqueda. Yashida Shingen, el padre de Mariko, es el líder de Kuzuryuu, una organización Yakuza. Logan descubre que el regreso de Mariko a Japón fue a causa de un matrimonio arreglado entre ella y un político para sellar una alianza entre esa persona y Kuzuryuu. Durante el ataque a la mansión de Shingen, Logan es herido con una aguja venenosa que reduce sus habilidades mutantes y es derrotado por Shingen en un duelo. Descubierto al borde de la muerte por la misteriosa Yukio. Logan se recupera para jurar venganza contra Shingen y recuperar a Mariko.",9,2,8,2,0,0,21
Rio: Rainbow Gate!,none,none,3.9,41,ANIME,https://www3.animeflv.net/uploads/animes/covers/2171.jpg,FINALIZADO,673,Comedia|Ecchi|Juegos,,13.0,"Howard Resort, es un hotel balneario que dibuja las costumbres del mundo entero con el señuelo de la posibilidad de ganar una fortuna. Su recurso es un casino. Uno de sus empleados es la bella Rio Rollins, siguiendo los pasos de su famosa madre. Para alcanzar su objetivo, ella trabaja para conseguir el legendario juego de tarjetas de Puerta. A la persona que junte las 13 Puertas le es concedido el título de empleado más valioso del Casino.",5,2,7,3,0,1,18
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,none,none,4.4,25,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1759.jpg,FINALIZADO,153,Acción|Ciencia Ficción|Drama|Mecha|Militar,Soukyuu no Fafner: Dead Aggressor (Precuela)|Soukyuu no Fafner: Dead Aggressor - Exodus (Secuela),1.0,"Es el año 2148. Han pasado dos años desde el ataque de los Festums, criaturas alienígenas basadas en el silicio que invadieron la Tierra y la devastaron casi por completo. La Tierra pudo resistir el ataque y casi exterminó al enemigo. Mientras tanto, en la isla Tatsumiya, Kazuki Makabe, disfruta de los días de paz que él ayudó a construir. Las cosas cambian cuando un día llega en la isla una embarcación con un solo ocupante a bordo y la paz que los habitantes de la isla conocían, pronto llegará a su fin.",4,0,8,0,1,0,13
Inazuma Eleven Saikyo Gundan Ogre Shurai,劇場版イナズマイレブン 最強軍団オーガ襲来,none,4.4,76,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/624.jpg,FINALIZADO,672,Deportes|Shounen|Superpoderes,Inazuma Eleven (Historia Principal),1.0,"Inazuma Eleven Saikyo Gundan Ogre Shurai:Once Relámpagos: El ataque de los poderosos Ogre Shuurai La primera película que fue estrenada el 23 de diciembre del 2010,y lanzado al Dvd Blueray el 20 de julio del 2011. En Inazuma Eleven Saikyo Gundan Ogre Shurai veremos como son retados los jugadores del antiguo Raimon por Oga Shuurai,ellos son un equipo de alienigenas que busca ser el equipo mas poderoso del universo.....",10,2,73,3,3,1,92
Starry Sky,Starry☆Sky,none,3.9,79,ANIME,https://www3.animeflv.net/uploads/animes/covers/218.jpg,FINALIZADO,961,Escolares|Harem|Shoujo,,26.0,"Tsukiko, acaba de matricularse en una escuela que hasta hace poco era solo para chicos. Puesto que la escuela que ubica convenientemente en un entorno rural y el nivel es bastante alto, se ha convertido en una escuela exclusiva, siendo la única chica que ha logrado acceder. En Starry Sky, los doce atributos de los signos del Zodiaco son personificados por jóvenes.",10,2,24,1,4,2,43
Major: Message,none,none,4.5,78,OVA,https://www3.animeflv.net/uploads/animes/covers/2206.jpg,FINALIZADO,311,Comedia|Deportes|Drama,Major: World Series (Precuela)|Major 2nd (TV) (Secuela),1.0,"Han pasado diez años. Tras la lesión que dejó en alto la carrera de Gorou como pitcher, se prepara para empezar de nuevo su carrera en el béisbol como jugador de campo.",4,2,24,1,0,3,34
Gintama Shinyaku Benizakura Hen,劇場版 銀魂 新訳紅桜篇,Gintama: The Movie,4.6,144,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/589.jpg,FINALIZADO,631,Acción|Ciencia Ficción|Comedia|Historico|Parodia|Samurai|Shounen,Gintama (Historia Completa)|Gintama Kanketsuhen: Yorozuya yo Eien Nare (Precuela),1.0,"Ésta película es una reinvención de una de las sagas más aclamadas en la serie Gintama. Takasugi y el Kihetai han regresado, ahora con un aliado que posee una espada demoniaca. Dependerá del Yorozuya evitar que Takasugi lleve a cabo su plan de arrasar con Edo dejando a un lado los sentimientos que tuvieron como compañeros de lucha en la guerra contra los Amanto.",16,2,61,0,1,0,80
Haiyoru! Nyaruani: Remember My Love,這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生),none,4.3,66,ANIME,https://www3.animeflv.net/uploads/animes/covers/217.jpg,FINALIZADO,751,Ciencia Ficción|Comedia,(Spin-Off)|Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata (Spin-Off),12.0,"Nyarlathotep (El Caos Reptante). Ésta es una deidad demoníaca que un día salva a un chico ""normal"" llamado Mahiro Yasaka de ser raptado por aliens(si, extraterrestres). Básicamente contara ciertas situaciones interesantes de la vida de ambos y muchas cosas que por lo general pasan en este tipo de animaciones.",7,3,10,1,1,0,22
Kaibutsu Oujo,none,none,4.6,31,OVA,https://www3.animeflv.net/uploads/animes/covers/1454.jpg,FINALIZADO,298,Acción|Comedia|Shounen|Sobrenatural|Terror,Princess Resurrection (Precuela),3.0,"Un chico llamado Hiro Hiyorimi se acaba de mudar a la ciudad para conocer a su hermana. Mientras caminaba bajo la acera, es herido de gravedad, agonizando apunto de morir es encontrado por una joven y hermosa mujer con ropa gótica; esta lo revive y lo deja en el hospital, Hiro despierta confundido por lo ocurrido y viendo a la chica como mata a un hombre lobo. Ella toma a Hiro como su sirviente y se presenta ante el como una princesa. De ahí en adelante Hiro la ayuda a matar criaturas que son enviadas por sus hermanos para atacarla.",4,0,8,3,0,0,15
Bleach: Jigoku-hen,none,none,4.5,197,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1990.jpg,FINALIZADO,1435,Acción|Comedia|Shounen|Sobrenatural|Superpoderes,Bleach (Historia Principal),1.0,"El Infierno es el lugar donde acaban las almas de aquellos que cometieron crímenes violentos en vida. El acceso a este está prohibido a todos los shinigami. Un día, sus prisioneros se rebelan y logran huir a Karakura, en el mundo real, donde viven Ichigo y sus amigos. Los evadidos logran derrotar a todos los compañeros del shinigami sustituto gracias a su enorme poder. Por suerte, un hombre misterioso llamado Kokutou aparece en su rescate. Junto a este, Ichigo, Rukia, Uryuu y Renji se adentrarán en el Infierno para salvar el mundo.",26,1,111,4,2,1,145
https://www3.animeflv.net/anime/mazinkaiser-skl,none,none,0,0,none,none,404 not found,0,,,0.0,none,0,0,0,0,0,0,0
Macross Frontier Music Clip Shuu: Nyankuri,娘クリ Nyan×2 Music Clip,none,4.3,17,OVA,https://www3.animeflv.net/uploads/animes/covers/1589.jpg,FINALIZADO,96,Música,Macross Frontier (Historia Principal),1.0,,4,0,6,0,0,0,10
Koe de Oshigoto!,none,none,4.5,113,OVA,https://www3.animeflv.net/uploads/animes/covers/1564.jpg,FINALIZADO,877,Comedia|Ecchi|Seinen,,2.0,"La historia trata de Aoyagi Kanna, una chica de dieciséis años a quien su hermana de veintiocho años, quien trabaja en gran empresa eroge, le propone ser la seiyuu de un juego eroge en su 16º cumpleaños. Al principio lo rechaza, hasta que se pone a pensar en todo lo que su hermana ha hecho por ella y acepta el trabajo. Muy pronto, Kanna descubrirá que el trabajo no es tan fácil cuando se es una estudiante de instituo y demasiado inocente como para saber algo de eroges.",5,10,27,4,0,0,46
Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-,エア・ギア 黒の羽と眠りの森 -Break on the Sky-,none,4.7,136,ANIME,https://www3.animeflv.net/uploads/animes/covers/547.jpg,FINALIZADO,1102,Acción|Comedia|Deportes|Ecchi|Shounen,Air Gear (Precuela),3.0,"Basado en el manga de Oh Great ""Air Gear"", esta ova aparece en DVDs junto a la edición limitada del 30º tomo del manga, y desarrolla el combate de Ikki contra Ringo que aparecía en el tomo 16.",9,1,18,0,1,2,31
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,none,none,4.5,18,PELÍCULA,https://www3.animeflv.net/uploads/animes/covers/1699.jpg,FINALIZADO,80,Fantasía|Infantil|Magia|Shoujo,Heartcatch Precure! (Historia Principal),1.0,"Kurumi Sakura, la madre de Kurumi Erika, se está preparando para una pasarela de moda en Paris, y las chicas del club de moda de la escuela estarán allí para participar como modelos. Mientras se encuentran en Paris, conocen a Loup-Garou. Mientras tanto, el Barón Salamander de los Apóstoles del Desierto aparece en la ciudad, y las chicas deberán transformarse en Pretty Cure para defenderla de él.",1,1,18,0,1,3,24
Kurage Hime,海月姫,Princess Jellyfish,4.6,236,ANIME,https://www3.animeflv.net/uploads/animes/covers/195.jpg,FINALIZADO,1293,Comedia|Josei|Recuentos de la vida,,11.0,"La historia se centra en Kurashita Tsukimi, ella se muda a una residencia avitada por fujoshis(mujeres otaku intransigentes). Esa residencia penosa, donde el baño se comparte en todos los pisos, las mujeres pueden compartir la desdicha de ser descuidadas por su hobby, el manga y anime yaoi pero sobretodo la íntima conexión con el mundo fantastico de la imaginación. Tsukimi es una ejemplar de este tipo de espécimen, que considerán a todo lo fashion como su enemigo natural, pero para su desgracia conocerá a una bella mujer, la cual oculta un maligno secreto y una herencia de la cual trata de escapar.",22,7,90,1,0,2,122
Fortune Arterial: Akai Yakusoku,FORTUNE ARTERIAL 赤い約束,none,4.3,279,ANIME,https://www3.animeflv.net/uploads/animes/covers/97.jpg,FINALIZADO,2715,Comedia|Escolares|Romance|Sobrenatural|Vampiros,,13.0,"La historia está protagonizada por Hasekura Kouhei, un chico que lleva más institutos que años de vida y esta vez se traslada a uno situado en una pequeña isla de ésas que poblan el archipiélago japonés. Lo que no sabe es que algunos de los estudiantes que allí se encuentran son vampiros.",16,0,68,2,4,2,92
Togainu no Chi,咎狗の血,none,3.9,218,ANIME,https://www3.animeflv.net/uploads/animes/covers/98.jpg,FINALIZADO,2148,Acción|Ciencia Ficción|Yaoi,,12.0,"Basada en la popular novela visual de amor entre chicos Togainu no Chi (Sangre del Perro Reprimido) de Nitro+Chiral. Después de ser devastado en la Tercera Guerra Mundial (conocida como la Tercera División), Japón fue dividido en dos. Muchos años después del fin de la guerra, una organización criminal llamada Vischio ha tomado el control de la ciudad de Toshima, (antiguamente Tokyo, la capital de Japón), donde realizan un juego de batalla conocido como ""Igura"". El personaje principal, un joven llamado Akira, es falsamente acusado de un crimen. Una vez arrestado, una misteriosa mujer aparece ante él, ofreciéndole su libertad si acepta participar en Igura y derrotar al más fuerte de ese juego: ""Il-re"".",34,3,106,6,3,4,156
